reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks
2020-07-31,Adams,Adams Pointe Senior Living,4,0,Open,0.0,1
2020-07-31,Adams,Illinois Veterans Home,17,0,Open,0.0,1
2020-07-31,Bond,Greenville Nursing & Rehab,4,0,Open,0.0,1
2020-07-31,Boone,Park Place of Belvidere,6,0,Open,0.0,1
2020-07-31,Boone,Symphony Northwoods,89,16,Open,0.1797752808988764,1
2020-07-31,Bureau,St. Margarets Living Center,2,0,Open,0.0,1
2020-07-31,Carroll,Big Meadows Nursing Home,7,1,Open,0.14285714285714285,1
2020-07-31,Cass,Walker Nursing Home,59,11,Open,0.1864406779661017,1
2020-07-31,Champaign,Champaign-Urbana Nursing and Rehab,4,1,Open,0.25,1
2020-07-31,Champaign,Country Health and Rehab,6,0,Open,0.0,1
2020-07-31,Champaign,Reflections Memory Care,28,4,Closed,0.14285714285714285,1
2020-07-31,Champaign,University Rehab Center,5,0,Closed,0.0,1
2020-07-31,Champaign,Villas of Hollybrook-Rantoul,3,0,Open,0.0,1
2020-07-31,Christian,Villas of Holly Brook,2,0,Closed,0.0,1
2020-07-31,Clark,Villas of Holly Brook Marshall,4,0,Open,0.0,1
2020-07-31,Clinton,Carlyle HealthCare Center,85,15,Closed,0.17647058823529413,1
2020-07-31,Clinton,Clinton Manor Living Facility,31,1,Open,0.03225806451612903,1
2020-07-31,Clinton,Villa Catherine,7,0,Closed,0.0,1
2020-07-31,Clinton,Warrren G Murray Develpmental Center,61,0,Open,0.0,1
2020-07-31,Coles,Charleston Rehab and Healthcare,93,17,Open,0.1827956989247312,1
2020-07-31,Coles,CTF Illinois,3,0,Open,0.0,1
2020-07-31,Coles,Mattoon Healthcare,2,0,Closed,0.0,1
2020-07-31,Coles,Villas of Holly,2,0,Open,0.0,1
2020-07-31,Cook,Abington of Glenview,11,1,Closed,0.09090909090909091,1
2020-07-31,Cook,Addolorata Villa,105,18,Open,0.17142857142857143,1
2020-07-31,Cook,Albany Care,15,0,Open,0.0,1
2020-07-31,Cook,Alden Estates Des Plaines,13,2,Open,0.15384615384615385,1
2020-07-31,Cook,Alden Estates of Barrington,13,0,Open,0.0,1
2020-07-31,Cook,Alden Estates of Evanston,15,2,Open,0.13333333333333333,1
2020-07-31,Cook,Alden Estates of Northmoor,90,19,Open,0.2111111111111111,1
2020-07-31,Cook,Alden Estates of Orland Park,38,13,Open,0.34210526315789475,1
2020-07-31,Cook,Alden Estates of Skokie,6,0,Closed,0.0,1
2020-07-31,Cook,Alden Estates of Skokie ,3,0,Open,0.0,1
2020-07-31,Cook,Alden Lakeland,25,2,Open,0.08,1
2020-07-31,Cook,Alden Lincoln Park Rehab,74,11,Open,0.14864864864864866,1
2020-07-31,Cook,Alden North Shore,2,0,Closed,0.0,1
2020-07-31,Cook,Alden North Shore ,4,0,Open,0.0,1
2020-07-31,Cook,Alden PoplarCreek,83,25,Open,0.30120481927710846,1
2020-07-31,Cook,Alden Princeton Rehab & Health,54,12,Open,0.2222222222222222,1
2020-07-31,Cook,Alden Town Manor Care,7,0,Open,0.0,1
2020-07-31,Cook,Alden Village North,6,0,Open,0.0,1
2020-07-31,Cook,Alden Wentworth  Rehab & Healthcare Center,74,15,Open,0.20270270270270271,1
2020-07-31,Cook,All American Nursing Home,44,4,Open,0.09090909090909091,1
2020-07-31,Cook,All Saints,2,0,Open,0.0,1
2020-07-31,Cook,Ambassador Nursing,117,11,Open,0.09401709401709402,1
2020-07-31,Cook,AMITA Health Holy Family Medical Center ,24,1,Open,0.041666666666666664,1
2020-07-31,Cook,Aperion Care Burbank,5,1,Closed,0.2,1
2020-07-31,Cook,Aperion Care Chicago Heights,16,1,Open,0.0625,1
2020-07-31,Cook,Aperion Care Dolton,31,5,Open,0.16129032258064516,1
2020-07-31,Cook,Aperion Care Evanston,25,2,Open,0.08,1
2020-07-31,Cook,Aperion Care Forest Park,36,4,Open,0.1111111111111111,1
2020-07-31,Cook,Aperion Care International of Chicago,132,23,Open,0.17424242424242425,1
2020-07-31,Cook,Aperion Care Midlothian,5,0,Open,0.0,1
2020-07-31,Cook,Aperion Care Oak Lawn,97,21,Open,0.21649484536082475,1
2020-07-31,Cook,Aperion Care Plum Grove,58,19,Open,0.3275862068965517,1
2020-07-31,Cook,Aperion Care West Ridge,35,13,Open,0.37142857142857144,1
2020-07-31,Cook,Arbour Health Care Center,62,3,Open,0.04838709677419355,1
2020-07-31,Cook,Arden Courts/Manor Care of South Holland ,68,8,Open,0.11764705882352941,1
2020-07-31,Cook,Arden Courts of Elk Grove,31,8,Open,0.25806451612903225,1
2020-07-31,Cook,Arden Courts of Palos Heights,55,10,Open,0.18181818181818182,1
