County,FacilityName,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,Ludeman Developmental Center,No Match,2020-09-18,263,9,0.034220532319391636,1,1,0,1
Cook,City View Multi Care Center,145850,2020-09-18,256,15,0.05859375,1,0,1,1
Kankakee,Samuel H. Shapiro Developmental Center,No Match,2020-09-18,226,1,0.004424778761061947,1,0,1,1
Lake,Avantara Long Grove,145868,2020-09-18,222,35,0.15765765765765766,1,0,1,1
Cook,Symphony at Midway,145995,2020-09-18,220,27,0.12272727272727273,2,1,1,1
Cook,Woodbridge Nursing Pavilion,145792,2020-09-18,219,40,0.182648401826484,1,1,0,1
Cook,Peterson Park Health Care,145838,2020-09-18,213,35,0.1643192488262911,1,1,0,1
Cook,Niles Nursing and Rehab Center,145696,2020-09-18,212,49,0.23113207547169812,1,0,1,1
Cook,Symphony of Morgan Park,145764,2020-09-18,202,26,0.12871287128712872,1,0,1,1
Cook,Glenview Terrace,145268,2020-09-18,196,35,0.17857142857142858,1,0,1,1
Cook,Symphony of South Shore,145977,2020-09-18,188,29,0.15425531914893617,1,1,0,1
Will,Meadowbrook Manor of Bolingbrook,No Match,2020-09-18,188,41,0.21808510638297873,1,1,0,1
Cook,Symphony of Lincoln Park,145510,2020-09-18,179,30,0.16759776536312848,1,1,0,1
Cook,Elevate Care Chicago North,145484,2020-09-18,179,34,0.18994413407821228,2,1,1,1
Lake,Hillcrest Retirement Village,146130,2020-09-18,178,17,0.09550561797752809,1,0,1,1
Cook,Symphony at 87th,145983,2020-09-18,173,34,0.19653179190751446,1,0,1,1
Kane,Tower Hill Healthcare Center,145795,2020-09-18,170,30,0.17647058823529413,1,0,1,1
DuPage,Manorcare Hinsdale,145246,2020-09-18,168,34,0.20238095238095238,1,0,1,1
Cook,Norridge Gardens,145329,2020-09-18,167,45,0.2694610778443114,1,0,1,1
Cook,Villa at Windsor Park,145970,2020-09-18,167,48,0.2874251497005988,2,1,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2020-09-18,157,5,0.03184713375796178,1,0,1,1
Cook,Mayfield Care Center,145885,2020-09-18,157,23,0.1464968152866242,2,1,1,1
DuPage,Bria of Westmont,145405,2020-09-18,152,29,0.19078947368421054,1,0,1,1
Cook,Fairmont Care,145867,2020-09-18,151,32,0.2119205298013245,1,1,0,1
Cook,Aperion Care International of Chicago,146001,2020-09-18,148,25,0.16891891891891891,1,0,1,1
Cook,Bria Forest Edge,145864,2020-09-18,143,2,0.013986013986013986,1,0,1,1
Cook,Midway Neuro and Rehab,145778,2020-09-18,140,12,0.08571428571428572,1,0,1,1
Kane,Bria of Geneva,146067,2020-09-18,136,30,0.22058823529411764,1,0,1,1
Cook,Harmony Healthcare and Rehab,145775,2020-09-18,133,29,0.21804511278195488,1,1,0,1
Cook,Generations at Regency,145237,2020-09-18,131,33,0.25190839694656486,1,0,1,1
Will,symphony of joliet,145372,2020-09-18,130,25,0.19230769230769232,1,1,0,1
Cook,Uptown Health Center,145881,2020-09-18,124,18,0.14516129032258066,1,0,1,1
Cook,Clark Manor,145507,2020-09-18,124,15,0.12096774193548387,1,1,0,1
Kane,Symphony of Orchard Valley,145473,2020-09-18,123,24,0.1951219512195122,2,1,1,1
Cook,Golfview Developmental Center,No Match,2020-09-18,123,11,0.08943089430894309,1,1,0,1
Sangamon,Villa East,145721,2020-09-18,122,26,0.21311475409836064,1,1,0,1
Williamson,Shawnee Senior Living,146036,2020-09-18,121,13,0.10743801652892562,1,0,1,1
DuPage,Forestview Rehabilitation & Nursing Center,145752,2020-09-18,120,16,0.13333333333333333,1,0,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2020-09-18,118,17,0.1440677966101695,1,0,1,1
Cook,Center Home for Hispanic Elderly,146062,2020-09-18,117,30,0.2564102564102564,1,0,1,1
Cook,Ambassador Nursing,145343,2020-09-18,116,10,0.08620689655172414,1,1,0,1
Cook,Grosse Pointe Manor,145999,2020-09-18,116,23,0.19827586206896552,1,0,1,1
LaSalle,Heritage Health Mendota,145151,2020-09-18,115,18,0.1565217391304348,1,0,1,1
Cook,Carlton at the Lake,145679,2020-09-18,114,19,0.16666666666666666,2,1,1,1
Cook,Mosaic of Lakeshore,145244,2020-09-18,113,28,0.24778761061946902,1,1,0,1
Cook,Windsor Estates,145967,2020-09-18,111,22,0.1981981981981982,1,0,1,1
Cook,Central Nursing Home,145648,2020-09-18,111,17,0.15315315315315314,1,0,1,1
Cook,ManorCare ElkGrove Village,145689,2020-09-18,111,24,0.21621621621621623,1,0,1,1
Cook,Avanti Wellness & Rehabilitation ,No Match,2020-09-18,110,17,0.15454545454545454,1,0,1,1
Cook,Addolorata Villa,145724,2020-09-18,109,19,0.1743119266055046,1,0,1,1
DuPage,Windsor Park Manor,No Match,2020-09-18,109,21,0.1926605504587156,1,0,1,1
Kankakee,Riverside Miller Rehabilitation,No Match,2020-09-18,106,22,0.20754716981132076,2,1,1,1
Cook,Bria River Oaks,145735,2020-09-18,105,2,0.01904761904761905,1,0,1,1
Lee,Jack Mabley Developmental Center,No Match,2020-09-18,105,1,0.009523809523809525,2,1,1,1
Cook,Austin Oasis,145834,2020-09-18,104,15,0.14423076923076922,1,0,1,1
St. Clair,Four Fountains,No Match,2020-09-18,104,31,0.2980769230769231,1,1,0,1
Cook,Astoria Place of Chicago,145634,2020-09-18,104,20,0.19230769230769232,1,1,0,1
Madison,Edwardsville Care Center,145555,2020-09-18,104,22,0.21153846153846154,2,1,1,1
DuPage,Oakbrook Care,145458,2020-09-18,103,24,0.23300970873786409,1,1,0,1
DuPage,Alden Estates of Naperville,145582,2020-09-18,103,21,0.20388349514563106,1,0,1,1
Cook,Bria of Palos Hills,145650,2020-09-18,102,18,0.17647058823529413,1,0,1,1
Cook,Aperion Care Oak Lawn,145197,2020-09-18,102,21,0.20588235294117646,1,0,1,1
Madison,Stearns Nursing and Rehabilitation Center,145847,2020-09-18,101,20,0.19801980198019803,1,0,1,1
Cook,Lee Manor Rehab and Nursing,145382,2020-09-18,100,20,0.2,1,0,1,1
Lake,Symphony Buffalo Grove,145819,2020-09-18,99,10,0.10101010101010101,1,0,1,1
Cook,Atrium Health Care Center,145479,2020-09-18,99,10,0.10101010101010101,1,1,0,1
DuPage,The Grove of Elmhurst,145339,2020-09-18,98,15,0.15306122448979592,1,0,1,1
Cook,Norwood crossing Skilled Nursing,145974,2020-09-18,98,18,0.1836734693877551,1,0,1,1
Cook,Bellhaven Nursing and Rehabilitation,145549,2020-09-18,97,9,0.09278350515463918,1,0,1,1
Cook,Chalet Living And Rehab Center,145670,2020-09-18,97,14,0.14432989690721648,1,1,0,1
Rock Island,Centennial Care Center,145680,2020-09-18,96,7,0.07291666666666667,1,0,1,1
Cook,Landmark of Des Plaines,145334,2020-09-18,95,22,0.23157894736842105,1,0,1,1
Lake,Aperion Care Highwood,145936,2020-09-18,95,14,0.14736842105263157,1,1,0,1
