reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks
2020-06-19,Boone,Park Place of Belvidere,6,0,Open,0.0,1
2020-06-19,Boone,Symphony Northwoods,87,16,Open,0.1839080459770115,1
2020-06-19,Champaign,Champaign-Urbana Nursing and Rehab,2,0,Open,0.0,1
2020-06-19,Champaign,Reflections Memory Care,25,1,Open,0.04,1
2020-06-19,Champaign,University Rehab Center,5,0,Closed,0.0,1
2020-06-19,Christian,Villas of Holly Brook,2,0,Open,0.0,1
2020-06-19,Clinton,Carlyle HealthCare Center,85,16,Open,0.18823529411764706,1
2020-06-19,Clinton,Clinton Manor Living Facility,29,1,Open,0.034482758620689655,1
2020-06-19,Clinton,Villa Catherine,6,0,Open,0.0,1
2020-06-19,Clinton,Warrren G Murray Develpmental Center,61,0,Open,0.0,1
2020-06-19,Coles,Charleston Rehab and Healthcare,85,16,Open,0.18823529411764706,1
2020-06-19,Coles,Mattoon Healthcare,2,0,Open,0.0,1
2020-06-19,Cook,Abington of Glenview,7,1,Open,0.14285714285714285,1
2020-06-19,Cook,Addolorata Villa,95,16,Open,0.16842105263157894,1
2020-06-19,Cook,Albany Care,14,0,Open,0.0,1
2020-06-19,Cook,Alden Estates Des Plaines,13,2,Open,0.15384615384615385,1
2020-06-19,Cook,Alden Estates of Barrington,7,0,Open,0.0,1
2020-06-19,Cook,Alden Estates of Evanston,14,2,Open,0.14285714285714285,1
2020-06-19,Cook,Alden Estates of Northmoor,82,19,Open,0.23170731707317074,1
2020-06-19,Cook,Alden Estates of Orland Park,26,12,Open,0.46153846153846156,1
2020-06-19,Cook,Alden Estates of Skokie,5,0,Open,0.0,1
2020-06-19,Cook,Alden Lakeland,16,1,Open,0.0625,1
2020-06-19,Cook,Alden Lincoln Park Rehab,72,10,Open,0.1388888888888889,1
2020-06-19,Cook,Alden North Shore,3,1,Open,0.3333333333333333,1
2020-06-19,Cook,Alden PoplarCreek,27,5,Open,0.18518518518518517,1
2020-06-19,Cook,Alden Princeton Rehab & Health,49,10,Open,0.20408163265306123,1
2020-06-19,Cook,Alden Town Manor Care,7,0,Open,0.0,1
2020-06-19,Cook,Alden Village North,6,0,Open,0.0,1
2020-06-19,Cook,Alden Wentworth  Rehab & Healthcare Center,67,13,Open,0.19402985074626866,1
2020-06-19,Cook,All American Nursing Home,41,4,Open,0.0975609756097561,1
2020-06-19,Cook,All Saints,2,0,Open,0.0,1
2020-06-19,Cook,Ambassador Nursing,108,11,Open,0.10185185185185185,1
2020-06-19,Cook,AMITA Health Holy Family Medical Center ,22,1,Open,0.045454545454545456,1
2020-06-19,Cook,Aperion Care Burbank,5,1,Open,0.2,1
2020-06-19,Cook,Aperion Care Chicago Heights,13,1,Open,0.07692307692307693,1
2020-06-19,Cook,Aperion Care Dolton,28,5,Open,0.17857142857142858,1
2020-06-19,Cook,Aperion Care Evanston,25,2,Open,0.08,1
2020-06-19,Cook,Aperion Care Forest Park,23,3,Open,0.13043478260869565,1
2020-06-19,Cook,Aperion Care International of Chicago,119,20,Open,0.16806722689075632,1
2020-06-19,Cook,Aperion Care Midlothian,3,0,Open,0.0,1
2020-06-19,Cook,Aperion Care Oak Lawn,88,20,Open,0.22727272727272727,1
2020-06-19,Cook,Aperion Care Plum Grove,45,6,Open,0.13333333333333333,1
2020-06-19,Cook,Aperion Care West Ridge,33,12,Open,0.36363636363636365,1
2020-06-19,Cook,Arbour Health Care Center,48,3,Open,0.0625,1
2020-06-19,Cook,Arden Courts/Manor Care of South Holland ,42,7,Open,0.16666666666666666,1
2020-06-19,Cook,Arden Courts of Elk Grove,23,6,Open,0.2608695652173913,1
2020-06-19,Cook,Arden Courts of Palos Heights,37,10,Open,0.2702702702702703,1
2020-06-19,Cook,Artis Senior Living of Lakeview,34,8,Open,0.23529411764705882,1
2020-06-19,Cook,Asbury Court Senior Living,5,0,Open,0.0,1
2020-06-19,Cook,Aspire Living Prospect Heights,13,0,Open,0.0,1
2020-06-19,Cook,Astoria Place of Chicago,106,21,Open,0.19811320754716982,1
2020-06-19,Cook,Atria Glenview,3,0,Open,0.0,1
2020-06-19,Cook,Atrium Health Care Center,99,10,Open,0.10101010101010101,1
2020-06-19,Cook,Austin Oasis,104,12,Open,0.11538461538461539,1
2020-06-19,Cook,Autumn Green at Wright Campus,2,0,Open,0.0,1
2020-06-19,Cook,Avantara Evergreen Park,77,21,Open,0.2727272727272727,1
2020-06-19,Cook,Avantara Park Ridge,4,2,Open,0.5,1
2020-06-19,Cook,Avanti Wellness & Rehabilitation ,91,17,Open,0.18681318681318682,1
2020-06-19,Cook,Avenues to Independence,11,0,Open,0.0,1
2020-06-19,Cook,Balmoral Home,20,0,Open,0.0,1
