County,FacilityName,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,Ludeman Developmental Center,No Match,2020-05-29,316,10,0.03164556962025317,1,0,1,1
Cook,City View Multi Care Center,145850,2020-05-29,243,13,0.053497942386831275,1,0,1,1
Cook,Woodbridge Nursing Pavilion,145792,2020-05-29,218,33,0.15137614678899083,1,0,1,1
Cook,Symphony at Midway,145995,2020-05-29,211,17,0.08056872037914692,1,0,1,1
Cook,Peterson Park Health Care,145838,2020-05-29,202,31,0.15346534653465346,1,0,1,1
Cook,Symphony of Morgan Park,145764,2020-05-29,190,20,0.10526315789473684,1,0,1,1
Will,Meadowbrook Manor of Bolingbrook,No Match,2020-05-29,188,40,0.2127659574468085,1,0,1,1
Cook,Elevate Care Chicago North,145484,2020-05-29,171,29,0.1695906432748538,1,0,1,1
Cook,Symphony of Lincoln Park,145510,2020-05-29,170,22,0.12941176470588237,1,0,1,1
Cook,Symphony of South Shore,145977,2020-05-29,166,19,0.1144578313253012,1,0,1,1
DuPage,Manorcare Hinsdale,145246,2020-05-29,165,28,0.1696969696969697,1,0,1,1
Cook,Niles Nursing and Rehab Center,145696,2020-05-29,158,33,0.2088607594936709,1,0,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2020-05-29,156,4,0.02564102564102564,1,0,1,1
Cook,Mayfield Care Center,145885,2020-05-29,153,18,0.11764705882352941,1,0,1,1
Cook,Villa at Windsor Park,145970,2020-05-29,153,37,0.24183006535947713,1,0,1,1
Lake,Avantara Long Grove,145868,2020-05-29,146,13,0.08904109589041095,1,0,1,1
Kankakee,Samuel H. Shapiro Developmental Center,No Match,2020-05-29,138,1,0.007246376811594203,1,0,1,1
Kane,Tower Hill Healthcare Center,145795,2020-05-29,134,15,0.11194029850746269,1,0,1,1
DuPage,Bria of Westmont,145405,2020-05-29,133,20,0.15037593984962405,1,0,1,1
