reporting_date,County,FacilityName,confirmed_cases,deaths,ReportDate,status,CFR,outbreaks,county-facName,CMS_ProvNum
2020-12-11,Adams,Chaddock,3,0,2020-12-11T00:00:00,Open,0.0,1,ADAMS-CHADDOCK,No Match
2020-12-11,Adams,Illinois Veterans Home Quincy,96,3,2020-12-11T00:00:00,Open,0.03125,1,ADAMS-ILLINOIS VETERANS HOME QUINCY,No Match
2020-12-11,Adams,Good Samaritan Home,37,1,2020-12-11T00:00:00,Open,0.02702702702702703,1,ADAMS-GOOD SAMARITAN HOME,145773
2020-12-11,Adams,Adams Pointe Senior Living,4,0,2020-12-11T00:00:00,Closed,0.0,1,ADAMS-ADAMS POINTE SENIOR LIVING,No Match
2020-12-11,Adams,Bradford Villa,8,1,2020-12-11T00:00:00,Closed,0.125,1,ADAMS-BRADFORD VILLA,No Match
2020-12-11,Adams,Golden Good Shepperd Home,54,8,2020-12-11T00:00:00,Open,0.14814814814814814,1,ADAMS-GOLDEN GOOD SHEPPERD HOME,No Match
2020-12-11,Adams,Sunset Home,11,0,2020-12-11T00:00:00,Open,0.0,1,ADAMS-SUNSET HOME,145800
2020-12-11,Adams,St Vincents Nursing Home,96,16,2020-12-11T00:00:00,Open,0.16666666666666666,1,ADAMS-ST VINCENTS NURSING HOME,145457
2020-12-11,Adams,Cedarhurst,26,1,2020-12-11T00:00:00,Closed,0.038461538461538464,1,ADAMS-CEDARHURST,No Match
2020-12-11,Adams,Timberpoint Health Care Center,26,4,2020-12-11T00:00:00,Open,0.15384615384615385,1,ADAMS-TIMBERPOINT HEALTH CARE CENTER,No Match
2020-12-11,Adams,Quincy Terrace,16,1,2020-12-11T00:00:00,Open,0.0625,1,ADAMS-QUINCY TERRACE,No Match
2020-12-11,Adams,Bickford Cottage (2),3,0,2020-12-11T00:00:00,Open,0.0,1,ADAMS-BICKFORD COTTAGE (2),No Match
2020-12-11,Bond,Greenville Nursing & Rehab,22,1,2020-12-11T00:00:00,Open,0.045454545454545456,1,BOND-GREENVILLE NURSING & REHAB,145909
2020-12-11,Bond,Cedarhurst of Greenville,20,3,2020-12-11T00:00:00,Open,0.15,1,BOND-CEDARHURST OF GREENVILLE,No Match
2020-12-11,Boone,Symphony Northwoods,89,16,2020-12-11T00:00:00,Closed,0.1797752808988764,1,BOONE-SYMPHONY NORTHWOODS,No Match
2020-12-11,Boone,Park Place of Belvidere,6,0,2020-12-11T00:00:00,Closed,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071
2020-12-11,Boone,Heritage of Woods,5,1,2020-12-11T00:00:00,Closed,0.2,1,BOONE-HERITAGE OF WOODS,No Match
2020-12-11,Boone,Maple Crest Care Center,88,8,2020-12-11T00:00:00,Open,0.09090909090909091,1,BOONE-MAPLE CREST CARE CENTER,145990
2020-12-11,Boone,Park Place,76,3,2020-12-11T00:00:00,Open,0.039473684210526314,1,BOONE-PARK PLACE,No Match
2020-12-11,Boone,Northwoods Care Center ,8,0,2020-12-11T00:00:00,Open,0.0,1,BOONE-NORTHWOODS CARE CENTER ,No Match
2020-12-11,Boone,Heritage Woods of Belvidere ,23,0,2020-12-11T00:00:00,Open,0.0,1,BOONE-HERITAGE WOODS OF BELVIDERE ,No Match
2020-12-11,Brown,Heritage Health,52,0,2020-12-11T00:00:00,Open,0.0,1,BROWN-HERITAGE HEALTH,No Match
2020-12-11,Bureau,St. Margarets Living Center,3,0,2020-12-11T00:00:00,Closed,0.0,1,BUREAU-ST. MARGARETS LIVING CENTER,No Match
2020-12-11,Bureau,Aperion Care- Princeton,98,6,2020-12-11T00:00:00,Open,0.061224489795918366,1,BUREAU-APERION CARE- PRINCETON,145437
2020-12-11,Bureau,Heartland Heath care- Henry,2,1,2020-12-11T00:00:00,Open,0.5,1,BUREAU-HEARTLAND HEATH CARE- HENRY,No Match
2020-12-11,Bureau,Liberty Village of Princeton,24,7,2020-12-11T00:00:00,Open,0.2916666666666667,1,BUREAU-LIBERTY VILLAGE OF PRINCETON,No Match
2020-12-11,Bureau,Aperion Care Spring Valley,92,12,2020-12-11T00:00:00,Open,0.13043478260869565,1,BUREAU-APERION CARE SPRING VALLEY,No Match
2020-12-11,Bureau,Heritage Health,2,0,2020-12-11T00:00:00,Open,0.0,1,BUREAU-HERITAGE HEALTH,No Match
2020-12-11,Calhoun,Calhoun Nursing and Rehabilitation,2,0,2020-12-11T00:00:00,Closed,0.0,1,CALHOUN-CALHOUN NURSING AND REHABILITATION,No Match
2020-12-11,Carroll,Big Meadows Nursing Home,99,9,2020-12-11T00:00:00,Open,0.09090909090909091,1,CARROLL-BIG MEADOWS NURSING HOME,14E701
2020-12-11,Carroll,Allure of Mount Carroll,47,8,2020-12-11T00:00:00,Open,0.1702127659574468,1,CARROLL-ALLURE OF MOUNT CARROLL,145770
2020-12-11,Cass,Walker Nursing Home,57,11,2020-12-11T00:00:00,Closed,0.19298245614035087,1,CASS-WALKER NURSING HOME,146100
2020-12-11,Cass,Heritage Health,59,9,2020-12-11T00:00:00,Open,0.15254237288135594,1,CASS-HERITAGE HEALTH,No Match
2020-12-11,Cass,Evergreen Place Supportive Living ,2,0,2020-12-11T00:00:00,Open,0.0,1,CASS-EVERGREEN PLACE SUPPORTIVE LIVING ,No Match
2020-12-11,Champaign,University Rehab Center,5,0,2020-12-11T00:00:00,Closed,0.0,1,CHAMPAIGN-UNIVERSITY REHAB CENTER,145364
2020-12-11,Champaign,Reflections Memory Care,28,4,2020-12-11T00:00:00,Closed,0.14285714285714285,1,CHAMPAIGN-REFLECTIONS MEMORY CARE,No Match
2020-12-11,Champaign,Champaign-Urbana Nursing and Rehab,4,1,2020-12-11T00:00:00,Closed,0.25,1,CHAMPAIGN-CHAMPAIGN-URBANA NURSING AND REHAB,145439
