County,FacilityName,confirmed_cases,deaths,status,reporting_date,% deaths
Adams,Adams Pointe Senior Living,4,0,Closed,2020-09-04,0.0
Adams,Bradford Villa,8,1,Open,2020-09-04,0.125
Adams,Good Samaritan Home,4,0,Open,2020-09-04,0.0
Adams,Illinois Veterans Home,40,1,Open,2020-09-04,0.025
Adams,Senior Center,4,2,Open,2020-09-04,0.5
Bond,Greenville Nursing & Rehab,5,0,Open,2020-09-04,0.0
Boone,Park Place of Belvidere,6,0,Closed,2020-09-04,0.0
Boone,Symphony Northwoods,89,16,Closed,2020-09-04,0.1797752808988764
Bureau,Aperion Care- Princeton,15,0,Open,2020-09-04,0.0
Bureau,St. Margarets Living Center,3,0,Open,2020-09-04,0.0
Carroll,Big Meadows Nursing Home,25,2,Open,2020-09-04,0.08
Cass,Heritage Health,6,0,Open,2020-09-04,0.0
Cass,Walker Nursing Home,57,11,Closed,2020-09-04,0.19298245614035087
Champaign,Champaign-Urbana Nursing and Rehab,4,1,Closed,2020-09-04,0.25
Champaign,Country Health and Rehab,7,0,Open,2020-09-04,0.0
Champaign,Green House Homes at Clark-Lindsey,2,0,Closed,2020-09-04,0.0
Champaign,Illini Heritage Rehab and Health,2,0,Open,2020-09-04,0.0
Champaign,Reflections Memory Care,28,4,Closed,2020-09-04,0.14285714285714285
Champaign,University Rehab Center,5,0,Closed,2020-09-04,0.0
Champaign,Villas of Hollybrook-Rantoul,5,0,Open,2020-09-04,0.0
Christian,Heritage Health of Pana,2,0,Open,2020-09-04,0.0
Christian,Lifes Journey,6,1,Open,2020-09-04,0.16666666666666666
Christian,Meadow Manor,32,1,Open,2020-09-04,0.03125
Christian,Prairie Rose,2,0,Open,2020-09-04,0.0
Christian,taylorville care center,3,0,Open,2020-09-04,0.0
Christian,Taylorville Hickory Estates,2,0,Open,2020-09-04,0.0
Christian,Villas of Holly Brook,2,0,Closed,2020-09-04,0.0
Clark,Villas of Holly Brook Marshall,8,0,Open,2020-09-04,0.0
Clinton,Carlyle Healthcare Center,6,0,Open,2020-09-04,0.0
Clinton,Carlyle HealthCare Center,85,15,Closed,2020-09-04,0.17647058823529413
Clinton,Clinton Manor Living Facility,10,0,Open,2020-09-04,0.0
Clinton,Clinton Manor Living Facility,31,1,Closed,2020-09-04,0.03225806451612903
