County,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
Cook,Ludeman Developmental Center,2020-10-09,263,9,0.034220532319391636,1,1
Cook,City View Multi Care Center,2020-10-09,257,15,0.058365758754863814,1,1
Kankakee,Samuel H. Shapiro Developmental Center,2020-10-09,230,1,0.004347826086956522,1,1
Lake,Avantara Long Grove,2020-10-09,229,34,0.14847161572052403,1,1
Cook,Symphony at Midway,2020-10-09,220,27,0.12272727272727273,2,1
Cook,Woodbridge Nursing Pavilion,2020-10-09,219,40,0.182648401826484,1,1
Cook,Peterson Park Health Care,2020-10-09,218,35,0.16055045871559634,2,1
Cook,Niles Nursing and Rehab Center,2020-10-09,214,49,0.22897196261682243,1,1
Cook,Symphony of Morgan Park,2020-10-09,202,26,0.12871287128712872,1,1
Cook,Glenview Terrace,2020-10-09,196,35,0.17857142857142858,1,1
Will,Meadowbrook Manor of Bolingbrook,2020-10-09,188,41,0.21808510638297873,1,1
Cook,Symphony of South Shore,2020-10-09,188,29,0.15425531914893617,1,1
Cook,Elevate Care Chicago North,2020-10-09,181,34,0.1878453038674033,2,1
Cook,Symphony of Lincoln Park,2020-10-09,179,30,0.16759776536312848,1,1
Lake,Hillcrest Retirement Village,2020-10-09,178,18,0.10112359550561797,1,1
Cook,Symphony at 87th,2020-10-09,175,34,0.19428571428571428,1,1
Kane,Tower Hill Healthcare Center,2020-10-09,170,30,0.17647058823529413,1,1
DuPage,Manorcare Hinsdale,2020-10-09,168,34,0.20238095238095238,1,1
Cook,Norridge Gardens,2020-10-09,167,45,0.2694610778443114,1,1
Cook,Villa at Windsor Park,2020-10-09,160,44,0.275,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,2020-10-09,157,6,0.03821656050955414,1,1
Cook,Mayfield Care Center,2020-10-09,154,23,0.14935064935064934,1,1
Cook,Aperion Care International of Chicago,2020-10-09,152,26,0.17105263157894737,1,1
DuPage,Bria of Westmont,2020-10-09,152,29,0.19078947368421054,1,1
Cook,Fairmont Care,2020-10-09,151,32,0.2119205298013245,1,1
Cook,Bria Forest Edge,2020-10-09,148,2,0.013513513513513514,1,1
Cook,Midway Neuro and Rehab,2020-10-09,143,12,0.08391608391608392,1,1
Kane,Bria of Geneva,2020-10-09,140,30,0.21428571428571427,1,1
Cook,Harmony Healthcare and Rehab,2020-10-09,138,29,0.21014492753623187,2,1
Cook,Generations at Regency,2020-10-09,131,33,0.25190839694656486,1,1
Will,symphony of joliet,2020-10-09,130,25,0.19230769230769232,1,1
Kane,Symphony of Orchard Valley,2020-10-09,126,24,0.19047619047619047,2,1
Lee,Jack Mabley Developmental Center,2020-10-09,125,1,0.008,2,1
Cook,Clark Manor,2020-10-09,124,15,0.12096774193548387,1,1
Cook,Uptown Health Center,2020-10-09,123,18,0.14634146341463414,1,1
Cook,Golfview Developmental Center,2020-10-09,123,11,0.08943089430894309,1,1
Sangamon,Villa East,2020-10-09,122,26,0.21311475409836064,1,1
Williamson,Shawnee Senior Living,2020-10-09,121,17,0.14049586776859505,1,1
DuPage,Forestview Rehabilitation & Nursing Center,2020-10-09,120,16,0.13333333333333333,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,2020-10-09,118,17,0.1440677966101695,1,1
Cook,Center Home for Hispanic Elderly,2020-10-09,118,30,0.2542372881355932,1,1
Cook,Grosse Pointe Manor,2020-10-09,117,24,0.20512820512820512,1,1
Cook,Ambassador Nursing,2020-10-09,116,10,0.08620689655172414,1,1
LaSalle,Heritage Health Mendota,2020-10-09,116,24,0.20689655172413793,1,1
Cook,Carlton at the Lake,2020-10-09,115,19,0.16521739130434782,2,1
Cook,Mosaic of Lakeshore,2020-10-09,113,28,0.24778761061946902,1,1
Cook,ManorCare ElkGrove Village,2020-10-09,113,25,0.22123893805309736,1,1
Cook,Windsor Estates,2020-10-09,111,22,0.1981981981981982,1,1
Madison,Stearns Nursing and Rehabilitation Center,2020-10-09,111,20,0.18018018018018017,1,1
Cook,Avanti Wellness & Rehabilitation ,2020-10-09,110,17,0.15454545454545454,1,1
Rock Island,Centennial Care Center,2020-10-09,110,16,0.14545454545454545,1,1
Cook,Addolorata Villa,2020-10-09,109,20,0.1834862385321101,1,1
DuPage,Windsor Park Manor,2020-10-09,109,21,0.1926605504587156,1,1
Cook,Bria River Oaks,2020-10-09,106,2,0.018867924528301886,1,1
DuPage,Alden Estates of Naperville,2020-10-09,106,21,0.19811320754716982,2,1
Kankakee,Riverside Miller Rehabilitation,2020-10-09,106,22,0.20754716981132076,2,1
Madison,Edwardsville Care Center,2020-10-09,105,22,0.20952380952380953,2,1
Cook,Austin Oasis,2020-10-09,105,16,0.1523809523809524,1,1
Cook,Astoria Place of Chicago,2020-10-09,104,20,0.19230769230769232,1,1
St. Clair,Four Fountains,2020-10-09,104,31,0.2980769230769231,1,1
Cook,Aperion Care Oak Lawn,2020-10-09,103,22,0.21359223300970873,1,1
DuPage,Oakbrook Care,2020-10-09,103,24,0.23300970873786409,1,1
Cook,Bria of Palos Hills,2020-10-09,102,18,0.17647058823529413,1,1
