reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks,county-facName,CMS_ProvNum
2020-07-03,Boone,Park Place of Belvidere,6,0,Open,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071
2020-07-03,Boone,Symphony Northwoods,87,14,Open,0.16091954022988506,1,BOONE-SYMPHONY NORTHWOODS,No Match
2020-07-03,Cass,Walker Nursing Home,50,2,Open,0.04,1,CASS-WALKER NURSING HOME,146100
2020-07-03,Champaign,Champaign-Urbana Nursing and Rehab,3,0,Open,0.0,1,CHAMPAIGN-CHAMPAIGN-URBANA NURSING AND REHAB,145439
2020-07-03,Champaign,Reflections Memory Care,31,2,Open,0.06451612903225806,1,CHAMPAIGN-REFLECTIONS MEMORY CARE,No Match
2020-07-03,Champaign,University Rehab Center,5,0,Closed,0.0,1,CHAMPAIGN-UNIVERSITY REHAB CENTER,145364
2020-07-03,Christian,Villas of Holly Brook,2,0,Closed,0.0,1,CHRISTIAN-VILLAS OF HOLLY BROOK,No Match
2020-07-03,Clinton,Carlyle HealthCare Center,85,16,Open,0.18823529411764706,1,CLINTON-CARLYLE HEALTHCARE CENTER,145729
2020-07-03,Clinton,Clinton Manor Living Facility,29,1,Open,0.034482758620689655,1,CLINTON-CLINTON MANOR LIVING FACILITY,146025
2020-07-03,Clinton,Villa Catherine,7,0,Open,0.0,1,CLINTON-VILLA CATHERINE,No Match
2020-07-03,Clinton,Warrren G Murray Develpmental Center,61,0,Open,0.0,1,CLINTON-WARRREN G MURRAY DEVELPMENTAL CENTER,No Match
2020-07-03,Coles,Charleston Rehab and Healthcare,90,16,Open,0.17777777777777778,1,COLES-CHARLESTON REHAB AND HEALTHCARE,145636
2020-07-03,Coles,Mattoon Healthcare,2,0,Open,0.0,1,COLES-MATTOON HEALTHCARE,145480
2020-07-03,Cook,Abington of Glenview,12,1,Open,0.08333333333333333,1,COOK-ABINGTON OF GLENVIEW,145683
2020-07-03,Cook,Addolorata Villa,105,17,Open,0.1619047619047619,1,COOK-ADDOLORATA VILLA,145724
2020-07-03,Cook,Albany Care,14,0,Open,0.0,1,COOK-ALBANY CARE,No Match
2020-07-03,Cook,Alden Estates Des Plaines,13,2,Open,0.15384615384615385,1,COOK-ALDEN ESTATES DES PLAINES,145998
2020-07-03,Cook,Alden Estates of Barrington,9,0,Open,0.0,1,COOK-ALDEN ESTATES OF BARRINGTON,145557
2020-07-03,Cook,Alden Estates of Evanston,14,2,Open,0.14285714285714285,1,COOK-ALDEN ESTATES OF EVANSTON,145907
2020-07-03,Cook,Alden Estates of Northmoor,83,18,Open,0.21686746987951808,1,COOK-ALDEN ESTATES OF NORTHMOOR,145888
2020-07-03,Cook,Alden Estates of Orland Park,32,13,Open,0.40625,1,COOK-ALDEN ESTATES OF ORLAND PARK,145963
2020-07-03,Cook,Alden Estates of Skokie,5,0,Open,0.0,1,COOK-ALDEN ESTATES OF SKOKIE,145869
2020-07-03,Cook,Alden Lakeland,17,2,Open,0.11764705882352941,1,COOK-ALDEN LAKELAND,145450
2020-07-03,Cook,Alden Lincoln Park Rehab,74,11,Open,0.14864864864864866,1,COOK-ALDEN LINCOLN PARK REHAB,145126
2020-07-03,Cook,Alden North Shore,3,1,Open,0.3333333333333333,1,COOK-ALDEN NORTH SHORE,145984
2020-07-03,Cook,Alden PoplarCreek,40,9,Open,0.225,1,COOK-ALDEN POPLARCREEK,145403
2020-07-03,Cook,Alden Princeton Rehab & Health,52,10,Open,0.19230769230769232,1,COOK-ALDEN PRINCETON REHAB & HEALTH,145688
2020-07-03,Cook,Alden Town Manor Care,7,0,Open,0.0,1,COOK-ALDEN TOWN MANOR CARE,No Match
2020-07-03,Cook,Alden Village North,6,0,Open,0.0,1,COOK-ALDEN VILLAGE NORTH,No Match
2020-07-03,Cook,Alden Wentworth  Rehab & Healthcare Center,68,13,Open,0.19117647058823528,1,COOK-ALDEN WENTWORTH  REHAB & HEALTHCARE CENTER,No Match
2020-07-03,Cook,All American Nursing Home,43,4,Open,0.09302325581395349,1,COOK-ALL AMERICAN NURSING HOME,14A057
2020-07-03,Cook,All Saints,2,0,Open,0.0,1,COOK-ALL SAINTS,No Match
2020-07-03,Cook,Ambassador Nursing,114,11,Open,0.09649122807017543,1,COOK-AMBASSADOR NURSING,145343
2020-07-03,Cook,AMITA Health Holy Family Medical Center ,23,1,Open,0.043478260869565216,1,COOK-AMITA HEALTH HOLY FAMILY MEDICAL CENTER ,No Match
2020-07-03,Cook,Aperion Care Burbank,5,1,Closed,0.2,1,COOK-APERION CARE BURBANK,145913
2020-07-03,Cook,Aperion Care Chicago Heights,15,1,Open,0.06666666666666667,1,COOK-APERION CARE CHICAGO HEIGHTS,145180
2020-07-03,Cook,Aperion Care Dolton,30,5,Open,0.16666666666666666,1,COOK-APERION CARE DOLTON,145877
2020-07-03,Cook,Aperion Care Evanston,25,2,Open,0.08,1,COOK-APERION CARE EVANSTON,146058
2020-07-03,Cook,Aperion Care Forest Park,26,3,Open,0.11538461538461539,1,COOK-APERION CARE FOREST PARK,145969
2020-07-03,Cook,Aperion Care International of Chicago,122,21,Open,0.1721311475409836,1,COOK-APERION CARE INTERNATIONAL OF CHICAGO,146001
2020-07-03,Cook,Aperion Care Midlothian,4,0,Open,0.0,1,COOK-APERION CARE MIDLOTHIAN,145947
2020-07-03,Cook,Aperion Care Oak Lawn,91,20,Open,0.21978021978021978,1,COOK-APERION CARE OAK LAWN,145197
2020-07-03,Cook,Aperion Care Plum Grove,55,19,Open,0.34545454545454546,1,COOK-APERION CARE PLUM GROVE,145658
2020-07-03,Cook,Aperion Care West Ridge,33,12,Open,0.36363636363636365,1,COOK-APERION CARE WEST RIDGE,145832
2020-07-03,Cook,Arbour Health Care Center,60,2,Open,0.03333333333333333,1,COOK-ARBOUR HEALTH CARE CENTER,146169
2020-07-03,Cook,Arden Courts/Manor Care of South Holland ,26,6,Open,0.23076923076923078,1,COOK-ARDEN COURTS/MANOR CARE OF SOUTH HOLLAND ,No Match
2020-07-03,Cook,Arden Courts of Elk Grove,31,8,Open,0.25806451612903225,1,COOK-ARDEN COURTS OF ELK GROVE,No Match
2020-07-03,Cook,Arden Courts of Palos Heights,55,10,Open,0.18181818181818182,1,COOK-ARDEN COURTS OF PALOS HEIGHTS,No Match
2020-07-03,Cook,Artis Senior Living of Lakeview,34,8,Open,0.23529411764705882,1,COOK-ARTIS SENIOR LIVING OF LAKEVIEW,No Match
2020-07-03,Cook,Asbury Court Senior Living,6,1,Open,0.16666666666666666,1,COOK-ASBURY COURT SENIOR LIVING,146187
2020-07-03,Cook,Aspire Living Prospect Heights,13,0,Open,0.0,1,COOK-ASPIRE LIVING PROSPECT HEIGHTS,No Match
2020-07-03,Cook,Astoria Place of Chicago,105,21,Open,0.2,1,COOK-ASTORIA PLACE OF CHICAGO,145634
2020-07-03,Cook,Atria Glenview,4,0,Open,0.0,1,COOK-ATRIA GLENVIEW,No Match
2020-07-03,Cook,Atrium Health Care Center,102,10,Open,0.09803921568627451,1,COOK-ATRIUM HEALTH CARE CENTER,145479
2020-07-03,Cook,Austin Oasis,107,13,Open,0.12149532710280374,1,COOK-AUSTIN OASIS,145834
2020-07-03,Cook,Autumn Green at Wright Campus,2,0,Open,0.0,1,COOK-AUTUMN GREEN AT WRIGHT CAMPUS,No Match
2020-07-03,Cook,Avantara Evergreen Park,79,21,Open,0.26582278481012656,1,COOK-AVANTARA EVERGREEN PARK,145734
2020-07-03,Cook,Avantara Park Ridge,4,2,Open,0.5,1,COOK-AVANTARA PARK RIDGE,145667
2020-07-03,Cook,Avanti Wellness & Rehabilitation ,96,17,Open,0.17708333333333334,1,COOK-AVANTI WELLNESS & REHABILITATION ,No Match
2020-07-03,Cook,Avenues to Independence,14,0,Open,0.0,1,COOK-AVENUES TO INDEPENDENCE,No Match
2020-07-03,Cook,Balmoral Home,21,0,Open,0.0,1,COOK-BALMORAL HOME,145796
2020-07-03,Cook,Barton Senior Living,2,0,Open,0.0,1,COOK-BARTON SENIOR LIVING,No Match
2020-07-03,Cook,Beacon Care Center,86,14,Open,0.16279069767441862,1,COOK-BEACON CARE CENTER,145776
2020-07-03,Cook,Beechwood Manor,3,0,Open,0.0,1,COOK-BEECHWOOD MANOR,No Match
2020-07-03,Cook,Bella Terra Morton Grove,65,10,Open,0.15384615384615385,1,COOK-BELLA TERRA MORTON GROVE,145198
2020-07-03,Cook,Bella Terra Streamwood,14,2,Open,0.14285714285714285,1,COOK-BELLA TERRA STREAMWOOD,145701
2020-07-03,Cook,Bella Terra Wheeling,33,6,Open,0.18181818181818182,1,COOK-BELLA TERRA WHEELING,145835
2020-07-03,Cook,Bellhaven Nursing and Rehabilitation,90,9,Open,0.1,1,COOK-BELLHAVEN NURSING AND REHABILITATION,145549
2020-07-03,Cook,Bellwood Development Center,2,0,Open,0.0,1,COOK-BELLWOOD DEVELOPMENT CENTER,No Match
2020-07-03,Cook,Belmont Oak Park,6,2,Closed,0.3333333333333333,1,COOK-BELMONT OAK PARK,No Match
2020-07-03,Cook,Belmont Village Senior Living of Glenview,21,4,Open,0.19047619047619047,1,COOK-BELMONT VILLAGE SENIOR LIVING OF GLENVIEW,No Match
2020-07-03,Cook,Berkeley Nursing and Rehabilitation Center,4,3,Closed,0.75,1,COOK-BERKELEY NURSING AND REHABILITATION CENTER,146013
2020-07-03,Cook,Bethesda Rehab and Senior Care,38,6,Open,0.15789473684210525,1,COOK-BETHESDA REHAB AND SENIOR CARE,145844
2020-07-03,Cook,Bickford of Tinley Park,2,0,Open,0.0,1,COOK-BICKFORD OF TINLEY PARK,No Match
2020-07-03,Cook,Birchwood Plaza Nursing-Rehab,81,14,Open,0.1728395061728395,1,COOK-BIRCHWOOD PLAZA NURSING-REHAB,145532
