County,FacilityName,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,Ludeman Developmental Center,No Match,2020-10-23,263,9,0.034220532319391636,1,1,0,1
Cook,City View Multi Care Center,145850,2020-10-23,249,15,0.060240963855421686,1,1,0,1
Kankakee,Samuel H. Shapiro Developmental Center,No Match,2020-10-23,230,1,0.004347826086956522,1,1,0,1
Lake,Avantara Long Grove,145868,2020-10-23,229,34,0.14847161572052403,1,0,1,1
Cook,Woodbridge Nursing Pavilion,145792,2020-10-23,219,40,0.182648401826484,1,1,0,1
Cook,Peterson Park Health Care,145838,2020-10-23,219,35,0.1598173515981735,2,1,1,1
Cook,Symphony at Midway,145995,2020-10-23,218,27,0.12385321100917432,1,1,0,1
Cook,Niles Nursing and Rehab Center,145696,2020-10-23,213,54,0.2535211267605634,1,1,0,1
Cook,Symphony of Morgan Park,145764,2020-10-23,202,26,0.12871287128712872,1,0,1,1
Cook,Glenview Terrace,145268,2020-10-23,190,33,0.1736842105263158,1,1,0,1
Will,Meadowbrook Manor of Bolingbrook,No Match,2020-10-23,188,41,0.21808510638297873,1,1,0,1
Cook,Symphony of South Shore,145977,2020-10-23,188,29,0.15425531914893617,1,0,1,1
Cook,Symphony of Lincoln Park,145510,2020-10-23,184,30,0.16304347826086957,2,1,1,1
Cook,Elevate Care Chicago North,145484,2020-10-23,182,34,0.18681318681318682,2,1,1,1
Lake,Hillcrest Retirement Village,146130,2020-10-23,178,18,0.10112359550561797,1,0,1,1
Cook,Symphony at 87th,145983,2020-10-23,175,33,0.18857142857142858,1,0,1,1
Cook,Aperion Care International of Chicago,146001,2020-10-23,173,26,0.15028901734104047,1,0,1,1
Kane,Tower Hill Healthcare Center,145795,2020-10-23,170,30,0.17647058823529413,1,0,1,1
DuPage,Manorcare Hinsdale,145246,2020-10-23,167,37,0.2215568862275449,2,1,1,1
Cook,Norridge Gardens,145329,2020-10-23,167,46,0.2754491017964072,1,0,1,1
Cook,Villa at Windsor Park,145970,2020-10-23,162,44,0.2716049382716049,2,2,0,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2020-10-23,157,6,0.03821656050955414,1,1,0,1
Cook,Mayfield Care Center,145885,2020-10-23,154,23,0.14935064935064934,1,1,0,1
DuPage,Bria of Westmont,145405,2020-10-23,152,29,0.19078947368421054,1,0,1,1
Cook,Fairmont Care,145867,2020-10-23,151,32,0.2119205298013245,1,1,0,1
Cook,Bria Forest Edge,145864,2020-10-23,149,2,0.013422818791946308,1,0,1,1
Kane,Bria of Geneva,146067,2020-10-23,145,30,0.20689655172413793,1,1,0,1
Cook,Midway Neuro and Rehab,145778,2020-10-23,142,12,0.08450704225352113,1,1,0,1
Cook,Harmony Healthcare and Rehab,145775,2020-10-23,138,29,0.21014492753623187,2,1,1,1
Will,symphony of joliet,145372,2020-10-23,130,25,0.19230769230769232,1,1,0,1
Cook,Generations at Regency,145237,2020-10-23,130,33,0.25384615384615383,1,1,0,1
Cook,Clark Manor,145507,2020-10-23,126,15,0.11904761904761904,2,1,1,1
Kane,Symphony of Orchard Valley,145473,2020-10-23,126,24,0.19047619047619047,2,2,0,1
Lee,Jack Mabley Developmental Center,No Match,2020-10-23,125,1,0.008,2,2,0,1
Cook,Golfview Developmental Center,No Match,2020-10-23,123,11,0.08943089430894309,1,1,0,1
Sangamon,Villa East,145721,2020-10-23,122,26,0.21311475409836064,1,1,0,1
Williamson,Shawnee Senior Living,146036,2020-10-23,121,18,0.1487603305785124,1,0,1,1
Cook,Carlton at the Lake,145679,2020-10-23,120,19,0.15833333333333333,2,0,2,1
DuPage,Forestview Rehabilitation & Nursing Center,145752,2020-10-23,120,16,0.13333333333333333,1,0,1,1
Cook,Uptown Health Center,145881,2020-10-23,119,18,0.15126050420168066,1,1,0,1
Cook,Center Home for Hispanic Elderly,146062,2020-10-23,118,30,0.2542372881355932,1,0,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2020-10-23,118,17,0.1440677966101695,1,0,1,1
Cook,Grosse Pointe Manor,145999,2020-10-23,118,25,0.211864406779661,1,0,1,1
Cook,Ambassador Nursing,145343,2020-10-23,116,9,0.07758620689655173,2,1,1,1
LaSalle,Heritage Health Mendota,145151,2020-10-23,116,24,0.20689655172413793,1,1,0,1
Cook,Bria River Oaks,145735,2020-10-23,114,2,0.017543859649122806,1,0,1,1
Cook,Mosaic of Lakeshore,145244,2020-10-23,113,28,0.24778761061946902,1,0,1,1
Cook,ManorCare ElkGrove Village,145689,2020-10-23,113,25,0.22123893805309736,1,0,1,1
Lawrence,Aperion HealthCare,No Match,2020-10-23,111,5,0.04504504504504504,1,1,0,1
Rock Island,Centennial Care Center,145680,2020-10-23,111,16,0.14414414414414414,1,0,1,1
Madison,Stearns Nursing and Rehabilitation Center,145847,2020-10-23,111,20,0.18018018018018017,1,1,0,1
Cook,Avanti Wellness & Rehabilitation ,No Match,2020-10-23,110,17,0.15454545454545454,1,0,1,1
DuPage,Windsor Park Manor,No Match,2020-10-23,109,21,0.1926605504587156,1,0,1,1
Cook,Windsor Estates,145967,2020-10-23,109,23,0.21100917431192662,1,1,0,1
Cook,Addolorata Villa,145724,2020-10-23,109,20,0.1834862385321101,1,0,1,1
Richland,Richland Nursing and Rehab,145135,2020-10-23,107,13,0.12149532710280374,1,0,1,1
Kankakee,Riverside Miller Rehabilitation,No Match,2020-10-23,106,22,0.20754716981132076,2,1,1,1
Madison,Edwardsville Care Center,145555,2020-10-23,106,22,0.20754716981132076,2,1,1,1
DuPage,Alden Estates of Naperville,145582,2020-10-23,106,21,0.19811320754716982,2,1,1,1
Cook,Austin Oasis,145834,2020-10-23,105,16,0.1523809523809524,1,0,1,1
Cook,Astoria Place of Chicago,145634,2020-10-23,104,20,0.19230769230769232,1,1,0,1
Cook,Lee Manor Rehab and Nursing,145382,2020-10-23,104,20,0.19230769230769232,1,0,1,1
St. Clair,Four Fountains,No Match,2020-10-23,104,31,0.2980769230769231,1,1,0,1
Cook,Aperion Care Oak Lawn,145197,2020-10-23,103,22,0.21359223300970873,1,0,1,1
DuPage,Oakbrook Care,145458,2020-10-23,103,24,0.23300970873786409,1,1,0,1
Cook,Bria of Palos Hills,145650,2020-10-23,102,18,0.17647058823529413,1,0,1,1
Greene,White Hall Nursing and Rehab,145519,2020-10-23,100,14,0.14,1,0,1,1
Cook,Bellhaven Nursing and Rehabilitation,145549,2020-10-23,100,9,0.09,1,0,1,1
Jersey,Liberty Village of Jerseyville,No Match,2020-10-23,100,17,0.17,1,0,1,1
Cook,Norwood crossing Skilled Nursing,145974,2020-10-23,100,18,0.18,1,0,1,1
Lake,Symphony Buffalo Grove,145819,2020-10-23,99,10,0.10101010101010101,1,0,1,1
Cook,Atrium Health Care Center,145479,2020-10-23,99,10,0.10101010101010101,1,1,0,1
DuPage,The Grove of Elmhurst,145339,2020-10-23,98,15,0.15306122448979592,1,0,1,1
Will,Beecher Manor ,No Match,2020-10-23,98,15,0.15306122448979592,1,0,1,1
Lake,Aperion Care Highwood,145936,2020-10-23,98,13,0.1326530612244898,1,0,1,1
Cook,Central Nursing Home,145648,2020-10-23,98,17,0.17346938775510204,1,1,0,1
Cook,Chalet Living And Rehab Center,145670,2020-10-23,97,14,0.14432989690721648,1,1,0,1
Cook,Alden Town Manor Rehabilitation & Health Care Cent,145736,2020-10-23,97,15,0.15463917525773196,1,0,1,1
Will,Presence Villa Franciscan,145029,2020-10-23,96,16,0.16666666666666666,2,1,1,1
Macon,Fairhavens Senior Living,145422,2020-10-23,95,21,0.22105263157894736,1,1,0,1
Cook,Landmark of Des Plaines,145334,2020-10-23,95,22,0.23157894736842105,1,0,1,1
Coles,Charleston Rehab and Healthcare,145636,2020-10-23,95,16,0.16842105263157894,1,1,0,1
Monroe,Oak Hill,145445,2020-10-23,94,12,0.1276595744680851,1,0,1,1
Lake,Warren Barr North Shore,145923,2020-10-23,94,17,0.18085106382978725,1,0,1,1
Cook,Avantara Evergreen Park,145734,2020-10-23,94,22,0.23404255319148937,1,1,0,1
Macon,Villa Clara Post Acute,145965,2020-10-23,93,12,0.12903225806451613,1,0,1,1
Cook,Alden Estates of Northmoor,145888,2020-10-23,93,19,0.20430107526881722,1,0,1,1
Kane,Asbury Gardens,146170,2020-10-23,92,19,0.20652173913043478,1,1,0,1
Peoria,Heritage Health,No Match,2020-10-23,92,6,0.06521739130434782,1,0,1,1
Cook,Alden PoplarCreek,145403,2020-10-23,91,26,0.2857142857142857,1,0,1,1
Jefferson,Mt. Vernon Healthcare Center,14E812,2020-10-23,91,17,0.18681318681318682,1,1,0,1
Cook,Lakeview Nursing and Rehab,145654,2020-10-23,90,22,0.24444444444444444,1,0,1,1
Williamson,Parkway Manor,145841,2020-10-23,90,21,0.23333333333333334,1,0,1,1
Shelby,Shelbyville Manor,145441,2020-10-23,90,7,0.07777777777777778,2,1,1,1
Cook,Glenwood Health Care & Rehab,No Match,2020-10-23,89,5,0.056179775280898875,1,0,1,1
Cook,Generations at Elmwood Park,145419,2020-10-23,89,19,0.21348314606741572,1,1,0,1
McHenry,Alden Terrace of McHenry,145453,2020-10-23,89,13,0.14606741573033707,1,0,1,1
Boone,Symphony Northwoods,No Match,2020-10-23,89,16,0.1797752808988764,1,1,0,1
Rock Island,St. Anthonys Continue Care,145387,2020-10-23,89,15,0.16853932584269662,1,1,0,1
Cook,The Grove of Evanston,145011,2020-10-23,89,19,0.21348314606741572,1,1,0,1
Kankakee,Illinois Veterans Home,No Match,2020-10-23,88,18,0.20454545454545456,1,0,1,1
Cook,Bella Terra Wheeling,145835,2020-10-23,88,19,0.2159090909090909,1,0,1,1
Winnebago,Ascension St Anne Center,145563,2020-10-23,88,15,0.17045454545454544,1,1,0,1
Christian,taylorville care center,145502,2020-10-23,88,12,0.13636363636363635,1,0,1,1
Madison,Meridian Village,146142,2020-10-23,87,5,0.05747126436781609,1,0,1,1
McHenry,Crystal Pines Rehabilitation & Hlth Care Facility,145257,2020-10-23,86,15,0.1744186046511628,1,1,0,1
Cook,Manor Care Oak Lawn EAST. Cook,No Match,2020-10-23,86,19,0.22093023255813954,1,0,1,1
Cook,Birchwood Plaza Nursing-Rehab,145532,2020-10-23,85,15,0.17647058823529413,1,1,0,1
Clinton,Carlyle HealthCare Center,145729,2020-10-23,85,15,0.17647058823529413,1,1,0,1
Cook,MADO Healthcare Uptown,146191,2020-10-23,84,9,0.10714285714285714,1,1,0,1
Cook,Generations at Applewood,145781,2020-10-23,83,20,0.24096385542168675,1,1,0,1
Winnebago,Forest City Rehab and Nursing,145937,2020-10-23,83,9,0.10843373493975904,1,1,0,1
Cook,Southpoint Nsg and Rehab,145914,2020-10-23,83,11,0.13253012048192772,1,0,1,1
Cook,Meadowbrook Manor,145710,2020-10-23,82,13,0.15853658536585366,2,1,1,1
Union,Integrity of Anna,146006,2020-10-23,82,13,0.15853658536585366,1,1,0,1
Cook,Beacon Care Center,145776,2020-10-23,82,14,0.17073170731707318,1,1,0,1
DeKalb,Pine Acres,145261,2020-10-23,82,12,0.14634146341463414,1,1,0,1
Cook,ManorCare Oak Lawn West,145087,2020-10-23,82,18,0.21951219512195122,1,1,0,1
Winnebago,River Bluff Nursing Home,145771,2020-10-23,82,10,0.12195121951219512,2,2,0,1
Cook,South Suburban Rehab Center,146132,2020-10-23,81,20,0.24691358024691357,1,1,0,1
Morgan,Jacksonville Skilled Nursing and Rehab Center,145273,2020-10-23,81,18,0.2222222222222222,1,0,1,1
Cook,Community Care Nursing Home,146164,2020-10-23,81,10,0.12345679012345678,1,1,0,1
Madison,Eden Village Care Center,145384,2020-10-23,80,21,0.2625,2,1,1,1
Lake,Alden Long Grove,No Match,2020-10-23,80,21,0.2625,1,1,0,1
Cook,Elevate Care Northbrook,145171,2020-10-23,79,17,0.21518987341772153,1,0,1,1
Will,St James Manor,145611,2020-10-23,79,24,0.3037974683544304,1,0,1,1
St. Clair,Cedar Ridge,145571,2020-10-23,79,13,0.16455696202531644,1,0,1,1
Winnebago,Alden Debes Rehab Inc,145142,2020-10-23,79,20,0.25316455696202533,1,1,0,1
Iroquois,Gilman Health Care Center,145347,2020-10-23,78,14,0.1794871794871795,1,1,0,1
St. Clair,Lebanon Care Center ,No Match,2020-10-23,78,13,0.16666666666666666,1,0,1,1
Cook,Continental Nursing and Rehabilitation Center,145730,2020-10-23,78,12,0.15384615384615385,1,0,1,1
Cook,Dobson Plaza,145122,2020-10-23,77,21,0.2727272727272727,1,1,0,1
Cook,Buckingham Pavilion,145285,2020-10-23,77,13,0.16883116883116883,2,1,1,1
DuPage,DuPage Care Center,145050,2020-10-23,77,4,0.05194805194805195,1,0,1,1
Cook,Lexington Health Care Orland Park,145899,2020-10-23,77,18,0.23376623376623376,1,1,0,1
Cook,Alden Lincoln Park Rehab,145126,2020-10-23,77,12,0.15584415584415584,2,1,1,1
Cook,Elevate Care Irving Park,145415,2020-10-23,76,13,0.17105263157894737,2,1,1,1
LaSalle,Liberty Village of Peru - Manor Court,No Match,2020-10-23,76,4,0.05263157894736842,1,0,1,1
Will,Salem Village NH,145618,2020-10-23,76,2,0.02631578947368421,1,0,1,1
Cook,Lieberman Geriatric Center,145931,2020-10-23,76,8,0.10526315789473684,1,0,1,1
Kane,Citadel of Elgin,145004,2020-10-23,75,10,0.13333333333333333,2,1,1,1
Lake,Riverside Foundation,No Match,2020-10-23,74,5,0.06756756756756757,1,1,0,1
DuPage,Abbington Rehab & Nursing Center,146065,2020-10-23,74,6,0.08108108108108109,1,0,1,1
Lake,Elevate Care Waukegan,145669,2020-10-23,74,13,0.17567567567567569,1,1,0,1
DuPage,Providence Healthcare & Rehabilitation Center,145657,2020-10-23,74,13,0.17567567567567569,1,0,1,1
Lake,Bayside Terrace,No Match,2020-10-23,74,2,0.02702702702702703,1,1,0,1
Cook,Bella Terra Morton Grove,145198,2020-10-23,74,11,0.14864864864864866,1,1,0,1
Perry,Pinckneyville Nursing and Rehabilitation,146175,2020-10-23,73,11,0.1506849315068493,1,0,1,1
Cook,Alden Wentworth  Rehab & Healthcare Center,No Match,2020-10-23,73,15,0.2054794520547945,1,0,1,1
Jefferson,GreenTree at Mt. Vernon,No Match,2020-10-23,73,16,0.2191780821917808,1,1,0,1
Peoria,Apostolic Christian Skyline,145933,2020-10-23,72,7,0.09722222222222222,1,1,0,1
Winnebago,Amberwood,145908,2020-10-23,72,11,0.1527777777777778,1,1,0,1
DuPage,Lexington of Bloomingdale,145638,2020-10-23,72,21,0.2916666666666667,1,0,1,1
Cook,Chicago Ridge Nursing and Rehab,145639,2020-10-23,71,17,0.23943661971830985,1,1,0,1
McHenry,Cross Roads Care Center,145222,2020-10-23,71,13,0.18309859154929578,1,1,0,1
