reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks
2020-09-11,Adams,Adams Pointe Senior Living,4,0,Closed,0.0,1
2020-09-11,Adams,Bradford Villa,8,1,Open,0.125,1
2020-09-11,Adams,Good Samaritan Home,4,1,Open,0.25,1
2020-09-11,Adams,Illinois Veterans Home,40,2,Open,0.05,1
2020-09-11,Adams,Senior Center,4,2,Open,0.5,1
2020-09-11,Bond,Cedarhurst of Greenville,11,0,Open,0.0,1
2020-09-11,Bond,Greenville Nursing & Rehab,5,0,Open,0.0,1
2020-09-11,Boone,Park Place of Belvidere,6,0,Closed,0.0,1
2020-09-11,Boone,Symphony Northwoods,89,16,Closed,0.1797752808988764,1
2020-09-11,Bureau,Aperion Care- Princeton,15,0,Open,0.0,1
2020-09-11,Bureau,St. Margarets Living Center,3,0,Open,0.0,1
2020-09-11,Carroll,Big Meadows Nursing Home,26,2,Open,0.07692307692307693,1
2020-09-11,Cass,Heritage Health,6,0,Open,0.0,1
2020-09-11,Cass,Walker Nursing Home,57,11,Closed,0.19298245614035087,1
2020-09-11,Champaign,Champaign-Urbana Nursing and Rehab,4,1,Closed,0.25,1
2020-09-11,Champaign,Country Health and Rehab,7,0,Open,0.0,1
2020-09-11,Champaign,Green House Homes at Clark-Lindsey,2,0,Closed,0.0,1
2020-09-11,Champaign,Illini Heritage Rehab and Health,2,0,Open,0.0,1
2020-09-11,Champaign,Reflections Memory Care,28,4,Closed,0.14285714285714285,1
2020-09-11,Champaign,University Rehab Center,5,0,Closed,0.0,1
2020-09-11,Champaign,Villas of Hollybrook-Rantoul,5,0,Open,0.0,1
2020-09-11,Christian,Heritage Health of Pana,2,0,Open,0.0,1
2020-09-11,Christian,Lifes Journey,7,1,Open,0.14285714285714285,1
2020-09-11,Christian,Meadow Manor,34,2,Open,0.058823529411764705,1
2020-09-11,Christian,Prairie Rose,2,0,Open,0.0,1
2020-09-11,Christian,taylorville care center,3,0,Open,0.0,1
2020-09-11,Christian,Taylorville Hickory Estates,2,0,Open,0.0,1
2020-09-11,Christian,Villas of Holly Brook,2,0,Closed,0.0,1
2020-09-11,Clark,Villas of Holly Brook Marshall,8,0,Open,0.0,1
2020-09-11,Clinton,Carlyle Healthcare Center,6,0,Open,0.0,1
2020-09-11,Clinton,Carlyle HealthCare Center,85,15,Closed,0.17647058823529413,1
2020-09-11,Clinton,Clinton Manor Living Facility,10,0,Open,0.0,1
