County,FacilityName,confirmed_cases,deaths,status,reporting_date,% deaths,num of facilities
Boone,Park Place of Belvidere,5,0,Open,2020-06-05,0.0,1
Boone,Symphony Northwoods,87,13,Open,2020-06-05,0.14942528735632185,1
Champaign,Reflections Memory Care,8,0,Open,2020-06-05,0.0,1
Champaign,University Rehab Center,5,0,Open,2020-06-05,0.0,1
Christian,Villas of Holly Brook,2,0,Open,2020-06-05,0.0,1
Clinton,Carlyle HealthCare Center,85,15,Open,2020-06-05,0.17647058823529413,1
Clinton,Clinton Manor Living Facility,29,1,Open,2020-06-05,0.034482758620689655,1
Clinton,Warrren G Murray Develpmental Center,59,0,Open,2020-06-05,0.0,1
Coles,Charleston Rehab and Healthcare,84,15,Open,2020-06-05,0.17857142857142858,1
Coles,Mattoon Healthcare,2,0,Open,2020-06-05,0.0,1
Coles,The Grove of Northbrook,6,0,Open,2020-06-05,0.0,1
Cook,Abington of Glenview,6,0,Open,2020-06-05,0.0,1
Cook,Addolorata Villa,90,13,Open,2020-06-05,0.14444444444444443,1
Cook,Albany Care,12,0,Open,2020-06-05,0.0,1
Cook,Alben Lincoln Park Nursing Home,4,0,Open,2020-06-05,0.0,1
Cook,Alden Estates Des Plaines,12,2,Open,2020-06-05,0.16666666666666666,1
Cook,Alden Estates of Barrington,3,0,Open,2020-06-05,0.0,1
Cook,Alden Estates of Evanston,5,1,Open,2020-06-05,0.2,1
Cook,Alden Estates of Northmoor,79,17,Open,2020-06-05,0.21518987341772153,1
Cook,Alden Estates of Orland Park,24,12,Open,2020-06-05,0.5,1
Cook,Alden Estates of Skokie,5,0,Open,2020-06-05,0.0,1
Cook,Alden Lakeland,15,1,Open,2020-06-05,0.06666666666666667,1
Cook,Alden Lincoln Park Rehab,69,9,Open,2020-06-05,0.13043478260869565,1
Cook,Alden North Shore,3,1,Open,2020-06-05,0.3333333333333333,1
Cook,Alden PoplarCreek,16,3,Open,2020-06-05,0.1875,1
Cook,Alden Princeton Rehab & Health,48,10,Open,2020-06-05,0.20833333333333334,1
Cook,Alden Town Manor Care,7,0,Open,2020-06-05,0.0,1
Cook,Alden Village North,6,0,Open,2020-06-05,0.0,1
Cook,Alden Wentworth  Rehab & Healthcare Center,60,12,Open,2020-06-05,0.2,1
Cook,All American Nursing Home,33,4,Open,2020-06-05,0.12121212121212122,1
Cook,All Saints,2,0,Open,2020-06-05,0.0,1
Cook,Ambassador Nursing,101,11,Open,2020-06-05,0.10891089108910891,1
Cook,AMITA Health Holy Family Medical Center ,19,0,Open,2020-06-05,0.0,1
Cook,Aperion Care Burbank,5,1,Open,2020-06-05,0.2,1
Cook,Aperion Care Chicago Heights,8,1,Open,2020-06-05,0.125,1
Cook,Aperion Care Dolton,28,5,Open,2020-06-05,0.17857142857142858,1
Cook,Aperion Care Evanston,19,1,Open,2020-06-05,0.05263157894736842,1
Cook,Aperion Care Forest Park,21,1,Open,2020-06-05,0.047619047619047616,1
Cook,Aperion Care International of Chicago,104,15,Open,2020-06-05,0.14423076923076922,1
Cook,Aperion Care Midlothian,3,0,Open,2020-06-05,0.0,1
