County,FacilityName,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,Ludeman Developmental Center,No Match,2020-08-21,263,9,0.034220532319391636,1,1,0,1
Cook,City View Multi Care Center,145850,2020-08-21,253,14,0.05533596837944664,1,0,1,1
Lake,Captain James A Lovell FHCC CLC,No Match,2020-08-21,234,6,0.02564102564102564,1,0,1,1
Lake,Avantara Long Grove,145868,2020-08-21,221,35,0.1583710407239819,1,0,1,1
Cook,Woodbridge Nursing Pavilion,145792,2020-08-21,219,40,0.182648401826484,1,1,0,1
Cook,Symphony at Midway,145995,2020-08-21,218,27,0.12385321100917432,1,1,0,1
Cook,Peterson Park Health Care,145838,2020-08-21,213,35,0.1643192488262911,1,1,0,1
Cook,Niles Nursing and Rehab Center,145696,2020-08-21,210,49,0.23333333333333334,1,0,1,1
Cook,Glenview Terrace,145268,2020-08-21,196,35,0.17857142857142858,1,0,1,1
Cook,Symphony of Morgan Park,145764,2020-08-21,192,26,0.13541666666666666,1,0,1,1
Will,Meadowbrook Manor of Bolingbrook,No Match,2020-08-21,188,41,0.21808510638297873,1,1,0,1
Cook,Symphony of South Shore,145977,2020-08-21,185,28,0.15135135135135136,1,1,0,1
Cook,Symphony of Lincoln Park,145510,2020-08-21,185,30,0.16216216216216217,1,0,1,1
Kankakee,Samuel H. Shapiro Developmental Center,No Match,2020-08-21,179,1,0.00558659217877095,1,1,0,1
Cook,Elevate Care Chicago North,145484,2020-08-21,176,34,0.19318181818181818,1,1,0,1
Cook,Symphony at 87th,145983,2020-08-21,171,34,0.19883040935672514,1,0,1,1
DuPage,Manorcare Hinsdale,145246,2020-08-21,168,33,0.19642857142857142,1,0,1,1
Kane,Tower Hill Healthcare Center,145795,2020-08-21,168,30,0.17857142857142858,1,0,1,1
Cook,Norridge Gardens,145329,2020-08-21,166,44,0.26506024096385544,1,0,1,1
Cook,Villa at Windsor Park,145970,2020-08-21,164,48,0.2926829268292683,1,0,1,1
Cook,Mayfield Care Center,145885,2020-08-21,156,23,0.14743589743589744,2,1,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2020-08-21,155,5,0.03225806451612903,1,0,1,1
DuPage,Bria of Westmont,145405,2020-08-21,152,28,0.18421052631578946,1,0,1,1
Cook,Fairmont Care,145867,2020-08-21,151,32,0.2119205298013245,1,1,0,1
Cook,Aperion Care International of Chicago,146001,2020-08-21,144,25,0.1736111111111111,1,0,1,1
Cook,Bria Forest Edge,145864,2020-08-21,142,2,0.014084507042253521,1,0,1,1
Cook,Midway Neuro and Rehab,145778,2020-08-21,138,12,0.08695652173913043,1,0,1,1
Kane,Bria of Geneva,146067,2020-08-21,135,30,0.2222222222222222,1,0,1,1
Cook,Harmony Healthcare and Rehab,145775,2020-08-21,133,29,0.21804511278195488,1,0,1,1
Will,symphony of joliet,145372,2020-08-21,130,25,0.19230769230769232,1,1,0,1
Cook,Generations at Regency,145237,2020-08-21,129,33,0.2558139534883721,1,0,1,1
Cook,Clark Manor,145507,2020-08-21,124,15,0.12096774193548387,1,1,0,1
Cook,Golfview Developmental Center,No Match,2020-08-21,123,11,0.08943089430894309,1,1,0,1
Sangamon,Villa East,145721,2020-08-21,122,26,0.21311475409836064,1,1,0,1
Cook,Uptown Health Center,145881,2020-08-21,121,17,0.14049586776859505,1,0,1,1
DuPage,Forestview Rehabilitation & Nursing Center,145752,2020-08-21,120,16,0.13333333333333333,1,0,1,1
Kane,Symphony of Orchard Valley,145473,2020-08-21,120,24,0.2,2,1,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2020-08-21,118,17,0.1440677966101695,1,0,1,1
Cook,Grosse Pointe Manor,145999,2020-08-21,116,23,0.19827586206896552,1,0,1,1
Cook,Ambassador Nursing,145343,2020-08-21,116,10,0.08620689655172414,1,0,1,1
Cook,Mosaic of Lakeshore,145244,2020-08-21,113,28,0.24778761061946902,1,0,1,1
Cook,Carlton at the Lake,145679,2020-08-21,112,19,0.16964285714285715,1,1,0,1
Cook,Center Home for Hispanic Elderly,146062,2020-08-21,112,30,0.26785714285714285,1,0,1,1
Cook,ManorCare ElkGrove Village,145689,2020-08-21,111,24,0.21621621621621623,1,0,1,1
LaSalle,Heritage Health Mendota,145151,2020-08-21,109,17,0.1559633027522936,1,0,1,1
Cook,Central Nursing Home,145648,2020-08-21,108,17,0.1574074074074074,1,0,1,1
Cook,Avanti Wellness & Rehabilitation ,No Match,2020-08-21,108,17,0.1574074074074074,1,0,1,1
Cook,Addolorata Villa,145724,2020-08-21,107,19,0.17757009345794392,1,0,1,1
DuPage,Windsor Park Manor,No Match,2020-08-21,107,21,0.19626168224299065,1,0,1,1
St. Clair,Four Fountains,No Match,2020-08-21,104,31,0.2980769230769231,1,1,0,1
Cook,Astoria Place of Chicago,145634,2020-08-21,104,20,0.19230769230769232,1,1,0,1
Cook,Bria River Oaks,145735,2020-08-21,103,2,0.019417475728155338,1,0,1,1
DuPage,Alden Estates of Naperville,145582,2020-08-21,103,21,0.20388349514563106,1,0,1,1
DuPage,Oakbrook Care,145458,2020-08-21,103,23,0.22330097087378642,1,0,1,1
Cook,Bria of Palos Hills,145650,2020-08-21,102,18,0.17647058823529413,1,0,1,1
Madison,Edwardsville Care Center,145555,2020-08-21,101,22,0.21782178217821782,2,1,1,1
Cook,Aperion Care Oak Lawn,145197,2020-08-21,100,21,0.21,1,0,1,1
Cook,Lee Manor Rehab and Nursing,145382,2020-08-21,99,20,0.20202020202020202,1,0,1,1
Lake,Symphony Buffalo Grove,145819,2020-08-21,99,10,0.10101010101010101,1,0,1,1
Cook,Austin Oasis,145834,2020-08-21,99,15,0.15151515151515152,1,0,1,1
Cook,Atrium Health Care Center,145479,2020-08-21,99,10,0.10101010101010101,1,1,0,1
Cook,Chalet Living And Rehab Center,145670,2020-08-21,98,14,0.14285714285714285,1,0,1,1
DuPage,The Grove of Elmhurst,145339,2020-08-21,97,13,0.13402061855670103,1,0,1,1
Cook,Norwood crossing Skilled Nursing,145974,2020-08-21,95,18,0.18947368421052632,1,0,1,1
Cook,Landmark of Des Plaines,145334,2020-08-21,95,22,0.23157894736842105,1,0,1,1
Lake,Aperion Care Highwood,145936,2020-08-21,95,14,0.14736842105263157,1,1,0,1
Coles,Charleston Rehab and Healthcare,145636,2020-08-21,94,17,0.18085106382978725,1,0,1,1
Macon,Fairhavens Senior Living,145422,2020-08-21,93,21,0.22580645161290322,1,0,1,1
Cook,Bellhaven Nursing and Rehabilitation,145549,2020-08-21,93,9,0.0967741935483871,1,0,1,1
Kane,Asbury Gardens,146170,2020-08-21,92,19,0.20652173913043478,1,0,1,1
Madison,Stearns Nursing and Rehabilitation Center,145847,2020-08-21,91,12,0.13186813186813187,1,0,1,1
Cook,Lakeview Nursing and Rehab,145654,2020-08-21,89,22,0.24719101123595505,1,0,1,1
Boone,Symphony Northwoods,No Match,2020-08-21,89,16,0.1797752808988764,1,0,1,1
Cook,Generations at Elmwood Park,145419,2020-08-21,89,19,0.21348314606741572,1,0,1,1
Kankakee,Riverside Miller Rehabilitation,No Match,2020-08-21,88,22,0.25,1,1,0,1
Cook,Alden Estates of Northmoor,145888,2020-08-21,88,18,0.20454545454545456,1,0,1,1
Cook,Glenwood Health Care & Rehab,No Match,2020-08-21,88,5,0.056818181818181816,1,0,1,1
Cook,Avantara Evergreen Park,145734,2020-08-21,87,21,0.2413793103448276,1,0,1,1
Cook,Birchwood Plaza Nursing-Rehab,145532,2020-08-21,86,15,0.1744186046511628,1,0,1,1
McHenry,Alden Terrace of McHenry,145453,2020-08-21,86,13,0.1511627906976744,1,0,1,1
Lake,Hillcrest Retirement Village,146130,2020-08-21,86,0,0.0,1,0,1,1
Cook,The Grove of Evanston,145011,2020-08-21,85,18,0.21176470588235294,1,0,1,1
Clinton,Carlyle HealthCare Center,145729,2020-08-21,85,15,0.17647058823529413,1,1,0,1
Cook,MADO Healthcare Uptown,146191,2020-08-21,84,9,0.10714285714285714,1,0,1,1
Cook,Windsor Estates,145967,2020-08-21,84,22,0.2619047619047619,1,0,1,1
Lee,Jack Mabley Developmental Center,No Match,2020-08-21,84,1,0.011904761904761904,1,1,0,1
Cook,Bella Terra Wheeling,145835,2020-08-21,83,15,0.18072289156626506,1,0,1,1
Winnebago,Ascension St Anne Center,145563,2020-08-21,83,15,0.18072289156626506,1,0,1,1
