reporting_date,County,FacilityName,confirmed_cases,deaths,ReportDate,status,CFR,outbreaks,county-facName,CMS_ProvNum
2021-01-08,Adams,Chaddock,11,0,2021-01-08T00:00:00,Open,0.0,1,ADAMS-CHADDOCK,No Match
2021-01-08,Adams,Illinois Veterans Home Quincy,239,7,2021-01-08T00:00:00,Open,0.029288702928870293,1,ADAMS-ILLINOIS VETERANS HOME QUINCY,No Match
2021-01-08,Adams,Good Samaritan Home,49,1,2021-01-08T00:00:00,Open,0.02040816326530612,1,ADAMS-GOOD SAMARITAN HOME,145773
2021-01-08,Adams,Adams Pointe Senior Living,4,0,2021-01-08T00:00:00,Closed,0.0,1,ADAMS-ADAMS POINTE SENIOR LIVING,No Match
2021-01-08,Adams,Bradford Villa,8,1,2021-01-08T00:00:00,Closed,0.125,1,ADAMS-BRADFORD VILLA,No Match
2021-01-08,Adams,Golden Good Shepperd Home,54,9,2021-01-08T00:00:00,Closed,0.16666666666666666,1,ADAMS-GOLDEN GOOD SHEPPERD HOME,No Match
2021-01-08,Adams,Sunset Home,47,4,2021-01-08T00:00:00,Open,0.0851063829787234,1,ADAMS-SUNSET HOME,145800
2021-01-08,Adams,St Vincents Nursing Home,101,17,2021-01-08T00:00:00,Open,0.16831683168316833,1,ADAMS-ST VINCENTS NURSING HOME,145457
2021-01-08,Adams,Cedarhurst,26,1,2021-01-08T00:00:00,Closed,0.038461538461538464,1,ADAMS-CEDARHURST,No Match
2021-01-08,Adams,Timberpoint Health Care Center,35,8,2021-01-08T00:00:00,Open,0.22857142857142856,1,ADAMS-TIMBERPOINT HEALTH CARE CENTER,No Match
2021-01-08,Adams,Quincy Terrace,16,1,2021-01-08T00:00:00,Open,0.0625,1,ADAMS-QUINCY TERRACE,No Match
2021-01-08,Adams,Bickford Cottage (2),7,0,2021-01-08T00:00:00,Open,0.0,1,ADAMS-BICKFORD COTTAGE (2),No Match
2021-01-08,Adams,Bradford Villa (2),13,0,2021-01-08T00:00:00,Open,0.0,1,ADAMS-BRADFORD VILLA (2),No Match
2021-01-08,Adams,Senior Center (2),3,0,2021-01-08T00:00:00,Open,0.0,1,ADAMS-SENIOR CENTER (2),No Match
2021-01-08,Adams,Blessing Hospital SNU (2),3,0,2021-01-08T00:00:00,Open,0.0,1,ADAMS-BLESSING HOSPITAL SNU (2),No Match
2021-01-08,Bond,Greenville Nursing & Rehab,58,3,2021-01-08T00:00:00,Open,0.05172413793103448,1,BOND-GREENVILLE NURSING & REHAB,145909
2021-01-08,Bond,Cedarhurst of Greenville,18,3,2021-01-08T00:00:00,Closed,0.16666666666666666,1,BOND-CEDARHURST OF GREENVILLE,No Match
2021-01-08,Bond,The Glenwood,11,2,2021-01-08T00:00:00,Open,0.18181818181818182,1,BOND-THE GLENWOOD,No Match
2021-01-08,Bond,Fayco - Elm St Greenville,8,0,2021-01-08T00:00:00,Open,0.0,1,BOND-FAYCO - ELM ST GREENVILLE,No Match
2021-01-08,Boone,Symphony Northwoods,89,16,2021-01-08T00:00:00,Closed,0.1797752808988764,1,BOONE-SYMPHONY NORTHWOODS,No Match
2021-01-08,Boone,Park Place of Belvidere,6,0,2021-01-08T00:00:00,Closed,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071
2021-01-08,Boone,Heritage of Woods,5,1,2021-01-08T00:00:00,Closed,0.2,1,BOONE-HERITAGE OF WOODS,No Match
2021-01-08,Boone,Maple Crest Care Center,100,23,2021-01-08T00:00:00,Open,0.23,1,BOONE-MAPLE CREST CARE CENTER,145990
2021-01-08,Boone,Park Place,77,3,2021-01-08T00:00:00,Open,0.03896103896103896,1,BOONE-PARK PLACE,No Match
2021-01-08,Boone,Northwoods Care Center ,8,2,2021-01-08T00:00:00,Open,0.25,1,BOONE-NORTHWOODS CARE CENTER ,No Match
2021-01-08,Boone,Heritage Woods of Belvidere ,26,3,2021-01-08T00:00:00,Open,0.11538461538461539,1,BOONE-HERITAGE WOODS OF BELVIDERE ,No Match
2021-01-08,Brown,Heritage Health,52,9,2021-01-08T00:00:00,Open,0.17307692307692307,1,BROWN-HERITAGE HEALTH,No Match
2021-01-08,Bureau,St. Margarets Living Center,3,0,2021-01-08T00:00:00,Closed,0.0,1,BUREAU-ST. MARGARETS LIVING CENTER,No Match
2021-01-08,Bureau,Aperion Care- Princeton,100,9,2021-01-08T00:00:00,Open,0.09,1,BUREAU-APERION CARE- PRINCETON,145437
2021-01-08,Bureau,Heartland Heath care- Henry,8,2,2021-01-08T00:00:00,Open,0.25,1,BUREAU-HEARTLAND HEATH CARE- HENRY,No Match
2021-01-08,Bureau,Liberty Village of Princeton,46,10,2021-01-08T00:00:00,Open,0.21739130434782608,1,BUREAU-LIBERTY VILLAGE OF PRINCETON,No Match
2021-01-08,Bureau,Aperion Care Spring Valley,132,15,2021-01-08T00:00:00,Open,0.11363636363636363,1,BUREAU-APERION CARE SPRING VALLEY,No Match
2021-01-08,Bureau,Heritage Health,6,4,2021-01-08T00:00:00,Open,0.6666666666666666,1,BUREAU-HERITAGE HEALTH,No Match
2021-01-08,Calhoun,Calhoun Nursing and Rehabilitation,2,0,2021-01-08T00:00:00,Closed,0.0,1,CALHOUN-CALHOUN NURSING AND REHABILITATION,No Match
2021-01-08,Carroll,Big Meadows Nursing Home,107,9,2021-01-08T00:00:00,Closed,0.08411214953271028,1,CARROLL-BIG MEADOWS NURSING HOME,14E701
2021-01-08,Carroll,Allure of Mount Carroll,49,8,2021-01-08T00:00:00,Open,0.16326530612244897,1,CARROLL-ALLURE OF MOUNT CARROLL,145770
2021-01-08,Carroll,Pinnacle Place,2,0,2021-01-08T00:00:00,Open,0.0,1,CARROLL-PINNACLE PLACE,No Match
2021-01-08,Cass,Walker Nursing Home,57,11,2021-01-08T00:00:00,Closed,0.19298245614035087,1,CASS-WALKER NURSING HOME,146100
2021-01-08,Cass,Heritage Health,59,10,2021-01-08T00:00:00,Closed,0.1694915254237288,1,CASS-HERITAGE HEALTH,No Match
2021-01-08,Cass,Evergreen Place Supportive Living ,3,0,2021-01-08T00:00:00,Closed,0.0,1,CASS-EVERGREEN PLACE SUPPORTIVE LIVING ,No Match
2021-01-08,Champaign,University Rehab Center,5,0,2021-01-08T00:00:00,Closed,0.0,1,CHAMPAIGN-UNIVERSITY REHAB CENTER,145364
2021-01-08,Champaign,Reflections Memory Care,28,4,2021-01-08T00:00:00,Closed,0.14285714285714285,1,CHAMPAIGN-REFLECTIONS MEMORY CARE,No Match
2021-01-08,Champaign,Champaign-Urbana Nursing and Rehab,4,1,2021-01-08T00:00:00,Closed,0.25,1,CHAMPAIGN-CHAMPAIGN-URBANA NURSING AND REHAB,145439
2021-01-08,Champaign,Villas of Hollybrook-Rantoul,5,0,2021-01-08T00:00:00,Closed,0.0,1,CHAMPAIGN-VILLAS OF HOLLYBROOK-RANTOUL,No Match
2021-01-08,Champaign,Country Health and Rehab,7,0,2021-01-08T00:00:00,Closed,0.0,1,CHAMPAIGN-COUNTRY HEALTH AND REHAB,145708
2021-01-08,Champaign,Green House Homes at Clark-Lindsey,2,0,2021-01-08T00:00:00,Closed,0.0,1,CHAMPAIGN-GREEN HOUSE HOMES AT CLARK-LINDSEY,No Match
2021-01-08,Champaign,Illini Heritage Rehab and Health,2,0,2021-01-08T00:00:00,Closed,0.0,1,CHAMPAIGN-ILLINI HERITAGE REHAB AND HEALTH,146017
2021-01-08,Champaign,Meadowbrook at Clark-Lindsey,7,0,2021-01-08T00:00:00,Closed,0.0,1,CHAMPAIGN-MEADOWBROOK AT CLARK-LINDSEY,No Match
2021-01-08,Champaign,Champaign Urbana Nursing and Rehab,107,8,2021-01-08T00:00:00,Open,0.07476635514018691,1,CHAMPAIGN-CHAMPAIGN URBANA NURSING AND REHAB,145439
2021-01-08,Champaign,Bickford Senior Living,10,3,2021-01-08T00:00:00,Closed,0.3,1,CHAMPAIGN-BICKFORD SENIOR LIVING,No Match
2021-01-08,Champaign,University Rehabilitation Center,4,0,2021-01-08T00:00:00,Closed,0.0,1,CHAMPAIGN-UNIVERSITY REHABILITATION CENTER,145364
2021-01-08,Champaign,Country Health and Rehab,2,0,2021-01-08T00:00:00,Closed,0.0,1,CHAMPAIGN-COUNTRY HEALTH AND REHAB,145708
2021-01-08,Champaign,Brookdale Urbana,10,3,2021-01-08T00:00:00,Closed,0.3,1,CHAMPAIGN-BROOKDALE URBANA,No Match
2021-01-08,Champaign,Meadowbrook at Clark-Lindsey,35,2,2021-01-08T00:00:00,Open,0.05714285714285714,1,CHAMPAIGN-MEADOWBROOK AT CLARK-LINDSEY,No Match
2021-01-08,Champaign,Evergreen Place,12,0,2021-01-08T00:00:00,Closed,0.0,1,CHAMPAIGN-EVERGREEN PLACE,No Match
