reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks,county-facName,CMS_ProvNum
2020-09-25,Adams,Adams Pointe Senior Living,4,0,Closed,0.0,1,ADAMS-ADAMS POINTE SENIOR LIVING,No Match
2020-09-25,Adams,Bradford Villa,8,1,Open,0.125,1,ADAMS-BRADFORD VILLA,No Match
2020-09-25,Adams,Golden Good Shepperd Home,15,0,Open,0.0,1,ADAMS-GOLDEN GOOD SHEPPERD HOME,No Match
2020-09-25,Adams,Good Samaritan Home,7,1,Open,0.14285714285714285,1,ADAMS-GOOD SAMARITAN HOME,145773
2020-09-25,Adams,Illinois Veterans Home,45,2,Open,0.044444444444444446,1,ADAMS-ILLINOIS VETERANS HOME,No Match
2020-09-25,Adams,Senior Center,4,2,Open,0.5,1,ADAMS-SENIOR CENTER,No Match
2020-09-25,Bond,Cedarhurst of Greenville,19,0,Open,0.0,1,BOND-CEDARHURST OF GREENVILLE,No Match
2020-09-25,Bond,Greenville Nursing & Rehab,10,0,Open,0.0,1,BOND-GREENVILLE NURSING & REHAB,145909
2020-09-25,Boone,Park Place of Belvidere,6,0,Closed,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071
2020-09-25,Boone,Symphony Northwoods,89,16,Closed,0.1797752808988764,1,BOONE-SYMPHONY NORTHWOODS,No Match
2020-09-25,Bureau,Aperion Care- Princeton,15,1,Open,0.06666666666666667,1,BUREAU-APERION CARE- PRINCETON,145437
2020-09-25,Bureau,St. Margarets Living Center,3,0,Open,0.0,1,BUREAU-ST. MARGARETS LIVING CENTER,No Match
2020-09-25,Carroll,Big Meadows Nursing Home,26,2,Open,0.07692307692307693,1,CARROLL-BIG MEADOWS NURSING HOME,14E701
2020-09-25,Cass,Heritage Health,8,0,Open,0.0,1,CASS-HERITAGE HEALTH,No Match
2020-09-25,Cass,Walker Nursing Home,57,11,Closed,0.19298245614035087,1,CASS-WALKER NURSING HOME,146100
2020-09-25,Champaign,Bickford Senior Living,10,0,Open,0.0,1,CHAMPAIGN-BICKFORD SENIOR LIVING,No Match
2020-09-25,Champaign,Champaign Urbana Nursing and Rehab,5,0,Open,0.0,1,CHAMPAIGN-CHAMPAIGN URBANA NURSING AND REHAB,145439
2020-09-25,Champaign,Champaign-Urbana Nursing and Rehab,4,1,Closed,0.25,1,CHAMPAIGN-CHAMPAIGN-URBANA NURSING AND REHAB,145439
2020-09-25,Champaign,Country Health and Rehab,7,0,Open,0.0,1,CHAMPAIGN-COUNTRY HEALTH AND REHAB,145708
2020-09-25,Champaign,DSC Service Center,2,0,Open,0.0,1,CHAMPAIGN-DSC SERVICE CENTER,No Match
2020-09-25,Champaign,Green House Homes at Clark-Lindsey,2,0,Closed,0.0,1,CHAMPAIGN-GREEN HOUSE HOMES AT CLARK-LINDSEY,No Match
2020-09-25,Champaign,Illini Heritage Rehab and Health,2,0,Closed,0.0,1,CHAMPAIGN-ILLINI HERITAGE REHAB AND HEALTH,146017
2020-09-25,Champaign,Meadowbrook at Clark-Lindsey,2,0,Open,0.0,1,CHAMPAIGN-MEADOWBROOK AT CLARK-LINDSEY,No Match
2020-09-25,Champaign,Reflections Memory Care,28,4,Closed,0.14285714285714285,1,CHAMPAIGN-REFLECTIONS MEMORY CARE,No Match
2020-09-25,Champaign,University Rehab Center,5,0,Closed,0.0,1,CHAMPAIGN-UNIVERSITY REHAB CENTER,145364
2020-09-25,Champaign,Villas of Hollybrook-Rantoul,5,0,Closed,0.0,1,CHAMPAIGN-VILLAS OF HOLLYBROOK-RANTOUL,No Match
2020-09-25,Christian,Heritage Health of Pana,2,0,Open,0.0,1,CHRISTIAN-HERITAGE HEALTH OF PANA,145267
2020-09-25,Christian,Lifes Journey,8,2,Open,0.25,1,CHRISTIAN-LIFES JOURNEY,No Match
2020-09-25,Christian,Prairie Rose,2,0,Open,0.0,1,CHRISTIAN-PRAIRIE ROSE,145411
2020-09-25,Christian,taylorville care center,6,0,Open,0.0,1,CHRISTIAN-TAYLORVILLE CARE CENTER,145502
2020-09-25,Christian,Taylorville Estates,2,0,Open,0.0,1,CHRISTIAN-TAYLORVILLE ESTATES,No Match
2020-09-25,Christian,Taylorville Hickory Estates,2,0,Open,0.0,1,CHRISTIAN-TAYLORVILLE HICKORY ESTATES,No Match
2020-09-25,Christian,Taylorville Skilled Nursing (fka Meadow Manor),53,4,Open,0.07547169811320754,1,CHRISTIAN-TAYLORVILLE SKILLED NURSING (FKA MEADOW MANOR),146048
2020-09-25,Christian,Villas of Holly Brook,2,0,Closed,0.0,1,CHRISTIAN-VILLAS OF HOLLY BROOK,No Match
2020-09-25,Clark,Heartland Manor Nursing home,5,0,Open,0.0,1,CLARK-HEARTLAND MANOR NURSING HOME,No Match
2020-09-25,Clark,Marshall Rehab,3,0,Open,0.0,1,CLARK-MARSHALL REHAB,146046
2020-09-25,Clark,Villas of Holly Brook Marshall,8,0,Open,0.0,1,CLARK-VILLAS OF HOLLY BROOK MARSHALL,No Match
2020-09-25,Clinton,Carlyle Healthcare Center,6,0,Open,0.0,1,CLINTON-CARLYLE HEALTHCARE CENTER,145729
2020-09-25,Clinton,Carlyle HealthCare Center,85,15,Closed,0.17647058823529413,1,CLINTON-CARLYLE HEALTHCARE CENTER,145729
2020-09-25,Clinton,Clinton Manor Living Facility,10,0,Open,0.0,1,CLINTON-CLINTON MANOR LIVING FACILITY,146025
