County,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
Cook,Ludeman Developmental Center,2020-10-30,263,9,0.034220532319391636,1,1
Cook,City View Multi Care Center,2020-10-30,249,15,0.060240963855421686,1,1
Kankakee,Samuel H. Shapiro Developmental Center,2020-10-30,230,1,0.004347826086956522,1,1
Lake,Avantara Long Grove,2020-10-30,228,32,0.14035087719298245,1,1
Cook,Symphony at Midway,2020-10-30,220,27,0.12272727272727273,2,1
Cook,Peterson Park Health Care,2020-10-30,219,35,0.1598173515981735,2,1
Cook,Woodbridge Nursing Pavilion,2020-10-30,219,40,0.182648401826484,1,1
Cook,Niles Nursing and Rehab Center,2020-10-30,213,54,0.2535211267605634,1,1
Cook,Symphony of Morgan Park,2020-10-30,202,26,0.12871287128712872,1,1
Cook,Symphony of South Shore,2020-10-30,193,29,0.15025906735751296,2,1
Cook,Symphony of Lincoln Park,2020-10-30,190,30,0.15789473684210525,2,1
Cook,Glenview Terrace,2020-10-30,190,33,0.1736842105263158,1,1
Will,Meadowbrook Manor of Bolingbrook,2020-10-30,188,41,0.21808510638297873,1,1
Cook,Aperion Care International of Chicago,2020-10-30,183,27,0.14754098360655737,1,1
Cook,Elevate Care Chicago North,2020-10-30,182,34,0.18681318681318682,2,1
Lake,Hillcrest Retirement Village,2020-10-30,178,18,0.10112359550561797,1,1
Cook,Symphony at 87th,2020-10-30,177,33,0.1864406779661017,1,1
Kane,Tower Hill Healthcare Center,2020-10-30,170,30,0.17647058823529413,1,1
DuPage,Manorcare Hinsdale,2020-10-30,168,37,0.22023809523809523,2,1
Cook,Norridge Gardens,2020-10-30,167,46,0.2754491017964072,1,1
Cook,Villa at Windsor Park,2020-10-30,162,44,0.2716049382716049,2,1
Cook,California Gardens Nursing and Rehabilitation Cent,2020-10-30,157,6,0.03821656050955414,1,1
Cook,Mayfield Care Center,2020-10-30,154,23,0.14935064935064934,1,1
DuPage,Bria of Westmont,2020-10-30,152,29,0.19078947368421054,1,1
Cook,Fairmont Care,2020-10-30,151,32,0.2119205298013245,1,1
Cook,Bria Forest Edge,2020-10-30,150,2,0.013333333333333334,1,1
