County,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
Cook,Ludeman Developmental Center,2020-06-05,316,10,0.03164556962025317,1,1
Cook,City View Multi Care Center,2020-06-05,244,14,0.05737704918032787,1,1
Cook,Woodbridge Nursing Pavilion,2020-06-05,219,35,0.1598173515981735,1,1
Cook,Symphony at Midway,2020-06-05,213,21,0.09859154929577464,1,1
Cook,Peterson Park Health Care,2020-06-05,208,32,0.15384615384615385,1,1
Cook,Symphony of Morgan Park,2020-06-05,194,22,0.1134020618556701,1,1
Will,Meadowbrook Manor of Bolingbrook,2020-06-05,188,40,0.2127659574468085,1,1
Lake,Avantara Long Grove,2020-06-05,188,23,0.12234042553191489,1,1
Cook,Symphony of South Shore,2020-06-05,185,24,0.12972972972972974,1,1
Cook,Symphony of Lincoln Park,2020-06-05,179,25,0.13966480446927373,1,1
Cook,Elevate Care Chicago North,2020-06-05,173,32,0.18497109826589594,1,1
Cook,Niles Nursing and Rehab Center,2020-06-05,170,38,0.2235294117647059,1,1
DuPage,Manorcare Hinsdale,2020-06-05,167,29,0.17365269461077845,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,2020-06-05,157,5,0.03184713375796178,1,1
Cook,Villa at Windsor Park,2020-06-05,157,40,0.25477707006369427,1,1
Cook,Mayfield Care Center,2020-06-05,154,21,0.13636363636363635,1,1
Kankakee,Samuel H. Shapiro Developmental Center,2020-06-05,138,1,0.007246376811594203,1,1
Cook,Fairmont Care,2020-06-05,135,27,0.2,1,1
Cook,Bria Forest Edge,2020-06-05,135,2,0.014814814814814815,1,1
Kane,Tower Hill Healthcare Center,2020-06-05,134,18,0.13432835820895522,1,1
DuPage,Bria of Westmont,2020-06-05,133,22,0.16541353383458646,1,1
Will,symphony of joliet,2020-06-05,132,25,0.1893939393939394,1,1
Kane,Bria of Geneva,2020-06-05,132,27,0.20454545454545456,1,1
Cook,Harmony Healthcare and Rehab,2020-06-05,127,25,0.1968503937007874,1,1
Cook,Mosaic of Lakeshore,2020-06-05,123,26,0.21138211382113822,1,1
Cook,Uptown Health Center,2020-06-05,122,16,0.13114754098360656,1,1
Sangamon,Villa East,2020-06-05,119,23,0.19327731092436976,1,1
Cook,Midway Neuro and Rehab,2020-06-05,118,10,0.0847457627118644,1,1
Cook,Symphony at 87th,2020-06-05,117,16,0.13675213675213677,1,1
Cook,Carlton at the Lake,2020-06-05,116,17,0.14655172413793102,1,1
Kane,Symphony of Orchard Valley,2020-06-05,114,20,0.17543859649122806,1,1
DuPage,Forestview Rehabilitation & Nursing Center,2020-06-05,111,9,0.08108108108108109,1,1
Cook,Glenview Terrace,2020-06-05,110,31,0.2818181818181818,1,1
Cook,Golfview Developmental Center,2020-06-05,107,11,0.102803738317757,1,1
Cook,Aperion Care International of Chicago,2020-06-05,104,15,0.14423076923076922,1,1
Cook,Generations at Regency,2020-06-05,104,27,0.25961538461538464,1,1
St. Clair,Four Fountains,2020-06-05,104,25,0.2403846153846154,1,1
Cook,Astoria Place of Chicago,2020-06-05,104,20,0.19230769230769232,1,1
Cook,Ambassador Nursing,2020-06-05,101,11,0.10891089108910891,1,1
DuPage,Windsor Park Manor,2020-06-05,99,21,0.21212121212121213,1,1
Cook,Atrium Health Care Center,2020-06-05,97,10,0.10309278350515463,1,1
Cook,Clark Manor,2020-06-05,97,12,0.12371134020618557,1,1
DuPage,Oakbrook Care,2020-06-05,95,19,0.2,1,1
Macon,Fairhavens Senior Living,2020-06-05,93,19,0.20430107526881722,1,1
Madison,Edwardsville Care Center,2020-06-05,93,22,0.23655913978494625,1,1
Cook,ManorCare ElkGrove Village,2020-06-05,91,15,0.16483516483516483,1,1
DuPage,Alden Estates of Naperville,2020-06-05,90,21,0.23333333333333334,1,1
Cook,Addolorata Villa,2020-06-05,90,13,0.14444444444444443,1,1
Lake,Aperion Care Highwood,2020-06-05,88,8,0.09090909090909091,1,1
Cook,Generations at Elmwood Park,2020-06-05,87,17,0.19540229885057472,1,1
Cook,Bellhaven Nursing and Rehabilitation,2020-06-05,87,8,0.09195402298850575,1,1
Boone,Symphony Northwoods,2020-06-05,87,13,0.14942528735632185,1,1
Cook,Landmark of Des Plaines,2020-06-05,87,20,0.22988505747126436,1,1
Cook,Austin Oasis,2020-06-05,85,6,0.07058823529411765,1,1
Cook,Bria River Oaks,2020-06-05,85,2,0.023529411764705882,1,1
Cook,Central Nursing Home,2020-06-05,85,17,0.2,1,1
Clinton,Carlyle HealthCare Center,2020-06-05,85,15,0.17647058823529413,1,1
Coles,Charleston Rehab and Healthcare,2020-06-05,84,15,0.17857142857142858,1,1
Cook,Chalet Living And Rehab Center,2020-06-05,84,10,0.11904761904761904,1,1
Cook,Center Home for Hispanic Elderly,2020-06-05,84,30,0.35714285714285715,1,1
Cook,Community Care Nursing Home,2020-06-05,83,6,0.07228915662650602,1,1
Cook,Aperion Care Oak Lawn,2020-06-05,82,18,0.21951219512195122,1,1
Cook,Bria of Palos Hills,2020-06-05,81,11,0.13580246913580246,1,1
Union,Integrity of Anna,2020-06-05,80,8,0.1,1,1
Cook,Alden Estates of Northmoor,2020-06-05,79,17,0.21518987341772153,1,1
Cook,Glenwood Health Care & Rehab,2020-06-05,78,3,0.038461538461538464,1,1
Cook,Beacon Care Center,2020-06-05,78,14,0.1794871794871795,1,1
McHenry,Alden Terrace of McHenry,2020-06-05,78,11,0.14102564102564102,1,1
Cook,Avanti Wellness & Rehabilitation ,2020-06-05,78,15,0.19230769230769232,1,1
DuPage,Providence Healthcare & Rehabilitation Center,2020-06-05,75,13,0.17333333333333334,1,1
Lake,Warren Barr North Shore,2020-06-05,75,14,0.18666666666666668,1,1
Cook,Avantara Evergreen Park,2020-06-05,75,17,0.22666666666666666,1,1
Lake,Elevate Care Waukegan,2020-06-05,74,10,0.13513513513513514,1,1
Lee,Jack Mabley Developmental Center,2020-06-05,74,1,0.013513513513513514,1,1
Jefferson,GreenTree at Mt. Vernon,2020-06-05,73,15,0.2054794520547945,1,1
Lake,Bayside Terrace,2020-06-05,71,1,0.014084507042253521,1,1
Cook,Generations at Applewood,2020-06-05,71,17,0.23943661971830985,1,1
DeKalb,Pine Acres,2020-06-05,69,5,0.07246376811594203,1,1
Kane,Asbury Gardens,2020-06-05,69,16,0.2318840579710145,1,1
DuPage,Abbington Rehab & Nursing Center,2020-06-05,69,5,0.07246376811594203,1,1
Cook,Alden Lincoln Park Rehab,2020-06-05,69,9,0.13043478260869565,1,1
Cook,Buckingham Pavilion,2020-06-05,69,11,0.15942028985507245,1,1
McHenry,Cross Roads Care Center,2020-06-05,69,12,0.17391304347826086,1,1
Cook,Norridge Gardens,2020-06-05,68,35,0.5147058823529411,1,1
Cook,Lakeview Nursing and Rehab,2020-06-05,67,21,0.31343283582089554,1,1
Cook,Smith Village,2020-06-05,67,13,0.19402985074626866,1,1
Madison,Eden Village Care Center,2020-06-05,67,19,0.2835820895522388,1,1
Cook,Elevate Care Irving Park,2020-06-05,66,12,0.18181818181818182,1,1
Lake,Riverside Foundation,2020-06-05,66,5,0.07575757575757576,1,1
Cook,Waterfront Terrace,2020-06-05,65,12,0.18461538461538463,1,1
Cook,Elevate Care Northbrook,2020-06-05,65,11,0.16923076923076924,1,1
Will,Presence Villa Franciscan,2020-06-05,64,13,0.203125,1,1
Cook,Citadel of Waterford,2020-06-05,64,12,0.1875,1,1
Cook,MADO Healthcare Uptown,2020-06-05,64,7,0.109375,1,1
Kankakee,Riverside Miller Rehabilitation,2020-06-05,63,18,0.2857142857142857,1,1
Cook,Dobson Plaza,2020-06-05,63,16,0.25396825396825395,1,1
Lake,Wauconda Care,2020-06-05,62,17,0.27419354838709675,1,1
DuPage,Lexington of Bloomingdale,2020-06-05,62,14,0.22580645161290322,1,1
Cook,Westwood Manor,2020-06-05,62,1,0.016129032258064516,1,1
Lake,Belmont Village of Buffalo Grove,2020-06-05,61,18,0.29508196721311475,1,1
Cook,Alden Wentworth  Rehab & Healthcare Center,2020-06-05,60,12,0.2,1,1
Winnebago,Alden Debes Rehab Inc,2020-06-05,60,16,0.26666666666666666,1,1
Lake,Claridge Health Center,2020-06-05,60,17,0.2833333333333333,1,1
Cook,Little Sisters of the Poor/St. Marys Home,2020-06-05,60,11,0.18333333333333332,1,1
Kankakee,Illinois Veterans Home,2020-06-05,60,12,0.2,1,1
Cook,Lee Manor Rehab and Nursing,2020-06-05,59,7,0.11864406779661017,1,1
Lake,Elevate Care Riverwoods,2020-06-05,59,11,0.1864406779661017,1,1
Lake,The Grove By the Lake,2020-06-05,59,8,0.13559322033898305,1,1
McLean,Bloomington Rehabilitation and Healthcare Center,2020-06-05,59,10,0.1694915254237288,1,1
Clinton,Warrren G Murray Develpmental Center,2020-06-05,59,0,0.0,1,1
DuPage,Chateau Center Nursing & Rehabilitation,2020-06-05,58,13,0.22413793103448276,1,1
Cook,Symphony of Bronzeville,2020-06-05,56,15,0.26785714285714285,1,1
Cook,Windsor Estates,2020-06-05,56,19,0.3392857142857143,1,1
Cook,Meadowbrook Manor,2020-06-05,55,13,0.23636363636363636,1,1
Cook,The Grove of Evanston,2020-06-05,55,12,0.21818181818181817,1,1
Cook,Plymouth Place Senior Living,2020-06-05,54,8,0.14814814814814814,1,1
St. Clair,Lebanon Care Center ,2020-06-05,54,10,0.18518518518518517,1,1
Cook,ManorCare Palos Heights East,2020-06-05,54,6,0.1111111111111111,1,1
Cook,ManorCare Health Services-Palos Heights West,2020-06-05,53,14,0.2641509433962264,1,1
Will,The PARC of Joliet,2020-06-05,53,10,0.18867924528301888,1,1
Cook,Bella Terra Morton Grove,2020-06-05,52,7,0.1346153846153846,1,1
Cook,Warren Barr Lincoln Park,2020-06-05,52,11,0.21153846153846154,1,1
Cook,ManorCare Oak Lawn West,2020-06-05,52,11,0.21153846153846154,1,1
Cook,Chicago Ridge Nursing and Rehab,2020-06-05,51,16,0.3137254901960784,1,1
St. Clair,New Athens Home for the Aged,2020-06-05,51,3,0.058823529411764705,1,1
Cook,Lexington Health Care Orland Park,2020-06-05,50,12,0.24,1,1
Cook,BRIA of Chicago Heights,2020-06-05,50,1,0.02,1,1
Rock Island,Generations of Rock Island,2020-06-05,50,14,0.28,1,1
Cook,Southpoint Nsg and Rehab,2020-06-05,49,4,0.08163265306122448,1,1
Jasper,Newton Care Center,2020-06-05,49,7,0.14285714285714285,1,1
Kane,Fox River Rehab and Healthcare,2020-06-05,49,10,0.20408163265306123,1,1
Cook,Manor Care Health Services-Homewood,2020-06-05,49,14,0.2857142857142857,1,1
Cook,Alden Princeton Rehab & Health,2020-06-05,48,10,0.20833333333333334,1,1
Cook,Pauls House,2020-06-05,48,5,0.10416666666666667,1,1
Cook,Arbour Health Care Center,2020-06-05,48,3,0.0625,1,1
Will,St James Manor,2020-06-05,48,16,0.3333333333333333,1,1
Cook,Park View Rehab,2020-06-05,47,10,0.2127659574468085,1,1
DuPage,Beacon Hill Lombard,2020-06-05,47,3,0.06382978723404255,1,1
Cook,Resurrection Nursing & rehab Center,2020-06-05,47,6,0.1276595744680851,1,1
Will,Sunny Hill Nursing Home,2020-06-05,46,16,0.34782608695652173,1,1
Cook,Symphony of Chicago West,2020-06-05,46,7,0.15217391304347827,1,1
DuPage,Westmont Manor Health and Rehab Center,2020-06-05,46,13,0.2826086956521739,1,1
Cook,Sunrise of Park Ridge,2020-06-05,45,10,0.2222222222222222,1,1
DuPage,Wheaton Village,2020-06-05,45,7,0.15555555555555556,1,1
Cook,Sheridan Village,2020-06-05,44,15,0.3409090909090909,1,1
Union,Integrity of Cobden,2020-06-05,44,6,0.13636363636363635,1,1
Iroquois,Ascension Presence Merkle Knipprath,2020-06-05,44,4,0.09090909090909091,1,1
St. Clair,Memorial Care Center,2020-06-05,43,5,0.11627906976744186,1,1
DuPage,Alden Valley Ridge,2020-06-05,43,15,0.3488372093023256,1,1
Cook,The Grove of Berwyn,2020-06-05,43,14,0.32558139534883723,1,1
Cook,Westchester Health and Rehabilitation Center,2020-06-05,43,12,0.27906976744186046,1,1
St. Clair,St. Pauls,2020-06-05,42,11,0.2619047619047619,1,1
DuPage,Artis Senior Living Elmhurst,2020-06-05,42,19,0.4523809523809524,1,1
Lake,Terrace Nursing Home,2020-06-05,42,10,0.23809523809523808,1,1
Cook,Landmark of Richton Park,2020-06-05,42,6,0.14285714285714285,1,1
Lake,Lexington of Lake Zurich,2020-06-05,42,12,0.2857142857142857,1,1
Cook,South Suburban Rehab Center,2020-06-05,42,16,0.38095238095238093,1,1
Cook,Praire Oasis South Holland,2020-06-05,41,12,0.2926829268292683,1,1
McDonough,Heartland Health Care Center,2020-06-05,41,13,0.3170731707317073,1,1
Cook,Palos Heights Nursing and Rehab,2020-06-05,41,3,0.07317073170731707,1,1
McHenry,Sheltered Village,2020-06-05,41,9,0.21951219512195122,1,1
Cook,Aperion Care Plum Grove,2020-06-05,41,3,0.07317073170731707,1,1
LaSalle,Aperion Care Marseilles,2020-06-05,41,10,0.24390243902439024,1,1
Cook,The Auberge at Morton Grove,2020-06-05,41,0,0.0,1,1
St. Clair,BRIA of Belleville,2020-06-05,40,4,0.1,1,1
DuPage,Bridgeway Senior Living,2020-06-05,40,4,0.1,1,1
Lake,Captain James A Lovell FHCC CLC,2020-06-05,40,4,0.1,1,1
McHenry,The Fountains at Crystal Lake,2020-06-05,40,12,0.3,1,1
McHenry,The Springs at Crystal Lake,2020-06-05,39,8,0.20512820512820512,1,1
Monroe,Garden Place Independant & Assisted Living,2020-06-05,39,11,0.28205128205128205,1,1
Cook,Three Crown Park ,2020-06-05,39,6,0.15384615384615385,1,1
Lake,Whitehall of Deerfield,2020-06-05,39,3,0.07692307692307693,1,1
Cook,Grosse Pointe Manor,2020-06-05,39,8,0.20512820512820512,1,1
Cook,The Admiral at the Lake,2020-06-05,39,6,0.15384615384615385,1,1
Cook,Continental Nursing and Rehabilitation Center,2020-06-05,39,11,0.28205128205128205,1,1
Cook,Bridgeview HC,2020-06-05,38,15,0.39473684210526316,1,1
Cook,Selfhelp Home,2020-06-05,38,3,0.07894736842105263,1,1
Cook,Winston Manor,2020-06-05,38,7,0.18421052631578946,1,1
Rock Island,Centennial Care Center,2020-06-05,38,4,0.10526315789473684,1,1
DuPage,Harvester Place Memory Care,2020-06-05,38,13,0.34210526315789475,1,1
Cook,Estates of Hyde Park,2020-06-05,38,11,0.2894736842105263,1,1
DuPage,Brookdale Lisle,2020-06-05,38,6,0.15789473684210525,1,1
Cook,Arden Courts of Palos Heights,2020-06-05,37,9,0.24324324324324326,1,1
DuPage,Meadowbrook Manor Naperville,2020-06-05,37,3,0.08108108108108109,1,1
DuPage,Aperion Care West Chicago,2020-06-05,37,4,0.10810810810810811,1,1
Cook,Little Village Nursing Home,2020-06-05,37,5,0.13513513513513514,1,1
Kane,Heritage Health Therapy and Senior Care,2020-06-05,36,2,0.05555555555555555,1,1
Kendall,Symphony At The Tillers of Oswego,2020-06-05,36,9,0.25,1,1
Cook,Warren Barr South Loop,2020-06-05,36,2,0.05555555555555555,1,1
Kane,Alden of Waterford,2020-06-05,36,9,0.25,1,1
DuPage,Lexington of Lombard,2020-06-05,36,9,0.25,1,1
Will,Arbor Terrace,2020-06-05,35,4,0.11428571428571428,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,2020-06-05,34,4,0.11764705882352941,1,1
Cook,Presence Villa Scalabrini Nursing&Rehab Center,2020-06-05,34,5,0.14705882352941177,1,1
