reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks,county-facName,CMS_ProvNum
2020-08-14,Adams,Bradford Villa,7,0,Open,0.0,1,ADAMS-BRADFORD VILLA,No Match
2020-08-14,Adams,Good Samaritan Home,2,0,Open,0.0,1,ADAMS-GOOD SAMARITAN HOME,145773
2020-08-14,Adams,Illinois Veterans Home,22,1,Open,0.045454545454545456,1,ADAMS-ILLINOIS VETERANS HOME,No Match
2020-08-14,Adams,Senior Center,4,2,Open,0.5,1,ADAMS-SENIOR CENTER,No Match
2020-08-14,Bond,Greenville Nursing & Rehab,4,0,Open,0.0,1,BOND-GREENVILLE NURSING & REHAB,145909
2020-08-14,Boone,Park Place of Belvidere,6,0,Closed,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071
2020-08-14,Boone,Symphony Northwoods,89,16,Open,0.1797752808988764,1,BOONE-SYMPHONY NORTHWOODS,No Match
2020-08-14,Bureau,St. Margarets Living Center,3,0,Open,0.0,1,BUREAU-ST. MARGARETS LIVING CENTER,No Match
2020-08-14,Carroll,Big Meadows Nursing Home,20,4,Open,0.2,1,CARROLL-BIG MEADOWS NURSING HOME,14E701
2020-08-14,Cass,Heritage Health,2,0,Open,0.0,1,CASS-HERITAGE HEALTH,No Match
2020-08-14,Cass,Walker Nursing Home,58,11,Open,0.1896551724137931,1,CASS-WALKER NURSING HOME,146100
2020-08-14,Champaign,Champaign-Urbana Nursing and Rehab,4,1,Open,0.25,1,CHAMPAIGN-CHAMPAIGN-URBANA NURSING AND REHAB,145439
2020-08-14,Champaign,Country Health and Rehab,7,0,Open,0.0,1,CHAMPAIGN-COUNTRY HEALTH AND REHAB,145708
2020-08-14,Champaign,Green House Homes at Clark-Lindsey,2,0,Open,0.0,1,CHAMPAIGN-GREEN HOUSE HOMES AT CLARK-LINDSEY,No Match
2020-08-14,Champaign,Reflections Memory Care,28,4,Closed,0.14285714285714285,1,CHAMPAIGN-REFLECTIONS MEMORY CARE,No Match
2020-08-14,Champaign,University Rehab Center,5,0,Closed,0.0,1,CHAMPAIGN-UNIVERSITY REHAB CENTER,145364
2020-08-14,Champaign,Villas of Hollybrook-Rantoul,5,0,Open,0.0,1,CHAMPAIGN-VILLAS OF HOLLYBROOK-RANTOUL,No Match
2020-08-14,Christian,Prairie Rose,2,0,Open,0.0,1,CHRISTIAN-PRAIRIE ROSE,145411
2020-08-14,Christian,Villas of Holly Brook,2,0,Closed,0.0,1,CHRISTIAN-VILLAS OF HOLLY BROOK,No Match
2020-08-14,Clark,Villas of Holly Brook Marshall,7,0,Open,0.0,1,CLARK-VILLAS OF HOLLY BROOK MARSHALL,No Match
2020-08-14,Clinton,Carlyle HealthCare Center,85,15,Closed,0.17647058823529413,1,CLINTON-CARLYLE HEALTHCARE CENTER,145729
2020-08-14,Clinton,Clinton Manor Living Facility,31,1,Closed,0.03225806451612903,1,CLINTON-CLINTON MANOR LIVING FACILITY,146025
2020-08-14,Clinton,Villa Catherine,7,0,Closed,0.0,1,CLINTON-VILLA CATHERINE,No Match
2020-08-14,Clinton,Warrren G Murray Develpmental Center,62,0,Closed,0.0,1,CLINTON-WARRREN G MURRAY DEVELPMENTAL CENTER,No Match
2020-08-14,Coles,Charleston Rehab and Healthcare,94,17,Open,0.18085106382978725,1,COLES-CHARLESTON REHAB AND HEALTHCARE,145636
2020-08-14,Coles,CTF Illinois,3,0,Open,0.0,1,COLES-CTF ILLINOIS,No Match
2020-08-14,Coles,Mattoon Healthcare,2,0,Closed,0.0,1,COLES-MATTOON HEALTHCARE,145480
2020-08-14,Coles,Odd Fellow Rebekah,16,3,Open,0.1875,1,COLES-ODD FELLOW REBEKAH,145772
2020-08-14,Coles,Villas of Holly,2,0,Open,0.0,1,COLES-VILLAS OF HOLLY,No Match
2020-08-14,Cook,Abington of Glenview,11,1,Closed,0.09090909090909091,1,COOK-ABINGTON OF GLENVIEW,145683
2020-08-14,Cook,Addolorata Villa,106,19,Open,0.1792452830188679,1,COOK-ADDOLORATA VILLA,145724
2020-08-14,Cook,Alden Estates Des Plaines,13,2,Open,0.15384615384615385,1,COOK-ALDEN ESTATES DES PLAINES,145998
2020-08-14,Cook,Alden Estates of Barrington,13,0,Open,0.0,1,COOK-ALDEN ESTATES OF BARRINGTON,145557
2020-08-14,Cook,Alden Estates of Evanston,18,2,Open,0.1111111111111111,1,COOK-ALDEN ESTATES OF EVANSTON,145907
2020-08-14,Cook,Alden Estates of Northmoor,88,18,Open,0.20454545454545456,1,COOK-ALDEN ESTATES OF NORTHMOOR,145888
2020-08-14,Cook,Alden Estates of Orland Park,39,13,Open,0.3333333333333333,1,COOK-ALDEN ESTATES OF ORLAND PARK,145963
2020-08-14,Cook,Alden Estates of Skokie,6,0,Closed,0.0,1,COOK-ALDEN ESTATES OF SKOKIE,145869
2020-08-14,Cook,Alden Estates of Skokie ,3,0,Open,0.0,1,COOK-ALDEN ESTATES OF SKOKIE ,No Match
2020-08-14,Cook,Alden Lakeland,14,2,Closed,0.14285714285714285,1,COOK-ALDEN LAKELAND,145450
2020-08-14,Cook,Alden Lakeland,14,0,Open,0.0,1,COOK-ALDEN LAKELAND,145450
