County,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
Cook,Ludeman Developmental Center,2020-11-13,263,9,0.034220532319391636,1,1
Cook,City View Multi Care Center,2020-11-13,249,15,0.060240963855421686,1,1
Kankakee,Samuel H. Shapiro Developmental Center,2020-11-13,232,1,0.004310344827586207,2,1
Lake,Avantara Long Grove,2020-11-13,228,32,0.14035087719298245,1,1
Cook,Peterson Park Health Care,2020-11-13,221,35,0.1583710407239819,2,1
Cook,Symphony at Midway,2020-11-13,220,27,0.12272727272727273,2,1
Cook,Woodbridge Nursing Pavilion,2020-11-13,219,40,0.182648401826484,1,1
Cook,Niles Nursing and Rehab Center,2020-11-13,216,54,0.25,2,1
Cook,Symphony of South Shore,2020-11-13,207,29,0.14009661835748793,2,1
Cook,Symphony of Lincoln Park,2020-11-13,205,31,0.15121951219512195,2,1
Cook,Symphony of Morgan Park,2020-11-13,202,26,0.12871287128712872,1,1
Cook,Aperion Care International of Chicago,2020-11-13,196,27,0.1377551020408163,1,1
Will,Meadowbrook Manor of Bolingbrook,2020-11-13,193,41,0.21243523316062177,2,1
Cook,Glenview Terrace,2020-11-13,190,33,0.1736842105263158,1,1
Cook,Elevate Care Chicago North,2020-11-13,184,34,0.18478260869565216,2,1
Cook,Symphony at 87th,2020-11-13,182,34,0.18681318681318682,1,1
Lake,Hillcrest Retirement Village,2020-11-13,178,18,0.10112359550561797,1,1
Kane,Tower Hill Healthcare Center,2020-11-13,174,30,0.1724137931034483,2,1
DuPage,Manorcare Hinsdale,2020-11-13,173,37,0.2138728323699422,2,1
LaSalle,Illinois Veterans Home - LaSalle,2020-11-13,172,9,0.05232558139534884,2,1
Cook,Norridge Gardens,2020-11-13,167,46,0.2754491017964072,1,1
Cook,Villa at Windsor Park,2020-11-13,162,44,0.2716049382716049,2,1
Cook,Bria River Oaks,2020-11-13,158,2,0.012658227848101266,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,2020-11-13,157,6,0.03821656050955414,1,1
Cook,Bria Forest Edge,2020-11-13,156,2,0.01282051282051282,1,1
Cook,Mayfield Care Center,2020-11-13,154,23,0.14935064935064934,1,1
DuPage,Bria of Westmont,2020-11-13,152,29,0.19078947368421054,1,1
Cook,Fairmont Care,2020-11-13,151,32,0.2119205298013245,1,1
Kane,Bria of Geneva,2020-11-13,145,30,0.20689655172413793,1,1
Cook,Midway Neuro and Rehab,2020-11-13,142,12,0.08450704225352113,1,1
Cook,Harmony Healthcare and Rehab,2020-11-13,139,29,0.20863309352517986,2,1
LaSalle,Liberty Village of Peru - Manor Court,2020-11-13,139,16,0.11510791366906475,1,1
Cook,Generations at Regency,2020-11-13,133,33,0.24812030075187969,2,1
Will,symphony of joliet,2020-11-13,130,25,0.19230769230769232,1,1
Kane,Symphony of Orchard Valley,2020-11-13,126,24,0.19047619047619047,2,1
Lee,Jack Mabley Developmental Center,2020-11-13,125,1,0.008,2,1
Cook,Pearl of Rolling Meadows,2020-11-13,124,5,0.04032258064516129,2,1
Cook,Clark Manor,2020-11-13,124,15,0.12096774193548387,1,1
Cook,Golfview Developmental Center,2020-11-13,123,11,0.08943089430894309,1,1
Cook,Mosaic of Lakeshore,2020-11-13,122,29,0.23770491803278687,1,1
Madison,University Care Center,2020-11-13,122,6,0.04918032786885246,3,1
Sangamon,Villa East,2020-11-13,122,26,0.21311475409836064,1,1
Williamson,Shawnee Senior Living,2020-11-13,121,18,0.1487603305785124,1,1
Cook,Center Home for Hispanic Elderly,2020-11-13,120,30,0.25,1,1
Cook,Ambassador Nursing,2020-11-13,120,9,0.075,2,1
Cook,Alden Lakeland,2020-11-13,120,2,0.016666666666666666,3,1
Cook,Uptown Health Center,2020-11-13,120,18,0.15,1,1
Cook,Grosse Pointe Manor,2020-11-13,118,25,0.211864406779661,1,1
DuPage,Forestview Rehabilitation & Nursing Center,2020-11-13,118,18,0.15254237288135594,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,2020-11-13,118,17,0.1440677966101695,1,1
Greene,White Hall Nursing and Rehab,2020-11-13,117,16,0.13675213675213677,1,1
Cook,ManorCare ElkGrove Village,2020-11-13,116,25,0.21551724137931033,1,1
LaSalle,Heritage Health Mendota,2020-11-13,116,24,0.20689655172413793,1,1
Marion,Odin Care Center,2020-11-13,115,14,0.12173913043478261,1,1
Rock Island,Centennial Care Center,2020-11-13,114,16,0.14035087719298245,1,1
Cook,Alden Town Manor Rehabilitation & Health Care Cent,2020-11-13,112,22,0.19642857142857142,1,1
Cook,Carlton at the Lake,2020-11-13,112,20,0.17857142857142858,2,1
Madison,Stearns Nursing and Rehabilitation Center,2020-11-13,111,20,0.18018018018018017,1,1
Lawrence,Aperion HealthCare,2020-11-13,111,5,0.04504504504504504,1,1
Cook,Avanti Wellness & Rehabilitation ,2020-11-13,110,16,0.14545454545454545,1,1
Kankakee,Riverside Miller Rehabilitation,2020-11-13,110,22,0.2,2,1
Kankakee,Illinois Veterans Home Manteno,2020-11-13,110,17,0.15454545454545454,2,1
Cook,Windsor Estates,2020-11-13,109,23,0.21100917431192662,1,1
DuPage,Windsor Park Manor,2020-11-13,109,21,0.1926605504587156,1,1
Richland,Richland Nursing and Rehab,2020-11-13,109,15,0.13761467889908258,1,1
Cook,Austin Oasis,2020-11-13,107,16,0.14953271028037382,2,1
Cook,Addolorata Villa,2020-11-13,106,20,0.18867924528301888,2,1
Monroe,Oak Hill,2020-11-13,106,15,0.14150943396226415,1,1
Madison,Edwardsville Care Center,2020-11-13,106,22,0.20754716981132076,2,1
Macon,Imboden Creek,2020-11-13,106,3,0.02830188679245283,1,1
DuPage,Alden Estates of Naperville,2020-11-13,106,21,0.19811320754716982,2,1
Will,Beecher Manor ,2020-11-13,106,17,0.16037735849056603,1,1
Cook,Astoria Place of Chicago,2020-11-13,104,20,0.19230769230769232,1,1
Cook,Norwood crossing Skilled Nursing,2020-11-13,104,18,0.17307692307692307,1,1
Cook,Lee Manor Rehab and Nursing,2020-11-13,104,20,0.19230769230769232,1,1
St. Clair,Four Fountains,2020-11-13,104,31,0.2980769230769231,1,1
DuPage,Oakbrook Care,2020-11-13,103,24,0.23300970873786409,1,1
Cook,Aperion Care Oak Lawn,2020-11-13,103,22,0.21359223300970873,1,1
Will,Presence Villa Franciscan,2020-11-13,102,18,0.17647058823529413,2,1
DuPage,Arista Healthcare Naperville,2020-11-13,102,4,0.0392156862745098,3,1
Peoria,Heritage Health,2020-11-13,102,17,0.16666666666666666,1,1
Cook,Central Nursing Home,2020-11-13,102,17,0.16666666666666666,2,1
Cook,Bria of Palos Hills,2020-11-13,102,18,0.17647058823529413,1,1
Cook,Bellhaven Nursing and Rehabilitation,2020-11-13,101,9,0.0891089108910891,1,1
Jersey,Liberty Village of Jerseyville,2020-11-13,100,18,0.18,1,1
Macon,Villa Clara Post Acute,2020-11-13,100,12,0.12,1,1
Will,Salem Village NH,2020-11-13,100,7,0.07,1,1
Carroll,Big Meadows Nursing Home,2020-11-13,99,8,0.08080808080808081,1,1
Lake,Symphony Buffalo Grove,2020-11-13,99,10,0.10101010101010101,1,1
Cook,Atrium Health Care Center,2020-11-13,99,10,0.10101010101010101,1,1
Lake,Aperion Care Highwood,2020-11-13,98,13,0.1326530612244898,1,1
Coles,Mattoon Rehabilitation and Health Care Center,2020-11-13,98,11,0.11224489795918367,1,1
Cook,Alden Estates of Northmoor,2020-11-13,98,19,0.19387755102040816,1,1
Cook,Avantara Evergreen Park,2020-11-13,98,22,0.22448979591836735,2,1
DuPage,The Grove of Elmhurst,2020-11-13,98,15,0.15306122448979592,1,1
Shelby,Shelbyville Manor,2020-11-13,97,11,0.1134020618556701,2,1
Cook,Chalet Living And Rehab Center,2020-11-13,97,14,0.14432989690721648,1,1
Will,Lakewood Nursing Home,2020-11-13,96,7,0.07291666666666667,3,1
