County,FacilityName,confirmed_cases,deaths,status,reporting_date,% deaths
Adams,Adams Pointe Senior Living,4,0,Closed,2020-10-09,0.0
Adams,Bradford Villa,8,1,Open,2020-10-09,0.125
Adams,Golden Good Shepperd Home,44,0,Open,2020-10-09,0.0
Adams,Good Samaritan Home,8,1,Open,2020-10-09,0.125
Adams,Illinois Veterans Home,45,2,Open,2020-10-09,0.044444444444444446
Adams,Senior Center,4,2,Open,2020-10-09,0.5
Bond,Cedarhurst of Greenville,19,3,Open,2020-10-09,0.15789473684210525
Bond,Greenville Nursing & Rehab,21,1,Open,2020-10-09,0.047619047619047616
Boone,Park Place of Belvidere,6,0,Closed,2020-10-09,0.0
Boone,Symphony Northwoods,89,16,Closed,2020-10-09,0.1797752808988764
Brown,Heritage Health,3,0,Open,2020-10-09,0.0
Bureau,Aperion Care- Princeton,15,1,Open,2020-10-09,0.06666666666666667
Bureau,St. Margarets Living Center,3,0,Open,2020-10-09,0.0
Carroll,Allure of Mount Carroll,6,1,Open,2020-10-09,0.16666666666666666
Carroll,Big Meadows Nursing Home,27,2,Open,2020-10-09,0.07407407407407407
Cass,Heritage Health,9,0,Open,2020-10-09,0.0
Cass,Walker Nursing Home,57,11,Closed,2020-10-09,0.19298245614035087
Champaign,Bickford Senior Living,10,2,Open,2020-10-09,0.2
Champaign,Brookdale Urbana,2,1,Open,2020-10-09,0.5
Champaign,Champaign Urbana Nursing and Rehab,15,1,Open,2020-10-09,0.06666666666666667
Champaign,Champaign-Urbana Nursing and Rehab,4,1,Closed,2020-10-09,0.25
Champaign,Country Health and Rehab,2,0,Open,2020-10-09,0.0
Champaign,Country Health and Rehab,7,0,Closed,2020-10-09,0.0
Champaign,Green House Homes at Clark-Lindsey,2,0,Closed,2020-10-09,0.0
Champaign,Illini Heritage Rehab and Health,2,0,Closed,2020-10-09,0.0
Champaign,Reflections Memory Care,28,4,Closed,2020-10-09,0.14285714285714285
Champaign,University Rehab Center,5,0,Closed,2020-10-09,0.0
Champaign,University Rehabilitation Center,5,0,Open,2020-10-09,0.0
Champaign,Villas of Hollybrook-Rantoul,5,0,Closed,2020-10-09,0.0
Christian,Heritage Health of Pana,2,0,Open,2020-10-09,0.0
Christian,Lifes Journey,8,2,Open,2020-10-09,0.25
Christian,Prairie Rose,2,0,Open,2020-10-09,0.0
Christian,taylorville care center,83,8,Open,2020-10-09,0.0963855421686747
Christian,Taylorville Estates,2,0,Open,2020-10-09,0.0
Christian,Taylorville Hickory Estates,2,0,Open,2020-10-09,0.0
Christian,Taylorville Skilled Nursing (fka Meadow Manor),53,4,Open,2020-10-09,0.07547169811320754
Christian,Villas of Holly Brook,2,0,Closed,2020-10-09,0.0
Clark,Heartland Manor Nursing home,17,0,Open,2020-10-09,0.0
Clark,Marshall Rehab,3,0,Open,2020-10-09,0.0
Clark,Villas of Holly Brook Marshall,8,0,Open,2020-10-09,0.0
Clay,Flora Gardens,50,0,Open,2020-10-09,0.0
Clinton,Carlyle Healthcare Center,6,0,Open,2020-10-09,0.0
Clinton,Carlyle HealthCare Center,85,15,Closed,2020-10-09,0.17647058823529413
Clinton,Clinton Manor Living Facility,13,0,Closed,2020-10-09,0.0
Clinton,Clinton Manor Living Facility,31,1,Closed,2020-10-09,0.03225806451612903
Clinton,Villa Catherine,7,0,Closed,2020-10-09,0.0
Clinton,Warren G Murray Developmental Center,2,0,Closed,2020-10-09,0.0
Clinton,Warren G. Murray Developmental Center,6,0,Open,2020-10-09,0.0
Clinton,Warrren G Murray Develpmental Center,62,0,Closed,2020-10-09,0.0
Coles,Charleston Rehab and Healthcare,95,16,Closed,2020-10-09,0.16842105263157894
Coles,Copper Creek Cottages,2,0,Open,2020-10-09,0.0
Coles,Hilltop Skilled Nursing,71,4,Open,2020-10-09,0.056338028169014086
Coles,Mattoon Healthcare,2,0,Closed,2020-10-09,0.0
Coles,Mattoon Healthcare,3,0,Closed,2020-10-09,0.0
Coles,Odd Fellow Rebekah,28,5,Closed,2020-10-09,0.17857142857142858
Coles,Villas of Holly,7,0,Closed,2020-10-09,0.0
Cook,Abington of Glenview,11,1,Closed,2020-10-09,0.09090909090909091
Cook,Addolorata Villa,109,20,Open,2020-10-09,0.1834862385321101
Cook,Albany Care,15,0,Open,2020-10-09,0.0
Cook,Alden Estates Des Plaines,13,2,Open,2020-10-09,0.15384615384615385
Cook,Alden Estates of Barrington,16,0,Open,2020-10-09,0.0
Cook,Alden Estates of Evanston,18,2,Closed,2020-10-09,0.1111111111111111
Cook,Alden Estates of Northmoor,93,18,Open,2020-10-09,0.1935483870967742
Cook,Alden Estates of Orland Park,42,13,Open,2020-10-09,0.30952380952380953
Cook,Alden Estates of Skokie,6,0,Closed,2020-10-09,0.0
Cook,Alden Estates of Skokie ,3,0,Open,2020-10-09,0.0
Cook,Alden Lakeland,14,2,Closed,2020-10-09,0.14285714285714285
Cook,Alden Lakeland,17,0,Closed,2020-10-09,0.0
Cook,Alden Lincoln Park Rehab,3,0,Open,2020-10-09,0.0
Cook,Alden Lincoln Park Rehab,74,12,Closed,2020-10-09,0.16216216216216217
Cook,Alden North Shore,2,0,Closed,2020-10-09,0.0
Cook,Alden North Shore ,4,0,Open,2020-10-09,0.0
Cook,Alden PoplarCreek,91,26,Open,2020-10-09,0.2857142857142857
Cook,Alden Princeton Rehab & Health,54,12,Closed,2020-10-09,0.2222222222222222
Cook,Alden Town Manor Care,3,0,Closed,2020-10-09,0.0
Cook,Alden Town Manor Rehabilitation & Health Care Cent,39,2,Open,2020-10-09,0.05128205128205128
Cook,Alden Village North,6,0,Closed,2020-10-09,0.0
Cook,Alden Village North,8,0,Open,2020-10-09,0.0
Cook,Alden Wentworth  Rehab & Healthcare Center,73,15,Open,2020-10-09,0.2054794520547945
Cook,Alden Wentworth Rehab & Healthcare Center,6,0,Open,2020-10-09,0.0
Cook,All American Nursing Home,50,4,Closed,2020-10-09,0.08
Cook,All Saints,3,0,Closed,2020-10-09,0.0
Cook,Ambassador Nursing,116,10,Open,2020-10-09,0.08620689655172414
Cook,AMITA Health Holy Family Medical Center ,30,1,Open,2020-10-09,0.03333333333333333
Cook,Aperion Care Burbank,5,1,Closed,2020-10-09,0.2
Cook,Aperion Care Chicago Heights,20,1,Open,2020-10-09,0.05
Cook,Aperion Care Dolton,35,6,Open,2020-10-09,0.17142857142857143
Cook,Aperion Care Evanston,25,2,Closed,2020-10-09,0.08
Cook,Aperion Care Forest Park,52,5,Open,2020-10-09,0.09615384615384616
Cook,Aperion Care International of Chicago,152,26,Open,2020-10-09,0.17105263157894737
Cook,Aperion Care Midlothian,2,0,Open,2020-10-09,0.0
Cook,Aperion Care Midlothian,5,0,Closed,2020-10-09,0.0
Cook,Aperion Care Oak Lawn,103,22,Open,2020-10-09,0.21359223300970873
Cook,Aperion Care Plum Grove,58,19,Open,2020-10-09,0.3275862068965517
Cook,Aperion Care West Ridge,4,0,Open,2020-10-09,0.0
Cook,Aperion Care West Ridge,35,14,Closed,2020-10-09,0.4
Cook,Arbour Health Care Center,58,3,Closed,2020-10-09,0.05172413793103448
Cook,Arden Courts/Manor Care of South Holland ,68,8,Open,2020-10-09,0.11764705882352941
Cook,Arden Courts of Elk Grove,31,8,Open,2020-10-09,0.25806451612903225
Cook,Arden Courts of Palos Heights,55,10,Open,2020-10-09,0.18181818181818182
Cook,Artis Senior Living of Lakeview,19,8,Closed,2020-10-09,0.42105263157894735
Cook,Asbury Court Senior Living,9,1,Open,2020-10-09,0.1111111111111111
Cook,Aspire Living Prospect Heights,13,1,Open,2020-10-09,0.07692307692307693
Cook,Astoria Place of Chicago,104,20,Closed,2020-10-09,0.19230769230769232
Cook,Atria Glenview,6,0,Open,2020-10-09,0.0
Cook,Atrium Health Care Center,99,10,Closed,2020-10-09,0.10101010101010101
Cook,Austin Oasis,105,16,Closed,2020-10-09,0.1523809523809524
Cook,Autumn Green at Midway Village,2,1,Open,2020-10-09,0.5
Cook,Autumn Green at Midway Village,3,0,Closed,2020-10-09,0.0
Cook,Autumn Green at Wright Campus,2,0,Open,2020-10-09,0.0
Cook,Avantara Evergreen Park,94,22,Closed,2020-10-09,0.23404255319148937
Cook,Avantara Park Ridge,11,2,Open,2020-10-09,0.18181818181818182
Cook,Avanti Nursing and Rehab,4,0,Open,2020-10-09,0.0
Cook,Avanti Wellness & Rehabilitation ,110,17,Open,2020-10-09,0.15454545454545454
Cook,Avenues to Independence,11,0,Closed,2020-10-09,0.0
Cook,Balmoral Home,26,0,Open,2020-10-09,0.0
Cook,Barton Senior Living,2,0,Closed,2020-10-09,0.0
Cook,Beacon Care Center,82,14,Closed,2020-10-09,0.17073170731707318
Cook,Beechwood Manor,3,0,Open,2020-10-09,0.0
Cook,Bella Terra Morton Grove,89,11,Closed,2020-10-09,0.12359550561797752
Cook,Bella Terra Streamwood,16,3,Open,2020-10-09,0.1875
Cook,Bella Terra Wheeling,88,19,Open,2020-10-09,0.2159090909090909
Cook,Bellhaven Nursing and Rehabilitation,98,9,Open,2020-10-09,0.09183673469387756
Cook,Bellwood Development Center,2,0,Closed,2020-10-09,0.0
Cook,Belmont Oak Park,6,2,Closed,2020-10-09,0.3333333333333333
Cook,Belmont Village Senior Living of Glenview,26,5,Open,2020-10-09,0.19230769230769232
Cook,Berkeley Nursing and Rehabilitation Center,4,3,Closed,2020-10-09,0.75
Cook,Bethane Place,2,0,Open,2020-10-09,0.0
Cook,Bethesda Rehab and Senior Care,46,6,Closed,2020-10-09,0.13043478260869565
Cook,Bickford of Tinley Park,3,0,Open,2020-10-09,0.0
Cook,Birchwood Plaza Nursing-Rehab,85,15,Closed,2020-10-09,0.17647058823529413
Cook,Brandel Care Center,10,0,Open,2020-10-09,0.0
Cook,Bria Forest Edge,148,2,Open,2020-10-09,0.013513513513513514
Cook,BRIA of Chicago Heights,41,1,Closed,2020-10-09,0.024390243902439025
Cook,Bria of Palos Hills,102,18,Open,2020-10-09,0.17647058823529413
Cook,Bria Place of Indian Head Park,33,7,Closed,2020-10-09,0.21212121212121213
Cook,Bria River Oaks,106,2,Open,2020-10-09,0.018867924528301886
Cook,Bridgeview HC,66,15,Closed,2020-10-09,0.22727272727272727
Cook,Brookdale Assisted living,5,1,Closed,2020-10-09,0.2
Cook,Brookdale Des Plaines,20,7,Closed,2020-10-09,0.35
Cook,Brookdale Hoffman Estates,12,0,Open,2020-10-09,0.0
Cook,Brookdale- Lakeshore,12,0,Open,2020-10-09,0.0
Cook,Brookdale - Lake Shore,12,0,Open,2020-10-09,0.0
Cook,Brookdale Northbrook ,5,3,Open,2020-10-09,0.6
Cook,Brookdale Orland Park,15,6,Open,2020-10-09,0.4
Cook,Brookdale Prospect Heights,8,1,Open,2020-10-09,0.125
Cook,Bryn Mawr Care,28,3,Closed,2020-10-09,0.10714285714285714
Cook,Buckingham Pavilion,2,0,Open,2020-10-09,0.0
Cook,Buckingham Pavilion,72,13,Closed,2020-10-09,0.18055555555555555
Cook,Burbank Rehab - Vera Care Stickney,38,11,Closed,2020-10-09,0.2894736842105263
Cook,Caledonia Senior Living & Memory Care,4,0,Open,2020-10-09,0.0
Cook,California Gardens Nursing and Rehabilitation Cent,157,6,Closed,2020-10-09,0.03821656050955414
Cook,Calumet City Terrace,3,0,Open,2020-10-09,0.0
Cook,Carlton at the Lake,3,0,Open,2020-10-09,0.0
Cook,Carlton at the Lake,112,19,Closed,2020-10-09,0.16964285714285715
Cook,Center Home for Hispanic Elderly,118,30,Open,2020-10-09,0.2542372881355932
Cook,Central Baptist Village,12,1,Closed,2020-10-09,0.08333333333333333
Cook,Central Nursing Home,98,17,Closed,2020-10-09,0.17346938775510204
Cook,Chalet Living And Rehab Center,97,14,Closed,2020-10-09,0.14432989690721648
Cook,Chicago Ridge Nursing and Rehab,71,17,Closed,2020-10-09,0.23943661971830985
Cook,Citadel of Northbrook,43,2,Open,2020-10-09,0.046511627906976744
Cook,Citadel of Skokie,3,0,Open,2020-10-09,0.0
Cook,Citadel of Skokie,9,2,Closed,2020-10-09,0.2222222222222222
Cook,Citadel of Warren Park,22,4,Closed,2020-10-09,0.18181818181818182
Cook,Citadel of Waterford,64,13,Closed,2020-10-09,0.203125
Cook,Citadel of Wilmette,18,5,Open,2020-10-09,0.2777777777777778
Cook,City View Multi Care Center,257,15,Closed,2020-10-09,0.058365758754863814
Cook,Clark Manor,124,15,Closed,2020-10-09,0.12096774193548387
Cook,Clearbrook Center,44,7,Closed,2020-10-09,0.1590909090909091
Cook,Clearbrook West,3,0,Closed,2020-10-09,0.0
Cook,Clear Oaks Senior Living,3,0,Open,2020-10-09,0.0
Cook,Community Care Nursing Home,81,10,Open,2020-10-09,0.12345679012345678
Cook,Continental Nursing and Rehabilitation Center,78,12,Open,2020-10-09,0.15384615384615385
Cook,Country Club Terrace,10,0,Closed,2020-10-09,0.0
Cook,Countryside Nursing and Rehab Center,67,11,Open,2020-10-09,0.16417910447761194
Cook,Covenant Enabling Residence,6,0,Closed,2020-10-09,0.0
Cook,Covenant Home of Chicago,2,0,Open,2020-10-09,0.0
Cook,Crestwood Terrace,5,0,Open,2020-10-09,0.0
Cook,"David Webb, Jr. Senior Living Complex",3,2,Open,2020-10-09,0.6666666666666666
Cook,DD Homes,2,0,Closed,2020-10-09,0.0
Cook,Dobson Plaza,77,21,Closed,2020-10-09,0.2727272727272727
Cook,Edward Hines VA Community Living Center,23,3,Open,2020-10-09,0.13043478260869565
Cook,Elevate Care Chicago North,5,0,Open,2020-10-09,0.0
Cook,Elevate Care Chicago North,176,34,Closed,2020-10-09,0.19318181818181818
Cook,Elevate Care Irving Park,4,0,Open,2020-10-09,0.0
Cook,Elevate Care Irving Park,71,13,Closed,2020-10-09,0.18309859154929578
Cook,Elevate Care Niles,16,5,Open,2020-10-09,0.3125
Cook,Elevate Care Northbrook,78,16,Open,2020-10-09,0.20512820512820512
Cook,Elevate Care South Holland,19,6,Open,2020-10-09,0.3157894736842105
Cook,Elevate Saint Andrew,42,9,Open,2020-10-09,0.21428571428571427
Cook,El Valor,5,0,Open,2020-10-09,0.0
Cook,Emerald Place Memory Care,11,2,Closed,2020-10-09,0.18181818181818182
Cook,Estates of Hyde Park,57,13,Closed,2020-10-09,0.22807017543859648
Cook,Evergreen Senior Living,9,4,Closed,2020-10-09,0.4444444444444444
Cook,Fairmont Care,151,32,Closed,2020-10-09,0.2119205298013245
Cook,Foster Health & Rehab,32,7,Closed,2020-10-09,0.21875
Cook,Franciscan Village,5,1,Open,2020-10-09,0.2
Cook,Friendship Village LTC,23,5,Open,2020-10-09,0.21739130434782608
Cook,Garden Center Services-home facility,6,0,Open,2020-10-09,0.0
Cook,Generations at Applewood,83,20,Closed,2020-10-09,0.24096385542168675
Cook,Generations at Elmwood Park,89,19,Closed,2020-10-09,0.21348314606741572
Cook,Generations At Oakton,62,13,Closed,2020-10-09,0.20967741935483872
Cook,Generations at Regency,131,33,Closed,2020-10-09,0.25190839694656486
Cook,Glenview Terrace,196,35,Open,2020-10-09,0.17857142857142858
Cook,Glenwood Health Care & Rehab,88,5,Open,2020-10-09,0.056818181818181816
Cook,Golfview Developmental Center,123,11,Closed,2020-10-09,0.08943089430894309
Cook,GOLFVIEW DEVELOPMENTAL CENTER,3,0,Open,2020-10-09,0.0
Cook,Good Shepherd Manor,3,1,Closed,2020-10-09,0.3333333333333333
Cook,Grace Point Place Memory Care,26,8,Open,2020-10-09,0.3076923076923077
Cook,Greek American Rehab & Care,29,2,Open,2020-10-09,0.06896551724137931
Cook,Greenview Place Senior Living,4,0,Open,2020-10-09,0.0
Cook,Greenwood Care-Evanston,9,0,Open,2020-10-09,0.0
Cook,Grosse Pointe Manor,117,24,Open,2020-10-09,0.20512820512820512
Cook,Harbor House Memory Care,36,12,Open,2020-10-09,0.3333333333333333
Cook,Harmony Healthcare and Rehab,2,0,Open,2020-10-09,0.0
Cook,Harmony Healthcare and Rehab,136,29,Closed,2020-10-09,0.21323529411764705
Cook,Heartis Village of Orland Park,2,0,Open,2020-10-09,0.0
Cook,Heather Manor Nursing & Rehabilitation Center,23,4,Open,2020-10-09,0.17391304347826086
Cook,Heritage Woods,5,0,Open,2020-10-09,0.0
Cook,Holy Family Villa,10,4,Closed,2020-10-09,0.4
Cook,Inverness Health and Rehab,20,0,Open,2020-10-09,0.0
Cook,Inverness Health and Rehab Center,6,0,Open,2020-10-09,0.0
Cook,Jackson Park Assisted living,2,0,Open,2020-10-09,0.0
Cook,Kensington Place Nursing And Rehabilitation Center,15,2,Closed,2020-10-09,0.13333333333333333
Cook,Lake Cook Rehab & Healthcare(formerly Rosewood),49,12,Open,2020-10-09,0.24489795918367346
Cook,Lakefront Nursing,2,0,Open,2020-10-09,0.0
Cook,Lakefront Nursing,30,0,Closed,2020-10-09,0.0
Cook,Lakeview Nursing and Rehab,90,22,Open,2020-10-09,0.24444444444444444
Cook,Landmark of Des Plaines,95,22,Open,2020-10-09,0.23157894736842105
Cook,Landmark of Richton Park,50,9,Closed,2020-10-09,0.18
Cook,Lee Manor Rehab and Nursing,102,20,Open,2020-10-09,0.19607843137254902
Cook,Lemont Center,33,7,Open,2020-10-09,0.21212121212121213
Cook,Lexington Health Care Center of Chicago Ridge,14,1,Closed,2020-10-09,0.07142857142857142
Cook,Lexington Healthcare of La Grange,35,5,Open,2020-10-09,0.14285714285714285
Cook,Lexington healthcare of Schaumburg,30,3,Open,2020-10-09,0.1
Cook,Lexington Health Care Orland Park,78,18,Open,2020-10-09,0.23076923076923078
Cook,Lexington of Chicago Ridge,23,12,Closed,2020-10-09,0.5217391304347826
Cook,Lexington Of Chicago Ridge,3,0,Open,2020-10-09,0.0
Cook,Lieberman Geriatric Center,76,8,Open,2020-10-09,0.10526315789473684
Cook,Lincolnwood Place,44,15,Open,2020-10-09,0.3409090909090909
Cook,Little Sisters of the Poor/St. Marys Home,63,13,Open,2020-10-09,0.20634920634920634
Cook,LITTLE SISTERS OF THE POOR ST MARYS HOME,2,0,Open,2020-10-09,0.0
Cook,Little Village Nursing Home,5,0,Open,2020-10-09,0.0
Cook,Little Village Nursing Home,43,7,Closed,2020-10-09,0.16279069767441862
Cook,Ludeman Center,7,0,Open,2020-10-09,0.0
Cook,Ludeman Developmental Center,263,9,Closed,2020-10-09,0.034220532319391636
Cook,Lutheran Home,3,0,Open,2020-10-09,0.0
Cook,Lutheran Home,55,9,Closed,2020-10-09,0.16363636363636364
Cook,Lydia Health Care Center,23,3,Open,2020-10-09,0.13043478260869565
Cook,MacNeal Memorial Hospital Rehab/LTC,3,0,Open,2020-10-09,0.0
Cook,Madden Mental Health Center,9,0,Closed,2020-10-09,0.0
Cook,MADO Healthcare Uptown,84,9,Open,2020-10-09,0.10714285714285714
Cook,Manor Care at Arlington Heights,27,2,Open,2020-10-09,0.07407407407407407
Cook,ManorCare ElkGrove Village,113,25,Open,2020-10-09,0.22123893805309736
Cook,Manor Care Health Services-Homewood,52,15,Closed,2020-10-09,0.28846153846153844
Cook,ManorCare Health Services-Palos Heights West,55,16,Closed,2020-10-09,0.2909090909090909
Cook,Manor Care Oak Lawn EAST. Cook,85,19,Open,2020-10-09,0.2235294117647059
Cook,ManorCare Oak Lawn West,82,18,Closed,2020-10-09,0.21951219512195122
Cook,ManorCare Palos Heights East,67,12,Closed,2020-10-09,0.1791044776119403
Cook,Margaret Manor Central,12,1,Open,2020-10-09,0.08333333333333333
Cook,Mayfield Care Center,154,23,Closed,2020-10-09,0.14935064935064934
Cook,Meadowbrook Manor,81,13,Open,2020-10-09,0.16049382716049382
Cook,Mercy Circle,3,0,Open,2020-10-09,0.0
Cook,Mercy Circle,25,3,Closed,2020-10-09,0.12
Cook,Midway Neuro and Rehab,143,12,Open,2020-10-09,0.08391608391608392
Cook,Misericordia - Marian Center,13,0,Closed,2020-10-09,0.0
Cook,Misericordia - McNerney House,6,0,Open,2020-10-09,0.0
Cook,Misericordia - Peteman House,5,0,Open,2020-10-09,0.0
Cook,Misericordia - Walsh House,2,0,Open,2020-10-09,0.0
Cook,Montclare Supportive Living,4,0,Closed,2020-10-09,0.0
Cook,Montgomery Place,40,4,Closed,2020-10-09,0.1
Cook,Mosaic of Lakeshore,113,28,Open,2020-10-09,0.24778761061946902
Cook,New City Supportive Living,2,0,Open,2020-10-09,0.0
Cook,Niles Nursing and Rehab Center,214,49,Open,2020-10-09,0.22897196261682243
Cook,Norridge Gardens,167,45,Open,2020-10-09,0.2694610778443114
Cook,Northbrook Inn Memory Care,18,5,Closed,2020-10-09,0.2777777777777778
Cook,North Shore Place,4,0,Open,2020-10-09,0.0
Cook,North Shore Place,19,0,Open,2020-10-09,0.0
Cook,Norwood crossing Skilled Nursing,98,18,Open,2020-10-09,0.1836734693877551
