County,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
Cook,Ludeman Developmental Center,2020-07-17,331,10,0.030211480362537766,1,1
Cook,City View Multi Care Center,2020-07-17,252,14,0.05555555555555555,1,1
Cook,Woodbridge Nursing Pavilion,2020-07-17,228,38,0.16666666666666666,1,1
Cook,Symphony at Midway,2020-07-17,222,26,0.11711711711711711,1,1
Lake,Avantara Long Grove,2020-07-17,221,32,0.14479638009049775,1,1
Cook,Peterson Park Health Care,2020-07-17,220,35,0.1590909090909091,1,1
Cook,Niles Nursing and Rehab Center,2020-07-17,206,47,0.22815533980582525,1,1
Cook,Symphony of Morgan Park,2020-07-17,199,24,0.12060301507537688,1,1
Cook,Glenview Terrace,2020-07-17,196,35,0.17857142857142858,1,1
Cook,Symphony of South Shore,2020-07-17,192,26,0.13541666666666666,1,1
Will,Meadowbrook Manor of Bolingbrook,2020-07-17,188,40,0.2127659574468085,1,1
Cook,Elevate Care Chicago North,2020-07-17,185,33,0.1783783783783784,1,1
Cook,Symphony of Lincoln Park,2020-07-17,181,30,0.16574585635359115,1,1
Cook,Symphony at 87th,2020-07-17,169,34,0.20118343195266272,1,1
DuPage,Manorcare Hinsdale,2020-07-17,168,33,0.19642857142857142,1,1
Cook,Norridge Gardens,2020-07-17,166,44,0.26506024096385544,1,1
Cook,Villa at Windsor Park,2020-07-17,165,47,0.28484848484848485,1,1
Kane,Tower Hill Healthcare Center,2020-07-17,164,30,0.18292682926829268,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,2020-07-17,158,5,0.03164556962025317,1,1
Cook,Mayfield Care Center,2020-07-17,156,23,0.14743589743589744,1,1
Cook,Fairmont Care,2020-07-17,153,33,0.21568627450980393,1,1
DuPage,Bria of Westmont,2020-07-17,152,25,0.16447368421052633,1,1
Kankakee,Samuel H. Shapiro Developmental Center,2020-07-17,141,1,0.0070921985815602835,1,1
Cook,Bria Forest Edge,2020-07-17,140,2,0.014285714285714285,1,1
Cook,Harmony Healthcare and Rehab,2020-07-17,139,29,0.20863309352517986,1,1
Cook,Mosaic of Lakeshore,2020-07-17,133,28,0.21052631578947367,1,1
Will,symphony of joliet,2020-07-17,130,25,0.19230769230769232,1,1
Kane,Bria of Geneva,2020-07-17,130,30,0.23076923076923078,1,1
Cook,Generations at Regency,2020-07-17,129,32,0.24806201550387597,1,1
Cook,Uptown Health Center,2020-07-17,126,17,0.1349206349206349,1,1
Cook,Carlton at the Lake,2020-07-17,126,19,0.15079365079365079,1,1
Cook,Midway Neuro and Rehab,2020-07-17,124,11,0.08870967741935484,1,1
Cook,Aperion Care International of Chicago,2020-07-17,123,23,0.18699186991869918,1,1
Sangamon,Villa East,2020-07-17,122,26,0.21311475409836064,1,1
DuPage,Forestview Rehabilitation & Nursing Center,2020-07-17,120,16,0.13333333333333333,1,1
Cook,Clark Manor,2020-07-17,120,14,0.11666666666666667,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,2020-07-17,118,15,0.1271186440677966,1,1
Kane,Symphony of Orchard Valley,2020-07-17,115,24,0.20869565217391303,1,1
Cook,Ambassador Nursing,2020-07-17,114,11,0.09649122807017543,1,1
Cook,Grosse Pointe Manor,2020-07-17,113,23,0.20353982300884957,1,1
Cook,Austin Oasis,2020-07-17,110,15,0.13636363636363635,1,1
Cook,ManorCare ElkGrove Village,2020-07-17,110,23,0.20909090909090908,1,1
Cook,Central Nursing Home,2020-07-17,109,17,0.1559633027522936,1,1
Cook,Golfview Developmental Center,2020-07-17,108,11,0.10185185185185185,1,1
Cook,Astoria Place of Chicago,2020-07-17,105,21,0.2,1,1
Cook,Addolorata Villa,2020-07-17,105,18,0.17142857142857143,1,1
