County,FacilityName,confirmed_cases,deaths,status,reporting_date,% deaths,num of facilities
Adams,Illinois Veterans Home,9,0,Open,2020-07-17,0.0,1
Bond,Greenville Nursing & Rehab,3,0,Open,2020-07-17,0.0,1
Boone,Park Place of Belvidere,6,0,Open,2020-07-17,0.0,1
Boone,Symphony Northwoods,87,14,Open,2020-07-17,0.16091954022988506,1
Cass,Walker Nursing Home,57,10,Open,2020-07-17,0.17543859649122806,1
Champaign,Champaign-Urbana Nursing and Rehab,3,0,Open,2020-07-17,0.0,1
Champaign,Reflections Memory Care,29,4,Open,2020-07-17,0.13793103448275862,1
Champaign,University Rehab Center,5,0,Closed,2020-07-17,0.0,1
Champaign,Villas of Hollybrook ,2,0,Open,2020-07-17,0.0,1
Christian,Villas of Holly Brook,2,0,Closed,2020-07-17,0.0,1
Clark,Villas of Holly Brook Marshall,3,0,Open,2020-07-17,0.0,1
Clinton,Carlyle HealthCare Center,85,16,Open,2020-07-17,0.18823529411764706,1
Clinton,Clinton Manor Living Facility,30,1,Open,2020-07-17,0.03333333333333333,1
Clinton,Villa Catherine,7,0,Closed,2020-07-17,0.0,1
Clinton,Warrren G Murray Develpmental Center,61,0,Open,2020-07-17,0.0,1
Coles,Charleston Rehab and Healthcare,88,16,Open,2020-07-17,0.18181818181818182,1
Coles,Mattoon Healthcare,2,0,Closed,2020-07-17,0.0,1
Cook,Abington of Glenview,12,1,Open,2020-07-17,0.08333333333333333,1
Cook,Addolorata Villa,105,18,Open,2020-07-17,0.17142857142857143,1
Cook,Albany Care,15,0,Open,2020-07-17,0.0,1
Cook,Alden Estates Des Plaines,13,2,Open,2020-07-17,0.15384615384615385,1
Cook,Alden Estates of Barrington,9,0,Open,2020-07-17,0.0,1
Cook,Alden Estates of Evanston,15,2,Open,2020-07-17,0.13333333333333333,1
Cook,Alden Estates of Northmoor,83,19,Open,2020-07-17,0.2289156626506024,1
Cook,Alden Estates of Orland Park,37,13,Open,2020-07-17,0.35135135135135137,1
Cook,Alden Estates of Skokie,5,0,Open,2020-07-17,0.0,1
Cook,Alden Lakeland,17,2,Open,2020-07-17,0.11764705882352941,1
Cook,Alden Lincoln Park Rehab,74,11,Open,2020-07-17,0.14864864864864866,1
Cook,Alden North Shore,3,1,Open,2020-07-17,0.3333333333333333,1
Cook,Alden North Shore ,3,0,Open,2020-07-17,0.0,1
Cook,Alden PoplarCreek,58,19,Open,2020-07-17,0.3275862068965517,1
Cook,Alden Princeton Rehab & Health,52,12,Open,2020-07-17,0.23076923076923078,1
Cook,Alden Town Manor Care,7,0,Open,2020-07-17,0.0,1
Cook,Alden Village North,6,0,Open,2020-07-17,0.0,1
Cook,Alden Wentworth  Rehab & Healthcare Center,70,15,Open,2020-07-17,0.21428571428571427,1
Cook,All American Nursing Home,43,4,Open,2020-07-17,0.09302325581395349,1
Cook,All Saints,2,0,Open,2020-07-17,0.0,1
Cook,Ambassador Nursing,114,11,Open,2020-07-17,0.09649122807017543,1
Cook,AMITA Health Holy Family Medical Center ,24,1,Open,2020-07-17,0.041666666666666664,1
Cook,Aperion Care Burbank,5,1,Closed,2020-07-17,0.2,1
Cook,Aperion Care Chicago Heights,15,1,Open,2020-07-17,0.06666666666666667,1
Cook,Aperion Care Dolton,30,5,Open,2020-07-17,0.16666666666666666,1
Cook,Aperion Care Evanston,25,2,Open,2020-07-17,0.08,1
Cook,Aperion Care Forest Park,29,4,Open,2020-07-17,0.13793103448275862,1
Cook,Aperion Care International of Chicago,123,23,Open,2020-07-17,0.18699186991869918,1
Cook,Aperion Care Midlothian,5,0,Open,2020-07-17,0.0,1
Cook,Aperion Care Oak Lawn,91,21,Open,2020-07-17,0.23076923076923078,1
Cook,Aperion Care Plum Grove,58,19,Open,2020-07-17,0.3275862068965517,1
Cook,Aperion Care West Ridge,33,13,Open,2020-07-17,0.3939393939393939,1
Cook,Arbour Health Care Center,62,3,Open,2020-07-17,0.04838709677419355,1
Cook,Arden Courts/Manor Care of South Holland ,62,8,Open,2020-07-17,0.12903225806451613,1
Cook,Arden Courts of Elk Grove,31,8,Open,2020-07-17,0.25806451612903225,1
Cook,Arden Courts of Palos Heights,55,10,Open,2020-07-17,0.18181818181818182,1
Cook,Artis Senior Living of Lakeview,34,8,Open,2020-07-17,0.23529411764705882,1
Cook,Asbury Court Senior Living,6,1,Open,2020-07-17,0.16666666666666666,1
Cook,Aspire Living Prospect Heights,13,0,Open,2020-07-17,0.0,1
Cook,Astoria Place of Chicago,105,21,Open,2020-07-17,0.2,1
Cook,Atria Glenview,4,0,Open,2020-07-17,0.0,1
Cook,Atrium Health Care Center,102,10,Open,2020-07-17,0.09803921568627451,1
Cook,Austin Oasis,110,15,Open,2020-07-17,0.13636363636363635,1
Cook,Autumn Green at Wright Campus,2,0,Open,2020-07-17,0.0,1
Cook,Avantara Evergreen Park,79,21,Open,2020-07-17,0.26582278481012656,1
Cook,Avantara Park Ridge,4,2,Open,2020-07-17,0.5,1
Cook,Avanti Wellness & Rehabilitation ,96,17,Open,2020-07-17,0.17708333333333334,1
Cook,Avenues to Independence,14,0,Open,2020-07-17,0.0,1
Cook,Balmoral Home,21,0,Open,2020-07-17,0.0,1
Cook,Barton Senior Living,2,0,Open,2020-07-17,0.0,1
Cook,Beacon Care Center,87,14,Open,2020-07-17,0.16091954022988506,1
Cook,Beechwood Manor,3,0,Open,2020-07-17,0.0,1
Cook,Bella Terra Morton Grove,66,11,Open,2020-07-17,0.16666666666666666,1
Cook,Bella Terra Streamwood,14,2,Open,2020-07-17,0.14285714285714285,1
Cook,Bella Terra Wheeling,35,8,Open,2020-07-17,0.22857142857142856,1
Cook,Bellhaven Nursing and Rehabilitation,90,9,Open,2020-07-17,0.1,1
Cook,Bellwood Development Center,2,0,Closed,2020-07-17,0.0,1
Cook,Belmont Oak Park,6,2,Closed,2020-07-17,0.3333333333333333,1
Cook,Belmont Village Senior Living of Glenview,24,4,Open,2020-07-17,0.16666666666666666,1
Cook,Berkeley Nursing and Rehabilitation Center,4,3,Closed,2020-07-17,0.75,1
Cook,Bethesda Rehab and Senior Care,39,6,Open,2020-07-17,0.15384615384615385,1
Cook,Bickford of Tinley Park,2,0,Open,2020-07-17,0.0,1
Cook,Birchwood Plaza Nursing-Rehab,82,15,Open,2020-07-17,0.18292682926829268,1
Cook,Brandel Care Center,10,0,Open,2020-07-17,0.0,1
Cook,Bria Forest Edge,140,2,Open,2020-07-17,0.014285714285714285,1
Cook,BRIA of Chicago Heights,57,1,Open,2020-07-17,0.017543859649122806,1
Cook,Bria of Palos Hills,98,18,Open,2020-07-17,0.1836734693877551,1
Cook,Bria Place of Indian Head Park,31,6,Open,2020-07-17,0.1935483870967742,1
Cook,Bria River Oaks,99,2,Open,2020-07-17,0.020202020202020204,1
Cook,Bridgeview HC,62,15,Open,2020-07-17,0.24193548387096775,1
Cook,Brookdale Assisted living,5,1,Closed,2020-07-17,0.2,1
Cook,Brookdale Des Plaines,20,6,Open,2020-07-17,0.3,1
Cook,Brookdale Hoffman Estates,10,0,Open,2020-07-17,0.0,1
Cook,Brookdale - Lake Shore,8,0,Open,2020-07-17,0.0,1
Cook,Brookdale Northbrook ,5,3,Open,2020-07-17,0.6,1
Cook,Brookdale Orland Park,14,6,Open,2020-07-17,0.42857142857142855,1
Cook,Brookdale Prospect Heights,6,0,Open,2020-07-17,0.0,1
Cook,Brookdale Senior Living of Chicago,4,0,Open,2020-07-17,0.0,1
Cook,Bryn Mawr Care,13,0,Open,2020-07-17,0.0,1
Cook,Buckingham Pavilion,72,13,Open,2020-07-17,0.18055555555555555,1
Cook,Burbank Rehab - Vera Care Stickney,33,10,Open,2020-07-17,0.30303030303030304,1
Cook,California Gardens Nursing and Rehabilitation Cent,158,5,Open,2020-07-17,0.03164556962025317,1
Cook,Carlton at the Lake,126,19,Open,2020-07-17,0.15079365079365079,1
Cook,Center Home for Hispanic Elderly,91,30,Open,2020-07-17,0.32967032967032966,1
Cook,Central Baptist Village,12,1,Open,2020-07-17,0.08333333333333333,1
Cook,Central Nursing Home,109,17,Open,2020-07-17,0.1559633027522936,1
Cook,Chalet Living And Rehab Center,96,14,Open,2020-07-17,0.14583333333333334,1
Cook,Chicago Ridge Nursing and Rehab,54,16,Open,2020-07-17,0.2962962962962963,1
Cook,Citadel of Northbrook,29,2,Open,2020-07-17,0.06896551724137931,1
Cook,Citadel of Skokie,4,2,Open,2020-07-17,0.5,1
Cook,Citadel of Warren Park,24,4,Open,2020-07-17,0.16666666666666666,1
Cook,Citadel of Waterford,68,14,Open,2020-07-17,0.20588235294117646,1
Cook,Citadel of Wilmette,17,5,Open,2020-07-17,0.29411764705882354,1
Cook,City View Multi Care Center,252,14,Open,2020-07-17,0.05555555555555555,1
Cook,Clark Manor,120,14,Open,2020-07-17,0.11666666666666667,1
Cook,Clear Oaks Senior Living,3,0,Open,2020-07-17,0.0,1
Cook,Community Care Nursing Home,86,9,Open,2020-07-17,0.10465116279069768,1
Cook,Continental Nursing and Rehabilitation Center,78,12,Open,2020-07-17,0.15384615384615385,1
Cook,Country Club Terrace,8,0,Open,2020-07-17,0.0,1
Cook,Countryside Nursing and Rehab Center,57,11,Open,2020-07-17,0.19298245614035087,1
Cook,Covenant Enabling Residence,5,0,Closed,2020-07-17,0.0,1
Cook,Covenant Home of Chicago,2,0,Open,2020-07-17,0.0,1
Cook,Crestwood Terrace,2,0,Open,2020-07-17,0.0,1
Cook,"David Webb, Jr. Senior Living Complex",3,2,Open,2020-07-17,0.6666666666666666,1
Cook,Dobson Plaza,76,21,Open,2020-07-17,0.27631578947368424,1
Cook,Edward Hines VA Community Living Center,22,3,Open,2020-07-17,0.13636363636363635,1
Cook,Elevate Care Chicago North,185,33,Open,2020-07-17,0.1783783783783784,1
Cook,Elevate Care Irving Park,70,13,Open,2020-07-17,0.18571428571428572,1
Cook,Elevate Care Niles,11,5,Open,2020-07-17,0.45454545454545453,1
Cook,Elevate Care Northbrook,74,15,Open,2020-07-17,0.20270270270270271,1
Cook,Elevate Care South Holland,19,6,Open,2020-07-17,0.3157894736842105,1
Cook,Elevate Saint Andrew,42,9,Open,2020-07-17,0.21428571428571427,1
Cook,Emerald Place Memory Care,11,2,Open,2020-07-17,0.18181818181818182,1
Cook,Estates of Hyde Park,52,12,Open,2020-07-17,0.23076923076923078,1
Cook,Evergreen Senior Living,10,4,Open,2020-07-17,0.4,1
Cook,Fairmont Care,153,33,Open,2020-07-17,0.21568627450980393,1
Cook,Foster Health & Rehab,32,7,Open,2020-07-17,0.21875,1
Cook,Franciscan Village,5,0,Open,2020-07-17,0.0,1
Cook,Friendship Village LTC,18,5,Open,2020-07-17,0.2777777777777778,1
Cook,Generations at Applewood,82,19,Open,2020-07-17,0.23170731707317074,1
Cook,Generations at Elmwood Park,89,19,Open,2020-07-17,0.21348314606741572,1
Cook,Generations At Oakton,55,13,Open,2020-07-17,0.23636363636363636,1
Cook,Generations at Regency,129,32,Open,2020-07-17,0.24806201550387597,1
Cook,Glenview Terrace,196,35,Open,2020-07-17,0.17857142857142858,1
Cook,Glenwood Health Care & Rehab,88,5,Open,2020-07-17,0.056818181818181816,1
Cook,Golfview Developmental Center,108,11,Open,2020-07-17,0.10185185185185185,1
Cook,Good Shepherd Manor,3,1,Closed,2020-07-17,0.3333333333333333,1
Cook,Grace Point Place Memory Care,24,8,Open,2020-07-17,0.3333333333333333,1
Cook,Greek American Rehab & Care,28,2,Open,2020-07-17,0.07142857142857142,1
Cook,Greenview Place Senior Living,4,0,Open,2020-07-17,0.0,1
Cook,Greenwood Care-Evanston,17,1,Open,2020-07-17,0.058823529411764705,1
Cook,Grosse Pointe Manor,113,23,Open,2020-07-17,0.20353982300884957,1
