reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks
2020-11-06,Adams,Chaddock,3,0,Closed,0.0,1
2020-11-06,Adams,Illinois Veterans Home,45,2,Open,0.044444444444444446,1
2020-11-06,Adams,Senior Center,4,2,Closed,0.5,1
2020-11-06,Adams,Good Samaritan Home,13,1,Open,0.07692307692307693,1
2020-11-06,Adams,Adams Pointe Senior Living,4,0,Closed,0.0,1
2020-11-06,Adams,Bradford Villa,8,1,Closed,0.125,1
2020-11-06,Adams,Golden Good Shepperd Home,52,8,Open,0.15384615384615385,1
2020-11-06,Adams,Sunset Home,9,0,Open,0.0,1
2020-11-06,Adams,St Vincents Nursing Home,33,3,Open,0.09090909090909091,1
2020-11-06,Adams,Cedarhurst,14,0,Open,0.0,1
2020-11-06,Bond,Greenville Nursing & Rehab,21,1,Open,0.047619047619047616,1
2020-11-06,Bond,Cedarhurst of Greenville,20,3,Open,0.15,1
2020-11-06,Boone,Symphony Northwoods,89,16,Closed,0.1797752808988764,1
2020-11-06,Boone,Park Place of Belvidere,6,0,Closed,0.0,1
2020-11-06,Boone,Heritage of Woods,5,1,Closed,0.2,1
2020-11-06,Boone,Maple Crest Care Center,6,0,Open,0.0,1
2020-11-06,Brown,Heritage Health,12,0,Open,0.0,1
2020-11-06,Bureau,St. Margarets Living Center,3,0,Closed,0.0,1
2020-11-06,Bureau,Aperion Care- Princeton,15,1,Open,0.06666666666666667,1
2020-11-06,Bureau,Heritage Health,2,0,Open,0.0,1
2020-11-06,Carroll,Big Meadows Nursing Home,78,2,Open,0.02564102564102564,1
2020-11-06,Carroll,Allure of Mount Carroll,40,7,Open,0.175,1
2020-11-06,Cass,Walker Nursing Home,57,11,Closed,0.19298245614035087,1
2020-11-06,Cass,Heritage Health,10,0,Open,0.0,1
2020-11-06,Champaign,University Rehab Center,5,0,Closed,0.0,1
2020-11-06,Champaign,Reflections Memory Care,28,4,Closed,0.14285714285714285,1
2020-11-06,Champaign,Champaign-Urbana Nursing and Rehab,4,1,Closed,0.25,1
2020-11-06,Champaign,Villas of Hollybrook-Rantoul,5,0,Closed,0.0,1
2020-11-06,Champaign,Country Health and Rehab,7,0,Closed,0.0,1
2020-11-06,Champaign,Green House Homes at Clark-Lindsey,2,0,Closed,0.0,1
2020-11-06,Champaign,Illini Heritage Rehab and Health,2,0,Closed,0.0,1
2020-11-06,Champaign,Meadowbrook at Clark-Lindsey,7,0,Closed,0.0,1
2020-11-06,Champaign,Champaign Urbana Nursing and Rehab,20,1,Open,0.05,1
2020-11-06,Champaign,Bickford Senior Living,10,3,Closed,0.3,1
2020-11-06,Champaign,University Rehabilitation Center,4,0,Closed,0.0,1
