County,FacilityName,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,Ludeman Developmental Center,No Match,2020-07-31,331,10,0.030211480362537766,1,0,1,1
Cook,City View Multi Care Center,145850,2020-07-31,252,14,0.05555555555555555,1,0,1,1
Cook,Woodbridge Nursing Pavilion,145792,2020-07-31,227,40,0.1762114537444934,1,0,1,1
Cook,Symphony at Midway,145995,2020-07-31,224,28,0.125,1,0,1,1
Cook,Peterson Park Health Care,145838,2020-07-31,220,35,0.1590909090909091,1,0,1,1
Lake,Avantara Long Grove,145868,2020-07-31,220,32,0.14545454545454545,1,0,1,1
Cook,Niles Nursing and Rehab Center,145696,2020-07-31,206,47,0.22815533980582525,1,0,1,1
Cook,Symphony of Morgan Park,145764,2020-07-31,202,26,0.12871287128712872,1,0,1,1
Cook,Glenview Terrace,145268,2020-07-31,196,35,0.17857142857142858,1,0,1,1
Cook,Symphony of South Shore,145977,2020-07-31,194,26,0.13402061855670103,1,0,1,1
Cook,Symphony of Lincoln Park,145510,2020-07-31,188,30,0.1595744680851064,1,0,1,1
Will,Meadowbrook Manor of Bolingbrook,No Match,2020-07-31,188,41,0.21808510638297873,1,0,1,1
Lake,Captain James A Lovell FHCC CLC,No Match,2020-07-31,187,6,0.03208556149732621,1,0,1,1
Cook,Elevate Care Chicago North,145484,2020-07-31,186,33,0.1774193548387097,1,0,1,1
Cook,Symphony at 87th,145983,2020-07-31,170,34,0.2,1,0,1,1
Kankakee,Samuel H. Shapiro Developmental Center,No Match,2020-07-31,168,1,0.005952380952380952,1,0,1,1
DuPage,Manorcare Hinsdale,145246,2020-07-31,168,33,0.19642857142857142,1,0,1,1
Cook,Villa at Windsor Park,145970,2020-07-31,166,46,0.27710843373493976,1,0,1,1
Cook,Norridge Gardens,145329,2020-07-31,166,44,0.26506024096385544,1,0,1,1
Kane,Tower Hill Healthcare Center,145795,2020-07-31,165,25,0.15151515151515152,1,0,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2020-07-31,159,5,0.031446540880503145,1,0,1,1
Cook,Mayfield Care Center,145885,2020-07-31,156,23,0.14743589743589744,1,0,1,1
Cook,Fairmont Care,145867,2020-07-31,153,33,0.21568627450980393,1,0,1,1
Cook,Bria Forest Edge,145864,2020-07-31,152,2,0.013157894736842105,1,0,1,1
DuPage,Bria of Westmont,145405,2020-07-31,152,27,0.17763157894736842,1,0,1,1
Cook,Harmony Healthcare and Rehab,145775,2020-07-31,140,29,0.20714285714285716,1,0,1,1
Kane,Bria of Geneva,146067,2020-07-31,135,30,0.2222222222222222,1,0,1,1
Cook,Mosaic of Lakeshore,145244,2020-07-31,132,28,0.21212121212121213,1,0,1,1
Cook,Aperion Care International of Chicago,146001,2020-07-31,132,23,0.17424242424242425,1,0,1,1
Will,symphony of joliet,145372,2020-07-31,130,25,0.19230769230769232,1,1,0,1
Cook,Generations at Regency,145237,2020-07-31,129,33,0.2558139534883721,1,0,1,1
Cook,Clark Manor,145507,2020-07-31,128,15,0.1171875,1,0,1,1
Cook,Midway Neuro and Rehab,145778,2020-07-31,128,12,0.09375,1,0,1,1
Cook,Uptown Health Center,145881,2020-07-31,126,17,0.1349206349206349,1,0,1,1
Sangamon,Villa East,145721,2020-07-31,122,26,0.21311475409836064,1,1,0,1
DuPage,Forestview Rehabilitation & Nursing Center,145752,2020-07-31,120,16,0.13333333333333333,1,0,1,1
Cook,Carlton at the Lake,145679,2020-07-31,120,19,0.15833333333333333,1,0,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2020-07-31,118,17,0.1440677966101695,1,0,1,1
Cook,Ambassador Nursing,145343,2020-07-31,117,11,0.09401709401709402,1,0,1,1
Cook,Grosse Pointe Manor,145999,2020-07-31,116,23,0.19827586206896552,1,0,1,1
Kane,Symphony of Orchard Valley,145473,2020-07-31,115,24,0.20869565217391303,2,1,1,1
Cook,Austin Oasis,145834,2020-07-31,113,15,0.13274336283185842,1,0,1,1
Cook,Central Nursing Home,145648,2020-07-31,113,17,0.1504424778761062,1,0,1,1
Cook,ManorCare ElkGrove Village,145689,2020-07-31,111,24,0.21621621621621623,1,0,1,1
Cook,Golfview Developmental Center,No Match,2020-07-31,108,11,0.10185185185185185,1,0,1,1
Cook,Avanti Wellness & Rehabilitation ,No Match,2020-07-31,107,17,0.1588785046728972,1,0,1,1
Cook,Addolorata Villa,145724,2020-07-31,105,18,0.17142857142857143,1,0,1,1
St. Clair,Four Fountains,No Match,2020-07-31,104,31,0.2980769230769231,1,0,1,1
Cook,Astoria Place of Chicago,145634,2020-07-31,104,21,0.20192307692307693,1,0,1,1
Cook,Bria River Oaks,145735,2020-07-31,103,2,0.019417475728155338,1,0,1,1
DuPage,Alden Estates of Naperville,145582,2020-07-31,103,21,0.20388349514563106,1,0,1,1
DuPage,Oakbrook Care,145458,2020-07-31,103,23,0.22330097087378642,1,0,1,1
Cook,Atrium Health Care Center,145479,2020-07-31,102,10,0.09803921568627451,1,0,1,1
Madison,Edwardsville Care Center,145555,2020-07-31,100,22,0.22,2,1,1,1
DuPage,Windsor Park Manor,No Match,2020-07-31,100,21,0.21,1,0,1,1
Cook,Bria of Palos Hills,145650,2020-07-31,98,18,0.1836734693877551,1,0,1,1
Cook,Aperion Care Oak Lawn,145197,2020-07-31,97,21,0.21649484536082475,1,0,1,1
