County,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
Cook,Ludeman Developmental Center,2020-09-11,263,9,0.034220532319391636,1,1
Cook,City View Multi Care Center,2020-09-11,256,15,0.05859375,1,1
Kankakee,Samuel H. Shapiro Developmental Center,2020-09-11,226,1,0.004424778761061947,1,1
Lake,Avantara Long Grove,2020-09-11,221,35,0.1583710407239819,1,1
Cook,Symphony at Midway,2020-09-11,220,27,0.12272727272727273,2,1
Cook,Woodbridge Nursing Pavilion,2020-09-11,219,40,0.182648401826484,1,1
Cook,Peterson Park Health Care,2020-09-11,213,35,0.1643192488262911,1,1
Cook,Niles Nursing and Rehab Center,2020-09-11,211,49,0.23222748815165878,1,1
Cook,Symphony of Morgan Park,2020-09-11,202,26,0.12871287128712872,1,1
Cook,Glenview Terrace,2020-09-11,196,35,0.17857142857142858,1,1
Will,Meadowbrook Manor of Bolingbrook,2020-09-11,188,41,0.21808510638297873,1,1
Cook,Symphony of South Shore,2020-09-11,185,28,0.15135135135135136,1,1
Cook,Elevate Care Chicago North,2020-09-11,179,34,0.18994413407821228,2,1
Cook,Symphony of Lincoln Park,2020-09-11,179,30,0.16759776536312848,1,1
Lake,Hillcrest Retirement Village,2020-09-11,178,10,0.056179775280898875,1,1
Cook,Symphony at 87th,2020-09-11,173,34,0.19653179190751446,1,1
Kane,Tower Hill Healthcare Center,2020-09-11,170,30,0.17647058823529413,1,1
DuPage,Manorcare Hinsdale,2020-09-11,168,34,0.20238095238095238,1,1
Cook,Norridge Gardens,2020-09-11,167,45,0.2694610778443114,1,1
Cook,Villa at Windsor Park,2020-09-11,165,48,0.2909090909090909,1,1
Cook,Mayfield Care Center,2020-09-11,157,23,0.1464968152866242,2,1
Cook,California Gardens Nursing and Rehabilitation Cent,2020-09-11,157,5,0.03184713375796178,1,1
DuPage,Bria of Westmont,2020-09-11,152,29,0.19078947368421054,1,1
Cook,Fairmont Care,2020-09-11,151,32,0.2119205298013245,1,1
Cook,Aperion Care International of Chicago,2020-09-11,147,25,0.17006802721088435,1,1
Cook,Bria Forest Edge,2020-09-11,142,2,0.014084507042253521,1,1
Cook,Midway Neuro and Rehab,2020-09-11,140,12,0.08571428571428572,1,1
Kane,Bria of Geneva,2020-09-11,136,30,0.22058823529411764,1,1
Cook,Harmony Healthcare and Rehab,2020-09-11,133,29,0.21804511278195488,1,1
Cook,Generations at Regency,2020-09-11,131,33,0.25190839694656486,1,1
Will,symphony of joliet,2020-09-11,130,25,0.19230769230769232,1,1
Cook,Clark Manor,2020-09-11,124,15,0.12096774193548387,1,1
Kane,Symphony of Orchard Valley,2020-09-11,123,24,0.1951219512195122,2,1
Cook,Uptown Health Center,2020-09-11,123,18,0.14634146341463414,1,1
Cook,Golfview Developmental Center,2020-09-11,123,11,0.08943089430894309,1,1
Sangamon,Villa East,2020-09-11,122,26,0.21311475409836064,1,1
DuPage,Forestview Rehabilitation & Nursing Center,2020-09-11,120,16,0.13333333333333333,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,2020-09-11,118,17,0.1440677966101695,1,1
Madison,Stearns Nursing and Rehabilitation Center,2020-09-11,116,16,0.13793103448275862,1,1
Cook,Center Home for Hispanic Elderly,2020-09-11,116,30,0.25862068965517243,1,1
Cook,Ambassador Nursing,2020-09-11,116,10,0.08620689655172414,1,1
Cook,Grosse Pointe Manor,2020-09-11,116,23,0.19827586206896552,1,1
Cook,Mosaic of Lakeshore,2020-09-11,113,28,0.24778761061946902,1,1
LaSalle,Heritage Health Mendota,2020-09-11,113,21,0.18584070796460178,1,1
Cook,Carlton at the Lake,2020-09-11,112,19,0.16964285714285715,1,1
Cook,ManorCare ElkGrove Village,2020-09-11,111,24,0.21621621621621623,1,1
Cook,Windsor Estates,2020-09-11,111,22,0.1981981981981982,1,1
Cook,Central Nursing Home,2020-09-11,111,17,0.15315315315315314,1,1
Cook,Avanti Wellness & Rehabilitation ,2020-09-11,110,17,0.15454545454545454,1,1
DuPage,Windsor Park Manor,2020-09-11,109,21,0.1926605504587156,1,1
Cook,Addolorata Villa,2020-09-11,109,19,0.1743119266055046,1,1
Williamson,Shawnee Senior Living,2020-09-11,107,8,0.07476635514018691,1,1
Kankakee,Riverside Miller Rehabilitation,2020-09-11,106,22,0.20754716981132076,2,1
Cook,Bria River Oaks,2020-09-11,105,2,0.01904761904761905,1,1
Madison,Edwardsville Care Center,2020-09-11,104,22,0.21153846153846154,2,1
Cook,Astoria Place of Chicago,2020-09-11,104,20,0.19230769230769232,1,1
Cook,Austin Oasis,2020-09-11,104,15,0.14423076923076922,1,1
St. Clair,Four Fountains,2020-09-11,104,31,0.2980769230769231,1,1
Lee,Jack Mabley Developmental Center,2020-09-11,104,1,0.009615384615384616,2,1
DuPage,Alden Estates of Naperville,2020-09-11,103,21,0.20388349514563106,1,1
DuPage,Oakbrook Care,2020-09-11,103,24,0.23300970873786409,1,1
Cook,Aperion Care Oak Lawn,2020-09-11,102,21,0.20588235294117646,1,1
Cook,Bria of Palos Hills,2020-09-11,102,18,0.17647058823529413,1,1
Cook,Lee Manor Rehab and Nursing,2020-09-11,100,20,0.2,1,1
Lake,Symphony Buffalo Grove,2020-09-11,99,10,0.10101010101010101,1,1
Cook,Atrium Health Care Center,2020-09-11,99,10,0.10101010101010101,1,1
DuPage,The Grove of Elmhurst,2020-09-11,98,14,0.14285714285714285,1,1
Cook,Norwood crossing Skilled Nursing,2020-09-11,97,18,0.18556701030927836,1,1
Cook,Chalet Living And Rehab Center,2020-09-11,97,14,0.14432989690721648,1,1
Cook,Bellhaven Nursing and Rehabilitation,2020-09-11,96,9,0.09375,1,1
Coles,Charleston Rehab and Healthcare,2020-09-11,95,16,0.16842105263157894,1,1
Lake,Aperion Care Highwood,2020-09-11,95,14,0.14736842105263157,1,1
Cook,Landmark of Des Plaines,2020-09-11,95,22,0.23157894736842105,1,1
Macon,Fairhavens Senior Living,2020-09-11,93,21,0.22580645161290322,1,1
Kane,Asbury Gardens,2020-09-11,92,19,0.20652173913043478,1,1
Cook,Avantara Evergreen Park,2020-09-11,92,22,0.2391304347826087,1,1
Jefferson,Mt Vernon Health Care Center,2020-09-11,91,17,0.18681318681318682,1,1
Cook,Alden Estates of Northmoor,2020-09-11,90,18,0.2,1,1
Cook,Lakeview Nursing and Rehab,2020-09-11,90,22,0.24444444444444444,1,1
Cook,Generations at Elmwood Park,2020-09-11,89,19,0.21348314606741572,1,1
Boone,Symphony Northwoods,2020-09-11,89,16,0.1797752808988764,1,1
Cook,The Grove of Evanston,2020-09-11,89,19,0.21348314606741572,1,1
Rock Island,St. Anthonys Continue Care,2020-09-11,89,15,0.16853932584269662,1,1
McHenry,Crystal Pines Rehabilitation & Hlth Care Facility,2020-09-11,88,15,0.17045454545454544,1,1
Winnebago,Ascension St Anne Center,2020-09-11,88,15,0.17045454545454544,1,1
Kankakee,Illinois Veterans Home,2020-09-11,88,17,0.19318181818181818,1,1
Cook,Glenwood Health Care & Rehab,2020-09-11,88,5,0.056818181818181816,1,1
Cook,Bella Terra Wheeling,2020-09-11,88,18,0.20454545454545456,1,1
Cook,Birchwood Plaza Nursing-Rehab,2020-09-11,87,15,0.1724137931034483,1,1
McHenry,Alden Terrace of McHenry,2020-09-11,86,13,0.1511627906976744,1,1
Cook,Alden PoplarCreek,2020-09-11,85,25,0.29411764705882354,1,1
Clinton,Carlyle HealthCare Center,2020-09-11,85,15,0.17647058823529413,1,1
Cook,MADO Healthcare Uptown,2020-09-11,84,9,0.10714285714285714,1,1
Cook,Southpoint Nsg and Rehab,2020-09-11,83,11,0.13253012048192772,1,1
Winnebago,Forest City Rehab and Nursing,2020-09-11,83,9,0.10843373493975904,1,1
Cook,Beacon Care Center,2020-09-11,82,14,0.17073170731707318,1,1
DeKalb,Pine Acres,2020-09-11,82,12,0.14634146341463414,1,1
Union,Integrity of Anna,2020-09-11,82,13,0.15853658536585366,1,1
Winnebago,River Bluff Nursing Home,2020-09-11,82,13,0.15853658536585366,1,1
Cook,Generations at Applewood,2020-09-11,82,19,0.23170731707317074,1,1
Lake,Warren Barr North Shore,2020-09-11,82,16,0.1951219512195122,1,1
Cook,South Suburban Rehab Center,2020-09-11,81,20,0.24691358024691357,1,1
Cook,Meadowbrook Manor,2020-09-11,80,13,0.1625,1,1
Lake,Alden Long Grove,2020-09-11,80,21,0.2625,1,1
Cook,Community Care Nursing Home,2020-09-11,80,10,0.125,1,1
Cook,Manor Care Oak Lawn EAST. Cook,2020-09-11,80,15,0.1875,1,1
Winnebago,Alden Debes Rehab Inc,2020-09-11,79,20,0.25316455696202533,1,1
St. Clair,Cedar Ridge,2020-09-11,79,12,0.1518987341772152,1,1
Iroquois,Gilman Health Care Center,2020-09-11,79,15,0.189873417721519,1,1
Cook,Continental Nursing and Rehabilitation Center,2020-09-11,78,12,0.15384615384615385,1,1
Cook,Lexington Health Care Orland Park,2020-09-11,78,18,0.23076923076923078,1,1
Cook,Dobson Plaza,2020-09-11,77,20,0.2597402597402597,1,1
Cook,Lieberman Geriatric Center,2020-09-11,76,8,0.10526315789473684,1,1
Cook,Elevate Care Northbrook,2020-09-11,76,16,0.21052631578947367,1,1
Rock Island,Centennial Care Center,2020-09-11,74,5,0.06756756756756757,1,1
Lake,Bayside Terrace,2020-09-11,74,2,0.02702702702702703,1,1
Cook,Alden Lincoln Park Rehab,2020-09-11,74,12,0.16216216216216217,1,1
DuPage,Abbington Rehab & Nursing Center,2020-09-11,74,6,0.08108108108108109,1,1
DuPage,Providence Healthcare & Rehabilitation Center,2020-09-11,74,13,0.17567567567567569,1,1
Lake,Elevate Care Waukegan,2020-09-11,74,13,0.17567567567567569,1,1
Cook,Elevate Care Irving Park,2020-09-11,73,13,0.1780821917808219,1,1
Perry,Pinckneyville Nursing and Rehabilitation,2020-09-11,73,10,0.136986301369863,1,1
Lake,Riverside Foundation,2020-09-11,73,5,0.0684931506849315,1,1
Cook,Alden Wentworth  Rehab & Healthcare Center,2020-09-11,73,15,0.2054794520547945,1,1
Kane,Citadel of Elgin,2020-09-11,73,10,0.136986301369863,1,1
Jefferson,GreenTree at Mt. Vernon,2020-09-11,73,16,0.2191780821917808,1,1
DuPage,Lexington of Bloomingdale,2020-09-11,72,21,0.2916666666666667,1,1
Winnebago,Amberwood,2020-09-11,72,11,0.1527777777777778,1,1
St. Clair,Lebanon Care Center ,2020-09-11,72,13,0.18055555555555555,1,1
Cook,Buckingham Pavilion,2020-09-11,72,13,0.18055555555555555,1,1
Cook,Bella Terra Morton Grove,2020-09-11,71,11,0.15492957746478872,1,1
McHenry,Cross Roads Care Center,2020-09-11,71,13,0.18309859154929578,1,1
Will,Presence Villa Franciscan,2020-09-11,70,16,0.22857142857142856,2,1
Morgan,Jacksonville Skilled Nursing and Rehab Center,2020-09-11,70,15,0.21428571428571427,1,1
Cook,Waterfront Terrace,2020-09-11,69,13,0.18840579710144928,1,1
Jersey,Liberty Village of Jerseyville,2020-09-11,69,6,0.08695652173913043,1,1
Will,St James Manor,2020-09-11,69,21,0.30434782608695654,1,1
McHenry,Hearthstone Manor ,2020-09-11,69,7,0.10144927536231885,1,1
Madison,Eden Village Care Center,2020-09-11,69,20,0.2898550724637681,1,1
DuPage,Bridgeway Senior Living,2020-09-11,69,7,0.10144927536231885,1,1
Will,The PARC of Joliet,2020-09-11,68,17,0.25,1,1
Cook,Arden Courts/Manor Care of South Holland ,2020-09-11,68,8,0.11764705882352941,1,1
Cook,Smith Village,2020-09-11,68,14,0.20588235294117646,1,1
St. Clair,BRIA of Belleville,2020-09-11,68,7,0.10294117647058823,1,1
Cook,ManorCare Palos Heights East,2020-09-11,67,12,0.1791044776119403,1,1
DuPage,DuPage Care Center,2020-09-11,67,4,0.05970149253731343,1,1
Lake,Whitehall of Deerfield,2020-09-11,67,3,0.04477611940298507,1,1
Cook,Bridgeview HC,2020-09-11,67,15,0.22388059701492538,1,1
Madison,Riverside Rehab and Healthcare,2020-09-11,66,17,0.25757575757575757,1,1
Lake,Belmont Village of Buffalo Grove,2020-09-11,66,19,0.2878787878787879,1,1
Cook,Citadel of Waterford,2020-09-11,66,14,0.21212121212121213,2,1
Lake,Wauconda Care,2020-09-11,65,16,0.24615384615384617,1,1
Morgan,Aperion Care Jacksonville,2020-09-11,65,4,0.06153846153846154,1,1
