County,FacilityName,confirmed_cases,deaths,status,reporting_date,% deaths,num of facilities
Adams,Adams Pointe Senior Living,4,0,Open,2020-07-31,0.0,1
Adams,Illinois Veterans Home,17,0,Open,2020-07-31,0.0,1
Bond,Greenville Nursing & Rehab,4,0,Open,2020-07-31,0.0,1
Boone,Park Place of Belvidere,6,0,Open,2020-07-31,0.0,1
Boone,Symphony Northwoods,89,16,Open,2020-07-31,0.1797752808988764,1
Bureau,St. Margarets Living Center,2,0,Open,2020-07-31,0.0,1
Carroll,Big Meadows Nursing Home,7,1,Open,2020-07-31,0.14285714285714285,1
Cass,Walker Nursing Home,59,11,Open,2020-07-31,0.1864406779661017,1
Champaign,Champaign-Urbana Nursing and Rehab,4,1,Open,2020-07-31,0.25,1
Champaign,Country Health and Rehab,6,0,Open,2020-07-31,0.0,1
Champaign,Reflections Memory Care,28,4,Closed,2020-07-31,0.14285714285714285,1
Champaign,University Rehab Center,5,0,Closed,2020-07-31,0.0,1
Champaign,Villas of Hollybrook-Rantoul,3,0,Open,2020-07-31,0.0,1
Christian,Villas of Holly Brook,2,0,Closed,2020-07-31,0.0,1
Clark,Villas of Holly Brook Marshall,4,0,Open,2020-07-31,0.0,1
Clinton,Carlyle HealthCare Center,85,15,Closed,2020-07-31,0.17647058823529413,1
Clinton,Clinton Manor Living Facility,31,1,Open,2020-07-31,0.03225806451612903,1
Clinton,Villa Catherine,7,0,Closed,2020-07-31,0.0,1
Clinton,Warrren G Murray Develpmental Center,61,0,Open,2020-07-31,0.0,1
Coles,Charleston Rehab and Healthcare,93,17,Open,2020-07-31,0.1827956989247312,1
Coles,CTF Illinois,3,0,Open,2020-07-31,0.0,1
Coles,Mattoon Healthcare,2,0,Closed,2020-07-31,0.0,1
Coles,Villas of Holly,2,0,Open,2020-07-31,0.0,1
Cook,Abington of Glenview,11,1,Closed,2020-07-31,0.09090909090909091,1
Cook,Addolorata Villa,105,18,Open,2020-07-31,0.17142857142857143,1
Cook,Albany Care,15,0,Open,2020-07-31,0.0,1
Cook,Alden Estates Des Plaines,13,2,Open,2020-07-31,0.15384615384615385,1
Cook,Alden Estates of Barrington,13,0,Open,2020-07-31,0.0,1
Cook,Alden Estates of Evanston,15,2,Open,2020-07-31,0.13333333333333333,1
Cook,Alden Estates of Northmoor,90,19,Open,2020-07-31,0.2111111111111111,1
Cook,Alden Estates of Orland Park,38,13,Open,2020-07-31,0.34210526315789475,1
Cook,Alden Estates of Skokie,6,0,Closed,2020-07-31,0.0,1
Cook,Alden Estates of Skokie ,3,0,Open,2020-07-31,0.0,1
Cook,Alden Lakeland,25,2,Open,2020-07-31,0.08,1
Cook,Alden Lincoln Park Rehab,74,11,Open,2020-07-31,0.14864864864864866,1
Cook,Alden North Shore,2,0,Closed,2020-07-31,0.0,1
Cook,Alden North Shore ,4,0,Open,2020-07-31,0.0,1
Cook,Alden PoplarCreek,83,25,Open,2020-07-31,0.30120481927710846,1
Cook,Alden Princeton Rehab & Health,54,12,Open,2020-07-31,0.2222222222222222,1
Cook,Alden Town Manor Care,7,0,Open,2020-07-31,0.0,1
Cook,Alden Village North,6,0,Open,2020-07-31,0.0,1
Cook,Alden Wentworth  Rehab & Healthcare Center,74,15,Open,2020-07-31,0.20270270270270271,1
Cook,All American Nursing Home,44,4,Open,2020-07-31,0.09090909090909091,1
Cook,All Saints,2,0,Open,2020-07-31,0.0,1
Cook,Ambassador Nursing,117,11,Open,2020-07-31,0.09401709401709402,1
Cook,AMITA Health Holy Family Medical Center ,24,1,Open,2020-07-31,0.041666666666666664,1
Cook,Aperion Care Burbank,5,1,Closed,2020-07-31,0.2,1
Cook,Aperion Care Chicago Heights,16,1,Open,2020-07-31,0.0625,1
Cook,Aperion Care Dolton,31,5,Open,2020-07-31,0.16129032258064516,1
Cook,Aperion Care Evanston,25,2,Open,2020-07-31,0.08,1
Cook,Aperion Care Forest Park,36,4,Open,2020-07-31,0.1111111111111111,1
Cook,Aperion Care International of Chicago,132,23,Open,2020-07-31,0.17424242424242425,1
Cook,Aperion Care Midlothian,5,0,Open,2020-07-31,0.0,1
Cook,Aperion Care Oak Lawn,97,21,Open,2020-07-31,0.21649484536082475,1
Cook,Aperion Care Plum Grove,58,19,Open,2020-07-31,0.3275862068965517,1
Cook,Aperion Care West Ridge,35,13,Open,2020-07-31,0.37142857142857144,1
Cook,Arbour Health Care Center,62,3,Open,2020-07-31,0.04838709677419355,1
Cook,Arden Courts/Manor Care of South Holland ,68,8,Open,2020-07-31,0.11764705882352941,1
Cook,Arden Courts of Elk Grove,31,8,Open,2020-07-31,0.25806451612903225,1
Cook,Arden Courts of Palos Heights,55,10,Open,2020-07-31,0.18181818181818182,1
Cook,Artis Senior Living of Lakeview,34,8,Open,2020-07-31,0.23529411764705882,1
Cook,Asbury Court Senior Living,6,1,Open,2020-07-31,0.16666666666666666,1
Cook,Aspire Living Prospect Heights,13,0,Open,2020-07-31,0.0,1
Cook,Astoria Place of Chicago,104,21,Open,2020-07-31,0.20192307692307693,1
Cook,Atria Glenview,4,0,Open,2020-07-31,0.0,1
Cook,Atrium Health Care Center,102,10,Open,2020-07-31,0.09803921568627451,1
Cook,Austin Oasis,113,15,Open,2020-07-31,0.13274336283185842,1
Cook,Autumn Green at Wright Campus,2,0,Open,2020-07-31,0.0,1
Cook,Avantara Evergreen Park,80,21,Open,2020-07-31,0.2625,1
Cook,Avantara Park Ridge,4,2,Open,2020-07-31,0.5,1
Cook,Avanti Wellness & Rehabilitation ,107,17,Open,2020-07-31,0.1588785046728972,1
Cook,Avenues to Independence,14,0,Open,2020-07-31,0.0,1
Cook,Balmoral Home,22,0,Open,2020-07-31,0.0,1
Cook,Barton Senior Living,2,0,Open,2020-07-31,0.0,1
Cook,Beacon Care Center,88,14,Open,2020-07-31,0.1590909090909091,1
Cook,Beechwood Manor,3,0,Open,2020-07-31,0.0,1
Cook,Bella Terra Morton Grove,68,11,Open,2020-07-31,0.16176470588235295,1
Cook,Bella Terra Streamwood,16,3,Open,2020-07-31,0.1875,1
Cook,Bella Terra Wheeling,53,14,Open,2020-07-31,0.2641509433962264,1
Cook,Bellhaven Nursing and Rehabilitation,92,9,Open,2020-07-31,0.09782608695652174,1
Cook,Bellwood Development Center,2,0,Closed,2020-07-31,0.0,1
Cook,Belmont Oak Park,6,2,Closed,2020-07-31,0.3333333333333333,1
Cook,Belmont Village Senior Living of Glenview,25,5,Open,2020-07-31,0.2,1
Cook,Berkeley Nursing and Rehabilitation Center,4,3,Closed,2020-07-31,0.75,1
Cook,Bethesda Rehab and Senior Care,46,6,Open,2020-07-31,0.13043478260869565,1
Cook,Bickford of Tinley Park,2,0,Open,2020-07-31,0.0,1
Cook,Birchwood Plaza Nursing-Rehab,87,15,Open,2020-07-31,0.1724137931034483,1
Cook,Brandel Care Center,10,0,Open,2020-07-31,0.0,1
Cook,Bria Forest Edge,152,2,Open,2020-07-31,0.013157894736842105,1
Cook,BRIA of Chicago Heights,60,1,Open,2020-07-31,0.016666666666666666,1
Cook,Bria of Palos Hills,98,18,Open,2020-07-31,0.1836734693877551,1
Cook,Bria Place of Indian Head Park,32,7,Open,2020-07-31,0.21875,1
Cook,Bria River Oaks,103,2,Open,2020-07-31,0.019417475728155338,1
Cook,Bridgeview HC,64,15,Open,2020-07-31,0.234375,1
Cook,Brookdale Assisted living,5,1,Closed,2020-07-31,0.2,1
Cook,Brookdale Des Plaines,21,6,Open,2020-07-31,0.2857142857142857,1
Cook,Brookdale Hoffman Estates,11,0,Open,2020-07-31,0.0,1
Cook,Brookdale - Lake Shore,8,0,Open,2020-07-31,0.0,1
Cook,Brookdale Northbrook ,5,3,Open,2020-07-31,0.6,1
Cook,Brookdale Orland Park,14,6,Open,2020-07-31,0.42857142857142855,1
Cook,Brookdale Prospect Heights,6,0,Open,2020-07-31,0.0,1
Cook,Brookdale Senior Living of Chicago,4,0,Open,2020-07-31,0.0,1
Cook,Bryn Mawr Care,13,0,Open,2020-07-31,0.0,1
Cook,Buckingham Pavilion,72,13,Open,2020-07-31,0.18055555555555555,1
Cook,Burbank Rehab - Vera Care Stickney,38,10,Open,2020-07-31,0.2631578947368421,1
Cook,California Gardens Nursing and Rehabilitation Cent,159,5,Open,2020-07-31,0.031446540880503145,1
Cook,Calumet City Terrace,3,0,Open,2020-07-31,0.0,1
Cook,Carlton at the Lake,120,19,Open,2020-07-31,0.15833333333333333,1
Cook,Center Home for Hispanic Elderly,95,30,Open,2020-07-31,0.3157894736842105,1
Cook,Central Baptist Village,12,1,Open,2020-07-31,0.08333333333333333,1
Cook,Central Nursing Home,113,17,Open,2020-07-31,0.1504424778761062,1
Cook,Chalet Living And Rehab Center,97,14,Open,2020-07-31,0.14432989690721648,1
Cook,Chicago Ridge Nursing and Rehab,54,16,Open,2020-07-31,0.2962962962962963,1
Cook,Citadel of Northbrook,32,2,Open,2020-07-31,0.0625,1
Cook,Citadel of Skokie,4,1,Open,2020-07-31,0.25,1
Cook,Citadel of Warren Park,24,4,Open,2020-07-31,0.16666666666666666,1
Cook,Citadel of Waterford,68,14,Open,2020-07-31,0.20588235294117646,1
Cook,Citadel of Wilmette,17,5,Open,2020-07-31,0.29411764705882354,1
Cook,City View Multi Care Center,252,14,Open,2020-07-31,0.05555555555555555,1
Cook,Clark Manor,128,15,Open,2020-07-31,0.1171875,1
Cook,Clear Oaks Senior Living,3,0,Open,2020-07-31,0.0,1
Cook,Community Care Nursing Home,86,9,Open,2020-07-31,0.10465116279069768,1
Cook,Continental Nursing and Rehabilitation Center,78,12,Open,2020-07-31,0.15384615384615385,1
Cook,Country Club Terrace,10,0,Open,2020-07-31,0.0,1
Cook,Countryside Nursing and Rehab Center,63,11,Open,2020-07-31,0.1746031746031746,1
Cook,Covenant Enabling Residence,5,0,Closed,2020-07-31,0.0,1
Cook,Covenant Home of Chicago,2,0,Open,2020-07-31,0.0,1
Cook,Crestwood Terrace,2,0,Open,2020-07-31,0.0,1
Cook,"David Webb, Jr. Senior Living Complex",3,2,Open,2020-07-31,0.6666666666666666,1
Cook,Dobson Plaza,77,21,Open,2020-07-31,0.2727272727272727,1
Cook,Edward Hines VA Community Living Center,23,3,Open,2020-07-31,0.13043478260869565,1
Cook,Elevate Care Chicago North,186,33,Open,2020-07-31,0.1774193548387097,1
Cook,Elevate Care Irving Park,72,13,Open,2020-07-31,0.18055555555555555,1
Cook,Elevate Care Niles,11,5,Open,2020-07-31,0.45454545454545453,1
Cook,Elevate Care Northbrook,74,16,Open,2020-07-31,0.21621621621621623,1
Cook,Elevate Care South Holland,19,6,Open,2020-07-31,0.3157894736842105,1
Cook,Elevate Saint Andrew,42,9,Open,2020-07-31,0.21428571428571427,1
Cook,Emerald Place Memory Care,11,2,Open,2020-07-31,0.18181818181818182,1
Cook,Estates of Hyde Park,55,12,Open,2020-07-31,0.21818181818181817,1
Cook,Evergreen Senior Living,10,4,Open,2020-07-31,0.4,1
Cook,Fairmont Care,153,33,Open,2020-07-31,0.21568627450980393,1
Cook,Foster Health & Rehab,32,7,Open,2020-07-31,0.21875,1
Cook,Franciscan Village,5,0,Open,2020-07-31,0.0,1
Cook,Friendship Village LTC,21,5,Open,2020-07-31,0.23809523809523808,1
Cook,Generations at Applewood,82,19,Open,2020-07-31,0.23170731707317074,1
Cook,Generations at Elmwood Park,89,19,Open,2020-07-31,0.21348314606741572,1
Cook,Generations At Oakton,62,13,Open,2020-07-31,0.20967741935483872,1
Cook,Generations at Regency,129,33,Open,2020-07-31,0.2558139534883721,1
Cook,Glenview Terrace,196,35,Open,2020-07-31,0.17857142857142858,1
Cook,Glenwood Health Care & Rehab,88,5,Open,2020-07-31,0.056818181818181816,1
Cook,Golfview Developmental Center,108,11,Open,2020-07-31,0.10185185185185185,1
Cook,Good Shepherd Manor,3,1,Closed,2020-07-31,0.3333333333333333,1
Cook,Grace Point Place Memory Care,24,8,Open,2020-07-31,0.3333333333333333,1
Cook,Greek American Rehab & Care,28,2,Open,2020-07-31,0.07142857142857142,1
Cook,Greenview Place Senior Living,4,0,Open,2020-07-31,0.0,1
Cook,Greenwood Care-Evanston,17,1,Open,2020-07-31,0.058823529411764705,1
Cook,Grosse Pointe Manor,116,23,Open,2020-07-31,0.19827586206896552,1
Cook,Harbor House Memory Care,36,11,Open,2020-07-31,0.3055555555555556,1
Cook,Harmony Healthcare and Rehab,140,29,Open,2020-07-31,0.20714285714285716,1
Cook,Heartis Village of Orland Park,2,0,Open,2020-07-31,0.0,1
Cook,Heather Manor Nursing & Rehabilitation Center,23,4,Open,2020-07-31,0.17391304347826086,1
Cook,Helping Hands Center Countryside,2,0,Open,2020-07-31,0.0,1
Cook,Heritage Woods,5,0,Open,2020-07-31,0.0,1
Cook,Holy Family Villa,10,4,Open,2020-07-31,0.4,1
