reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks,county-facName,CMS_ProvNum
2020-06-26,Boone,Park Place of Belvidere,6,0,Open,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071
2020-06-26,Boone,Symphony Northwoods,87,14,Open,0.16091954022988506,1,BOONE-SYMPHONY NORTHWOODS,No Match
2020-06-26,Cass,Walker Nursing Home,16,0,Open,0.0,1,CASS-WALKER NURSING HOME,146100
2020-06-26,Champaign,Champaign-Urbana Nursing and Rehab,3,0,Open,0.0,1,CHAMPAIGN-CHAMPAIGN-URBANA NURSING AND REHAB,145439
2020-06-26,Champaign,Reflections Memory Care,26,2,Open,0.07692307692307693,1,CHAMPAIGN-REFLECTIONS MEMORY CARE,No Match
2020-06-26,Champaign,University Rehab Center,5,0,Closed,0.0,1,CHAMPAIGN-UNIVERSITY REHAB CENTER,145364
2020-06-26,Christian,Villas of Holly Brook,2,0,Closed,0.0,1,CHRISTIAN-VILLAS OF HOLLY BROOK,No Match
2020-06-26,Clinton,Carlyle HealthCare Center,85,16,Open,0.18823529411764706,1,CLINTON-CARLYLE HEALTHCARE CENTER,145729
2020-06-26,Clinton,Clinton Manor Living Facility,29,1,Open,0.034482758620689655,1,CLINTON-CLINTON MANOR LIVING FACILITY,146025
2020-06-26,Clinton,Villa Catherine,7,0,Open,0.0,1,CLINTON-VILLA CATHERINE,No Match
2020-06-26,Clinton,Warrren G Murray Develpmental Center,61,0,Open,0.0,1,CLINTON-WARRREN G MURRAY DEVELPMENTAL CENTER,No Match
2020-06-26,Coles,Charleston Rehab and Healthcare,89,16,Open,0.1797752808988764,1,COLES-CHARLESTON REHAB AND HEALTHCARE,145636
2020-06-26,Coles,Mattoon Healthcare,2,0,Open,0.0,1,COLES-MATTOON HEALTHCARE,145480
2020-06-26,Cook,Abington of Glenview,7,1,Open,0.14285714285714285,1,COOK-ABINGTON OF GLENVIEW,145683
2020-06-26,Cook,Addolorata Villa,105,17,Open,0.1619047619047619,1,COOK-ADDOLORATA VILLA,145724
2020-06-26,Cook,Albany Care,14,0,Open,0.0,1,COOK-ALBANY CARE,No Match
2020-06-26,Cook,Alden Estates Des Plaines,13,2,Open,0.15384615384615385,1,COOK-ALDEN ESTATES DES PLAINES,145998
2020-06-26,Cook,Alden Estates of Barrington,7,0,Open,0.0,1,COOK-ALDEN ESTATES OF BARRINGTON,145557
2020-06-26,Cook,Alden Estates of Evanston,14,2,Open,0.14285714285714285,1,COOK-ALDEN ESTATES OF EVANSTON,145907
2020-06-26,Cook,Alden Estates of Northmoor,83,19,Open,0.2289156626506024,1,COOK-ALDEN ESTATES OF NORTHMOOR,145888
2020-06-26,Cook,Alden Estates of Orland Park,31,12,Open,0.3870967741935484,1,COOK-ALDEN ESTATES OF ORLAND PARK,145963
2020-06-26,Cook,Alden Estates of Skokie,5,0,Open,0.0,1,COOK-ALDEN ESTATES OF SKOKIE,145869
