County,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
Cook,Ludeman Developmental Center,2020-07-24,331,10,0.030211480362537766,1,1
Cook,City View Multi Care Center,2020-07-24,252,14,0.05555555555555555,1,1
Cook,Woodbridge Nursing Pavilion,2020-07-24,226,38,0.168141592920354,1,1
Cook,Symphony at Midway,2020-07-24,223,27,0.1210762331838565,1,1
Cook,Peterson Park Health Care,2020-07-24,220,35,0.1590909090909091,1,1
Lake,Avantara Long Grove,2020-07-24,218,32,0.14678899082568808,1,1
Cook,Niles Nursing and Rehab Center,2020-07-24,206,47,0.22815533980582525,1,1
Cook,Symphony of Morgan Park,2020-07-24,199,25,0.12562814070351758,1,1
Cook,Glenview Terrace,2020-07-24,196,35,0.17857142857142858,1,1
Cook,Symphony of South Shore,2020-07-24,193,26,0.13471502590673576,1,1
Will,Meadowbrook Manor of Bolingbrook,2020-07-24,188,41,0.21808510638297873,1,1
Cook,Elevate Care Chicago North,2020-07-24,185,33,0.1783783783783784,1,1
Cook,Symphony of Lincoln Park,2020-07-24,184,30,0.16304347826086957,1,1
Cook,Symphony at 87th,2020-07-24,169,34,0.20118343195266272,1,1
DuPage,Manorcare Hinsdale,2020-07-24,168,33,0.19642857142857142,1,1
Cook,Norridge Gardens,2020-07-24,166,44,0.26506024096385544,1,1
Cook,Villa at Windsor Park,2020-07-24,165,47,0.28484848484848485,1,1
Kane,Tower Hill Healthcare Center,2020-07-24,164,30,0.18292682926829268,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,2020-07-24,158,5,0.03164556962025317,1,1
Cook,Mayfield Care Center,2020-07-24,156,23,0.14743589743589744,1,1
Cook,Fairmont Care,2020-07-24,153,32,0.20915032679738563,1,1
DuPage,Bria of Westmont,2020-07-24,152,26,0.17105263157894737,1,1
Cook,Bria Forest Edge,2020-07-24,148,2,0.013513513513513514,1,1
Kankakee,Samuel H. Shapiro Developmental Center,2020-07-24,145,1,0.006896551724137931,1,1
Cook,Harmony Healthcare and Rehab,2020-07-24,141,29,0.20567375886524822,1,1
Kane,Bria of Geneva,2020-07-24,135,26,0.1925925925925926,1,1
Cook,Mosaic of Lakeshore,2020-07-24,132,27,0.20454545454545456,1,1
Will,symphony of joliet,2020-07-24,130,25,0.19230769230769232,1,1
Cook,Generations at Regency,2020-07-24,129,32,0.24806201550387597,1,1
Cook,Carlton at the Lake,2020-07-24,125,19,0.152,1,1
Cook,Uptown Health Center,2020-07-24,125,4,0.032,1,1
Cook,Midway Neuro and Rehab,2020-07-24,124,12,0.0967741935483871,1,1
Cook,Aperion Care International of Chicago,2020-07-24,124,23,0.18548387096774194,1,1
Cook,Clark Manor,2020-07-24,122,15,0.12295081967213115,1,1
Sangamon,Villa East,2020-07-24,122,26,0.21311475409836064,1,1
DuPage,Forestview Rehabilitation & Nursing Center,2020-07-24,120,16,0.13333333333333333,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,2020-07-24,118,17,0.1440677966101695,1,1
Kane,Symphony of Orchard Valley,2020-07-24,115,24,0.20869565217391303,1,1
Cook,Ambassador Nursing,2020-07-24,114,11,0.09649122807017543,1,1
Cook,Grosse Pointe Manor,2020-07-24,113,23,0.20353982300884957,1,1
Cook,ManorCare ElkGrove Village,2020-07-24,111,24,0.21621621621621623,1,1
Cook,Central Nursing Home,2020-07-24,111,17,0.15315315315315314,1,1
Cook,Austin Oasis,2020-07-24,110,15,0.13636363636363635,1,1
Cook,Golfview Developmental Center,2020-07-24,108,11,0.10185185185185185,1,1
Cook,Avanti Wellness & Rehabilitation ,2020-07-24,105,17,0.1619047619047619,1,1
Cook,Addolorata Villa,2020-07-24,105,18,0.17142857142857143,1,1
Cook,Astoria Place of Chicago,2020-07-24,104,21,0.20192307692307693,1,1
St. Clair,Four Fountains,2020-07-24,104,31,0.2980769230769231,1,1
