County,FacilityName,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,Ludeman Developmental Center,No Match,2020-07-24,331,10,0.030211480362537766,1,0,1,1
Cook,City View Multi Care Center,145850,2020-07-24,252,14,0.05555555555555555,1,0,1,1
Cook,Woodbridge Nursing Pavilion,145792,2020-07-24,226,38,0.168141592920354,1,0,1,1
Cook,Symphony at Midway,145995,2020-07-24,223,27,0.1210762331838565,1,0,1,1
Cook,Peterson Park Health Care,145838,2020-07-24,220,35,0.1590909090909091,1,0,1,1
Lake,Avantara Long Grove,145868,2020-07-24,218,32,0.14678899082568808,1,0,1,1
Cook,Niles Nursing and Rehab Center,145696,2020-07-24,206,47,0.22815533980582525,1,0,1,1
Cook,Symphony of Morgan Park,145764,2020-07-24,199,25,0.12562814070351758,1,0,1,1
Cook,Glenview Terrace,145268,2020-07-24,196,35,0.17857142857142858,1,0,1,1
Cook,Symphony of South Shore,145977,2020-07-24,193,26,0.13471502590673576,1,0,1,1
Will,Meadowbrook Manor of Bolingbrook,No Match,2020-07-24,188,41,0.21808510638297873,1,0,1,1
Cook,Elevate Care Chicago North,145484,2020-07-24,185,33,0.1783783783783784,1,0,1,1
Cook,Symphony of Lincoln Park,145510,2020-07-24,184,30,0.16304347826086957,1,0,1,1
Cook,Symphony at 87th,145983,2020-07-24,169,34,0.20118343195266272,1,0,1,1
DuPage,Manorcare Hinsdale,145246,2020-07-24,168,33,0.19642857142857142,1,0,1,1
Cook,Norridge Gardens,145329,2020-07-24,166,44,0.26506024096385544,1,0,1,1
Cook,Villa at Windsor Park,145970,2020-07-24,165,47,0.28484848484848485,1,0,1,1
Kane,Tower Hill Healthcare Center,145795,2020-07-24,164,30,0.18292682926829268,1,0,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2020-07-24,158,5,0.03164556962025317,1,0,1,1
Cook,Mayfield Care Center,145885,2020-07-24,156,23,0.14743589743589744,1,0,1,1
Cook,Fairmont Care,145867,2020-07-24,153,32,0.20915032679738563,1,0,1,1
DuPage,Bria of Westmont,145405,2020-07-24,152,26,0.17105263157894737,1,0,1,1
Cook,Bria Forest Edge,145864,2020-07-24,148,2,0.013513513513513514,1,0,1,1
Kankakee,Samuel H. Shapiro Developmental Center,No Match,2020-07-24,145,1,0.006896551724137931,1,0,1,1
Cook,Harmony Healthcare and Rehab,145775,2020-07-24,141,29,0.20567375886524822,1,0,1,1
Kane,Bria of Geneva,146067,2020-07-24,135,26,0.1925925925925926,1,0,1,1
Cook,Mosaic of Lakeshore,145244,2020-07-24,132,27,0.20454545454545456,1,0,1,1
Will,symphony of joliet,145372,2020-07-24,130,25,0.19230769230769232,1,1,0,1
Cook,Generations at Regency,145237,2020-07-24,129,32,0.24806201550387597,1,0,1,1
Cook,Carlton at the Lake,145679,2020-07-24,125,19,0.152,1,0,1,1
Cook,Uptown Health Center,145881,2020-07-24,125,4,0.032,1,0,1,1
Cook,Midway Neuro and Rehab,145778,2020-07-24,124,12,0.0967741935483871,1,0,1,1
Cook,Aperion Care International of Chicago,146001,2020-07-24,124,23,0.18548387096774194,1,0,1,1
Cook,Clark Manor,145507,2020-07-24,122,15,0.12295081967213115,1,0,1,1
Sangamon,Villa East,145721,2020-07-24,122,26,0.21311475409836064,1,1,0,1
DuPage,Forestview Rehabilitation & Nursing Center,145752,2020-07-24,120,16,0.13333333333333333,1,0,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2020-07-24,118,17,0.1440677966101695,1,0,1,1
Kane,Symphony of Orchard Valley,145473,2020-07-24,115,24,0.20869565217391303,1,0,1,1
Cook,Ambassador Nursing,145343,2020-07-24,114,11,0.09649122807017543,1,0,1,1
Cook,Grosse Pointe Manor,145999,2020-07-24,113,23,0.20353982300884957,1,0,1,1
Cook,ManorCare ElkGrove Village,145689,2020-07-24,111,24,0.21621621621621623,1,0,1,1
Cook,Central Nursing Home,145648,2020-07-24,111,17,0.15315315315315314,1,0,1,1
Cook,Austin Oasis,145834,2020-07-24,110,15,0.13636363636363635,1,0,1,1
Cook,Golfview Developmental Center,No Match,2020-07-24,108,11,0.10185185185185185,1,0,1,1
Cook,Avanti Wellness & Rehabilitation ,No Match,2020-07-24,105,17,0.1619047619047619,1,0,1,1
Cook,Addolorata Villa,145724,2020-07-24,105,18,0.17142857142857143,1,0,1,1
Cook,Astoria Place of Chicago,145634,2020-07-24,104,21,0.20192307692307693,1,0,1,1
St. Clair,Four Fountains,No Match,2020-07-24,104,31,0.2980769230769231,1,0,1,1
DuPage,Alden Estates of Naperville,145582,2020-07-24,103,21,0.20388349514563106,1,0,1,1
DuPage,Oakbrook Care,145458,2020-07-24,103,23,0.22330097087378642,1,0,1,1
Cook,Bria River Oaks,145735,2020-07-24,102,2,0.0196078431372549,1,0,1,1
Cook,Atrium Health Care Center,145479,2020-07-24,102,10,0.09803921568627451,1,0,1,1
DuPage,Windsor Park Manor,No Match,2020-07-24,100,21,0.21,1,0,1,1
Cook,Bria of Palos Hills,145650,2020-07-24,98,18,0.1836734693877551,1,0,1,1
Cook,Lee Manor Rehab and Nursing,145382,2020-07-24,97,18,0.18556701030927836,1,0,1,1
Madison,Edwardsville Care Center,145555,2020-07-24,97,22,0.2268041237113402,1,0,1,1
Cook,Aperion Care Oak Lawn,145197,2020-07-24,96,21,0.21875,1,0,1,1
Cook,Chalet Living And Rehab Center,145670,2020-07-24,96,14,0.14583333333333334,1,0,1,1
Cook,Landmark of Des Plaines,145334,2020-07-24,95,22,0.23157894736842105,1,0,1,1
Lake,Aperion Care Highwood,145936,2020-07-24,95,14,0.14736842105263157,1,1,0,1
Cook,Norwood crossing Skilled Nursing,145974,2020-07-24,94,17,0.18085106382978725,1,0,1,1
Macon,Fairhavens Senior Living,145422,2020-07-24,93,21,0.22580645161290322,1,0,1,1
Coles,Charleston Rehab and Healthcare,145636,2020-07-24,92,16,0.17391304347826086,1,0,1,1
Cook,Center Home for Hispanic Elderly,146062,2020-07-24,91,30,0.32967032967032966,1,0,1,1
Cook,Bellhaven Nursing and Rehabilitation,145549,2020-07-24,90,9,0.1,1,0,1,1
Cook,Generations at Elmwood Park,145419,2020-07-24,89,19,0.21348314606741572,1,0,1,1
Kankakee,Riverside Miller Rehabilitation,No Match,2020-07-24,88,22,0.25,1,1,0,1
Kane,Asbury Gardens,146170,2020-07-24,88,19,0.2159090909090909,1,0,1,1
Cook,Glenwood Health Care & Rehab,No Match,2020-07-24,88,5,0.056818181818181816,1,0,1,1
Cook,Beacon Care Center,145776,2020-07-24,87,14,0.16091954022988506,1,0,1,1
Boone,Symphony Northwoods,No Match,2020-07-24,87,15,0.1724137931034483,1,0,1,1
Cook,Southpoint Nsg and Rehab,145914,2020-07-24,87,11,0.12643678160919541,1,0,1,1
DuPage,The Grove of Elmhurst,145339,2020-07-24,86,9,0.10465116279069768,1,0,1,1
Cook,Community Care Nursing Home,146164,2020-07-24,86,9,0.10465116279069768,1,0,1,1
