reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks
2020-08-14,Adams,Bradford Villa,7,0,Open,0.0,1
2020-08-14,Adams,Good Samaritan Home,2,0,Open,0.0,1
2020-08-14,Adams,Illinois Veterans Home,22,1,Open,0.045454545454545456,1
2020-08-14,Adams,Senior Center,4,2,Open,0.5,1
2020-08-14,Bond,Greenville Nursing & Rehab,4,0,Open,0.0,1
2020-08-14,Boone,Park Place of Belvidere,6,0,Closed,0.0,1
2020-08-14,Boone,Symphony Northwoods,89,16,Open,0.1797752808988764,1
2020-08-14,Bureau,St. Margarets Living Center,3,0,Open,0.0,1
2020-08-14,Carroll,Big Meadows Nursing Home,20,4,Open,0.2,1
2020-08-14,Cass,Heritage Health,2,0,Open,0.0,1
2020-08-14,Cass,Walker Nursing Home,58,11,Open,0.1896551724137931,1
2020-08-14,Champaign,Champaign-Urbana Nursing and Rehab,4,1,Open,0.25,1
2020-08-14,Champaign,Country Health and Rehab,7,0,Open,0.0,1
2020-08-14,Champaign,Green House Homes at Clark-Lindsey,2,0,Open,0.0,1
2020-08-14,Champaign,Reflections Memory Care,28,4,Closed,0.14285714285714285,1
2020-08-14,Champaign,University Rehab Center,5,0,Closed,0.0,1
2020-08-14,Champaign,Villas of Hollybrook-Rantoul,5,0,Open,0.0,1
2020-08-14,Christian,Prairie Rose,2,0,Open,0.0,1
2020-08-14,Christian,Villas of Holly Brook,2,0,Closed,0.0,1
2020-08-14,Clark,Villas of Holly Brook Marshall,7,0,Open,0.0,1
2020-08-14,Clinton,Carlyle HealthCare Center,85,15,Closed,0.17647058823529413,1
2020-08-14,Clinton,Clinton Manor Living Facility,31,1,Closed,0.03225806451612903,1
2020-08-14,Clinton,Villa Catherine,7,0,Closed,0.0,1
2020-08-14,Clinton,Warrren G Murray Develpmental Center,62,0,Closed,0.0,1
2020-08-14,Coles,Charleston Rehab and Healthcare,94,17,Open,0.18085106382978725,1
2020-08-14,Coles,CTF Illinois,3,0,Open,0.0,1
2020-08-14,Coles,Mattoon Healthcare,2,0,Closed,0.0,1
2020-08-14,Coles,Odd Fellow Rebekah,16,3,Open,0.1875,1
2020-08-14,Coles,Villas of Holly,2,0,Open,0.0,1
2020-08-14,Cook,Abington of Glenview,11,1,Closed,0.09090909090909091,1
2020-08-14,Cook,Addolorata Villa,106,19,Open,0.1792452830188679,1
2020-08-14,Cook,Alden Estates Des Plaines,13,2,Open,0.15384615384615385,1
2020-08-14,Cook,Alden Estates of Barrington,13,0,Open,0.0,1
2020-08-14,Cook,Alden Estates of Evanston,18,2,Open,0.1111111111111111,1
2020-08-14,Cook,Alden Estates of Northmoor,88,18,Open,0.20454545454545456,1
2020-08-14,Cook,Alden Estates of Orland Park,39,13,Open,0.3333333333333333,1
2020-08-14,Cook,Alden Estates of Skokie,6,0,Closed,0.0,1
2020-08-14,Cook,Alden Estates of Skokie ,3,0,Open,0.0,1
2020-08-14,Cook,Alden Lakeland,14,2,Closed,0.14285714285714285,1
2020-08-14,Cook,Alden Lakeland,14,0,Open,0.0,1
2020-08-14,Cook,Alden Lincoln Park Rehab,74,12,Closed,0.16216216216216217,1
2020-08-14,Cook,Alden North Shore,2,0,Closed,0.0,1
2020-08-14,Cook,Alden North Shore ,4,0,Open,0.0,1
2020-08-14,Cook,Alden PoplarCreek,83,25,Open,0.30120481927710846,1
2020-08-14,Cook,Alden Princeton Rehab & Health,54,12,Open,0.2222222222222222,1
2020-08-14,Cook,Alden Town Manor Care,7,0,Open,0.0,1
2020-08-14,Cook,Alden Village North,3,0,Open,0.0,1
2020-08-14,Cook,Alden Village North,6,0,Closed,0.0,1
2020-08-14,Cook,Alden Wentworth  Rehab & Healthcare Center,72,15,Open,0.20833333333333334,1
2020-08-14,Cook,All American Nursing Home,51,4,Open,0.0784313725490196,1
2020-08-14,Cook,All Saints,2,0,Open,0.0,1
2020-08-14,Cook,Ambassador Nursing,116,10,Open,0.08620689655172414,1
2020-08-14,Cook,AMITA Health Holy Family Medical Center ,29,1,Open,0.034482758620689655,1
2020-08-14,Cook,Aperion Care Burbank,5,1,Closed,0.2,1
2020-08-14,Cook,Aperion Care Chicago Heights,17,1,Open,0.058823529411764705,1
2020-08-14,Cook,Aperion Care Dolton,31,5,Open,0.16129032258064516,1
2020-08-14,Cook,Aperion Care Evanston,25,2,Closed,0.08,1
2020-08-14,Cook,Aperion Care Forest Park,39,4,Open,0.10256410256410256,1
2020-08-14,Cook,Aperion Care International of Chicago,138,23,Open,0.16666666666666666,1
2020-08-14,Cook,Aperion Care Midlothian,5,0,Open,0.0,1
2020-08-14,Cook,Aperion Care Oak Lawn,99,21,Open,0.21212121212121213,1
2020-08-14,Cook,Aperion Care Plum Grove,58,19,Open,0.3275862068965517,1
2020-08-14,Cook,Aperion Care West Ridge,33,13,Open,0.3939393939393939,1
2020-08-14,Cook,Arbour Health Care Center,58,3,Closed,0.05172413793103448,1
2020-08-14,Cook,Arden Courts/Manor Care of South Holland ,68,8,Open,0.11764705882352941,1
2020-08-14,Cook,Arden Courts of Elk Grove,31,8,Open,0.25806451612903225,1
2020-08-14,Cook,Arden Courts of Palos Heights,55,10,Open,0.18181818181818182,1
2020-08-14,Cook,Artis Senior Living of Lakeview,34,8,Open,0.23529411764705882,1
2020-08-14,Cook,Asbury Court Senior Living,6,1,Open,0.16666666666666666,1
2020-08-14,Cook,Aspire Living Prospect Heights,13,1,Open,0.07692307692307693,1
2020-08-14,Cook,Astoria Place of Chicago,104,20,Closed,0.19230769230769232,1
2020-08-14,Cook,Atria Glenview,4,0,Open,0.0,1
2020-08-14,Cook,Atrium Health Care Center,99,10,Closed,0.10101010101010101,1
2020-08-14,Cook,Austin Oasis,99,15,Open,0.15151515151515152,1
2020-08-14,Cook,Autumn Green at Wright Campus,2,0,Open,0.0,1
2020-08-14,Cook,Avantara Evergreen Park,87,21,Open,0.2413793103448276,1
2020-08-14,Cook,Avantara Park Ridge,4,2,Open,0.5,1
2020-08-14,Cook,Avanti Wellness & Rehabilitation ,107,17,Open,0.1588785046728972,1
2020-08-14,Cook,Avenues to Independence,14,0,Open,0.0,1
2020-08-14,Cook,Balmoral Home,20,0,Open,0.0,1
2020-08-14,Cook,Barton Senior Living,2,0,Open,0.0,1
2020-08-14,Cook,Beacon Care Center,82,14,Closed,0.17073170731707318,1
2020-08-14,Cook,Beechwood Manor,3,0,Open,0.0,1
2020-08-14,Cook,Bella Terra Morton Grove,70,11,Open,0.15714285714285714,1
2020-08-14,Cook,Bella Terra Streamwood,16,3,Open,0.1875,1
2020-08-14,Cook,Bella Terra Wheeling,67,15,Open,0.22388059701492538,1
2020-08-14,Cook,Bellhaven Nursing and Rehabilitation,92,9,Open,0.09782608695652174,1
2020-08-14,Cook,Bellwood Development Center,2,0,Closed,0.0,1
2020-08-14,Cook,Belmont Oak Park,6,2,Closed,0.3333333333333333,1
2020-08-14,Cook,Belmont Village Senior Living of Glenview,26,5,Open,0.19230769230769232,1
2020-08-14,Cook,Berkeley Nursing and Rehabilitation Center,4,3,Closed,0.75,1
2020-08-14,Cook,Bethesda Rehab and Senior Care,47,6,Open,0.1276595744680851,1
2020-08-14,Cook,Bickford of Tinley Park,2,0,Open,0.0,1
2020-08-14,Cook,Birchwood Plaza Nursing-Rehab,86,15,Open,0.1744186046511628,1
2020-08-14,Cook,Brandel Care Center,10,0,Open,0.0,1
2020-08-14,Cook,Bria Forest Edge,138,2,Open,0.014492753623188406,1
2020-08-14,Cook,BRIA of Chicago Heights,60,1,Open,0.016666666666666666,1
2020-08-14,Cook,Bria of Palos Hills,102,18,Open,0.17647058823529413,1
2020-08-14,Cook,Bria Place of Indian Head Park,32,7,Open,0.21875,1
2020-08-14,Cook,Bria River Oaks,103,2,Open,0.019417475728155338,1
2020-08-14,Cook,Bridgeview HC,64,15,Open,0.234375,1
2020-08-14,Cook,Brookdale Assisted living,5,1,Closed,0.2,1
2020-08-14,Cook,Brookdale Des Plaines,21,6,Open,0.2857142857142857,1
2020-08-14,Cook,Brookdale Hoffman Estates,11,0,Open,0.0,1
2020-08-14,Cook,Brookdale - Lake Shore,8,0,Open,0.0,1
2020-08-14,Cook,Brookdale Northbrook ,5,3,Open,0.6,1
2020-08-14,Cook,Brookdale Orland Park,15,6,Open,0.4,1
2020-08-14,Cook,Brookdale Prospect Heights,6,0,Open,0.0,1
2020-08-14,Cook,Bryn Mawr Care,13,0,Open,0.0,1
2020-08-14,Cook,Buckingham Pavilion,72,13,Open,0.18055555555555555,1
2020-08-14,Cook,Burbank Rehab - Vera Care Stickney,40,11,Open,0.275,1
2020-08-14,Cook,California Gardens Nursing and Rehabilitation Cent,155,5,Open,0.03225806451612903,1
2020-08-14,Cook,Calumet City Terrace,3,0,Open,0.0,1
2020-08-14,Cook,Carlton at the Lake,112,19,Closed,0.16964285714285715,1
2020-08-14,Cook,Center Home for Hispanic Elderly,96,30,Open,0.3125,1
2020-08-14,Cook,Central Baptist Village,13,1,Open,0.07692307692307693,1
2020-08-14,Cook,Central Nursing Home,108,17,Open,0.1574074074074074,1
2020-08-14,Cook,Chalet Living And Rehab Center,97,14,Open,0.14432989690721648,1
2020-08-14,Cook,Chicago Ridge Nursing and Rehab,54,16,Open,0.2962962962962963,1
2020-08-14,Cook,Citadel of Northbrook,36,2,Open,0.05555555555555555,1
2020-08-14,Cook,Citadel of Skokie,9,2,Closed,0.2222222222222222,1
2020-08-14,Cook,Citadel of Warren Park,22,4,Closed,0.18181818181818182,1
2020-08-14,Cook,Citadel of Waterford,64,13,Open,0.203125,1
2020-08-14,Cook,Citadel of Wilmette,18,5,Open,0.2777777777777778,1
2020-08-14,Cook,City View Multi Care Center,252,14,Open,0.05555555555555555,1
2020-08-14,Cook,Clark Manor,124,15,Open,0.12096774193548387,1
2020-08-14,Cook,Clearbrook West,3,1,Closed,0.3333333333333333,1
2020-08-14,Cook,Clear Oaks Senior Living,3,0,Open,0.0,1
2020-08-14,Cook,Clearbrook Center,49,7,Open,0.14285714285714285,1
2020-08-14,Cook,Clearbrook West,3,0,Open,0.0,1
2020-08-14,Cook,Community Care Nursing Home,79,10,Open,0.12658227848101267,1
2020-08-14,Cook,Continental Nursing and Rehabilitation Center,76,12,Open,0.15789473684210525,1
2020-08-14,Cook,Country Club Terrace,10,0,Open,0.0,1
2020-08-14,Cook,Countryside Nursing and Rehab Center,64,11,Open,0.171875,1
2020-08-14,Cook,Covenant Enabling Residence,5,0,Closed,0.0,1
2020-08-14,Cook,Covenant Home of Chicago,2,0,Open,0.0,1
2020-08-14,Cook,Crestwood Terrace,2,0,Open,0.0,1
2020-08-14,Cook,"David Webb, Jr. Senior Living Complex",3,2,Open,0.6666666666666666,1
2020-08-14,Cook,Dobson Plaza,78,21,Open,0.2692307692307692,1
2020-08-14,Cook,Edward Hines VA Community Living Center,23,3,Open,0.13043478260869565,1
2020-08-14,Cook,Elevate Care Chicago North,175,34,Open,0.19428571428571428,1
2020-08-14,Cook,Elevate Care Irving Park,71,13,Open,0.18309859154929578,1
2020-08-14,Cook,Elevate Care Niles,14,5,Open,0.35714285714285715,1
2020-08-14,Cook,Elevate Care Northbrook,74,16,Open,0.21621621621621623,1
2020-08-14,Cook,Elevate Care South Holland,19,6,Open,0.3157894736842105,1
2020-08-14,Cook,Elevate Saint Andrew,42,9,Open,0.21428571428571427,1
2020-08-14,Cook,Emerald Place Memory Care,11,2,Open,0.18181818181818182,1
