County,FacilityName,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Kankakee,Samuel H. Shapiro Developmental Center,No Match,2020-11-27,277,1,0.0036101083032490976,2,1,1,1
Cook,Ludeman Developmental Center,No Match,2020-11-27,263,9,0.034220532319391636,1,1,0,1
Cook,City View Multi Care Center,145850,2020-11-27,249,15,0.060240963855421686,1,1,0,1
Lake,Avantara Long Grove,145868,2020-11-27,228,32,0.14035087719298245,1,1,0,1
Cook,Peterson Park Health Care,145838,2020-11-27,221,35,0.1583710407239819,2,1,1,1
Cook,Symphony at Midway,145995,2020-11-27,220,27,0.12272727272727273,2,2,0,1
Cook,Woodbridge Nursing Pavilion,145792,2020-11-27,219,40,0.182648401826484,1,1,0,1
Cook,Niles Nursing and Rehab Center,145696,2020-11-27,217,54,0.2488479262672811,2,1,1,1
Cook,Symphony of South Shore,145977,2020-11-27,207,29,0.14009661835748793,2,0,2,1
Cook,Symphony of Lincoln Park,145510,2020-11-27,205,31,0.15121951219512195,2,1,1,1
Cook,Symphony of Morgan Park,145764,2020-11-27,202,26,0.12871287128712872,1,0,1,1
LaSalle,Illinois Veterans Home - LaSalle,No Match,2020-11-27,202,27,0.13366336633663367,2,1,1,1
Cook,Aperion Care International of Chicago,146001,2020-11-27,196,27,0.1377551020408163,1,0,1,1
Will,Meadowbrook Manor of Bolingbrook,No Match,2020-11-27,194,41,0.211340206185567,2,1,1,1
Cook,Bria River Oaks,145735,2020-11-27,193,2,0.010362694300518135,1,0,1,1
Cook,Glenview Terrace,145268,2020-11-27,190,33,0.1736842105263158,1,1,0,1
DuPage,Manorcare Hinsdale,145246,2020-11-27,190,37,0.19473684210526315,2,1,1,1
Cook,Elevate Care Chicago North,145484,2020-11-27,184,34,0.18478260869565216,2,1,1,1
Kane,River View Rehab ,No Match,2020-11-27,183,5,0.0273224043715847,1,0,1,1
Cook,Symphony at 87th,145983,2020-11-27,182,34,0.18681318681318682,1,0,1,1
Lake,Hillcrest Retirement Village,146130,2020-11-27,178,19,0.10674157303370786,1,0,1,1
Kane,Tower Hill Healthcare Center,145795,2020-11-27,175,30,0.17142857142857143,2,1,1,1
Cook,Norridge Gardens,145329,2020-11-27,168,46,0.27380952380952384,1,0,1,1
Kankakee,Riverside Miller Rehabilitation,No Match,2020-11-27,166,22,0.13253012048192772,2,1,1,1
Cook,Villa at Windsor Park,145970,2020-11-27,162,44,0.2716049382716049,2,2,0,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2020-11-27,157,6,0.03821656050955414,1,1,0,1
Cook,Bria Forest Edge,145864,2020-11-27,156,2,0.01282051282051282,1,0,1,1
Cook,Mayfield Care Center,145885,2020-11-27,154,23,0.14935064935064934,1,1,0,1
DuPage,Bria of Westmont,145405,2020-11-27,152,29,0.19078947368421054,1,0,1,1
Cook,Fairmont Care,145867,2020-11-27,151,32,0.2119205298013245,1,1,0,1
Kane,Bria of Geneva,146067,2020-11-27,147,30,0.20408163265306123,2,1,1,1
Cook,Midway Neuro and Rehab,145778,2020-11-27,142,12,0.08450704225352113,1,1,0,1
Coles,Mattoon Rehabilitation and Health Care Center,No Match,2020-11-27,141,16,0.11347517730496454,1,0,1,1
Cook,Harmony Healthcare and Rehab,145775,2020-11-27,139,29,0.20863309352517986,2,1,1,1
LaSalle,Liberty Village of Peru - Manor Court,No Match,2020-11-27,139,21,0.1510791366906475,1,0,1,1
Cook,Generations at Regency,145237,2020-11-27,138,33,0.2391304347826087,2,1,1,1
Macon,Imboden Creek,No Match,2020-11-27,133,7,0.05263157894736842,1,0,1,1
Will,symphony of joliet,145372,2020-11-27,130,25,0.19230769230769232,1,1,0,1
Kane,Symphony of Orchard Valley,145473,2020-11-27,126,24,0.19047619047619047,2,2,0,1
Lee,Jack Mabley Developmental Center,No Match,2020-11-27,125,1,0.008,2,2,0,1
Cook,Clark Manor,145507,2020-11-27,124,15,0.12096774193548387,1,1,0,1
Cook,Pearl of Rolling Meadows,145350,2020-11-27,124,7,0.056451612903225805,2,1,1,1
Williamson,Shawnee Senior Living,146036,2020-11-27,124,19,0.1532258064516129,2,1,1,1
Cook,Golfview Developmental Center,No Match,2020-11-27,123,11,0.08943089430894309,1,1,0,1
Sangamon,Villa East,145721,2020-11-27,122,26,0.21311475409836064,1,1,0,1
Madison,University Care Center,145985,2020-11-27,122,13,0.10655737704918032,3,2,1,1
Cook,Mosaic of Lakeshore,145244,2020-11-27,122,29,0.23770491803278687,1,1,0,1
Cook,Alden Town Manor Rehabilitation & Health Care Cent,145736,2020-11-27,121,25,0.2066115702479339,1,0,1,1
Greene,White Hall Nursing and Rehab,145519,2020-11-27,121,20,0.1652892561983471,1,0,1,1
Lake,Rolling Hills Manor,145443,2020-11-27,120,17,0.14166666666666666,3,1,2,1
Cook,Citadel of Northbrook,145982,2020-11-27,120,8,0.06666666666666667,1,0,1,1
Cook,Ambassador Nursing,145343,2020-11-27,120,9,0.075,2,1,1,1
Cook,Uptown Health Center,145881,2020-11-27,120,18,0.15,1,1,0,1
Cook,Center Home for Hispanic Elderly,146062,2020-11-27,120,30,0.25,1,0,1,1
Cook,Alden Lakeland,145450,2020-11-27,120,2,0.016666666666666666,3,2,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2020-11-27,118,17,0.1440677966101695,1,0,1,1
DuPage,Forestview Rehabilitation & Nursing Center,145752,2020-11-27,118,18,0.15254237288135594,1,1,0,1
DuPage,Alden Estates of Naperville,145582,2020-11-27,117,22,0.18803418803418803,3,2,1,1
Macon,Villa Clara Post Acute,145965,2020-11-27,117,14,0.11965811965811966,1,0,1,1
Rock Island,Centennial Care Center,145680,2020-11-27,116,16,0.13793103448275862,1,0,1,1
Cook,Grosse Pointe Manor,145999,2020-11-27,116,25,0.21551724137931033,1,1,0,1
