reporting_date,County,FacilityName,confirmed_cases,deaths,ReportDate,status,CFR,outbreaks,county-facName,CMS_ProvNum
2020-12-25,Adams,Chaddock,11,0,2020-12-25T00:00:00,Open,0.0,1,ADAMS-CHADDOCK,No Match
2020-12-25,Adams,Illinois Veterans Home Quincy,239,6,2020-12-25T00:00:00,Open,0.02510460251046025,1,ADAMS-ILLINOIS VETERANS HOME QUINCY,No Match
2020-12-25,Adams,Good Samaritan Home,42,1,2020-12-25T00:00:00,Open,0.023809523809523808,1,ADAMS-GOOD SAMARITAN HOME,145773
2020-12-25,Adams,Adams Pointe Senior Living,4,0,2020-12-25T00:00:00,Closed,0.0,1,ADAMS-ADAMS POINTE SENIOR LIVING,No Match
2020-12-25,Adams,Bradford Villa,8,1,2020-12-25T00:00:00,Closed,0.125,1,ADAMS-BRADFORD VILLA,No Match
2020-12-25,Adams,Golden Good Shepperd Home,54,9,2020-12-25T00:00:00,Closed,0.16666666666666666,1,ADAMS-GOLDEN GOOD SHEPPERD HOME,No Match
2020-12-25,Adams,Sunset Home,18,0,2020-12-25T00:00:00,Open,0.0,1,ADAMS-SUNSET HOME,145800
2020-12-25,Adams,St Vincents Nursing Home,101,17,2020-12-25T00:00:00,Open,0.16831683168316833,1,ADAMS-ST VINCENTS NURSING HOME,145457
2020-12-25,Adams,Cedarhurst,26,1,2020-12-25T00:00:00,Closed,0.038461538461538464,1,ADAMS-CEDARHURST,No Match
2020-12-25,Adams,Timberpoint Health Care Center,34,6,2020-12-25T00:00:00,Open,0.17647058823529413,1,ADAMS-TIMBERPOINT HEALTH CARE CENTER,No Match
2020-12-25,Adams,Quincy Terrace,16,1,2020-12-25T00:00:00,Open,0.0625,1,ADAMS-QUINCY TERRACE,No Match
2020-12-25,Adams,Bickford Cottage (2),3,0,2020-12-25T00:00:00,Open,0.0,1,ADAMS-BICKFORD COTTAGE (2),No Match
2020-12-25,Adams,Bradford Villa (2),11,0,2020-12-25T00:00:00,Open,0.0,1,ADAMS-BRADFORD VILLA (2),No Match
2020-12-25,Bond,Greenville Nursing & Rehab,23,1,2020-12-25T00:00:00,Open,0.043478260869565216,1,BOND-GREENVILLE NURSING & REHAB,145909
2020-12-25,Bond,Cedarhurst of Greenville,18,3,2020-12-25T00:00:00,Closed,0.16666666666666666,1,BOND-CEDARHURST OF GREENVILLE,No Match
2020-12-25,Bond,The Glenwood,9,1,2020-12-25T00:00:00,Open,0.1111111111111111,1,BOND-THE GLENWOOD,No Match
2020-12-25,Bond,Fayco - Elm St Greenville,8,0,2020-12-25T00:00:00,Open,0.0,1,BOND-FAYCO - ELM ST GREENVILLE,No Match
2020-12-25,Boone,Symphony Northwoods,89,16,2020-12-25T00:00:00,Closed,0.1797752808988764,1,BOONE-SYMPHONY NORTHWOODS,No Match
2020-12-25,Boone,Park Place of Belvidere,6,0,2020-12-25T00:00:00,Closed,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071
2020-12-25,Boone,Heritage of Woods,5,1,2020-12-25T00:00:00,Closed,0.2,1,BOONE-HERITAGE OF WOODS,No Match
2020-12-25,Boone,Maple Crest Care Center,100,20,2020-12-25T00:00:00,Open,0.2,1,BOONE-MAPLE CREST CARE CENTER,145990
2020-12-25,Boone,Park Place,76,3,2020-12-25T00:00:00,Open,0.039473684210526314,1,BOONE-PARK PLACE,No Match
2020-12-25,Boone,Northwoods Care Center ,8,0,2020-12-25T00:00:00,Open,0.0,1,BOONE-NORTHWOODS CARE CENTER ,No Match
2020-12-25,Boone,Heritage Woods of Belvidere ,23,3,2020-12-25T00:00:00,Open,0.13043478260869565,1,BOONE-HERITAGE WOODS OF BELVIDERE ,No Match
2020-12-25,Brown,Heritage Health,52,9,2020-12-25T00:00:00,Open,0.17307692307692307,1,BROWN-HERITAGE HEALTH,No Match
2020-12-25,Bureau,St. Margarets Living Center,3,0,2020-12-25T00:00:00,Closed,0.0,1,BUREAU-ST. MARGARETS LIVING CENTER,No Match
2020-12-25,Bureau,Aperion Care- Princeton,99,8,2020-12-25T00:00:00,Open,0.08080808080808081,1,BUREAU-APERION CARE- PRINCETON,145437
2020-12-25,Bureau,Heartland Heath care- Henry,2,1,2020-12-25T00:00:00,Open,0.5,1,BUREAU-HEARTLAND HEATH CARE- HENRY,No Match
2020-12-25,Bureau,Liberty Village of Princeton,42,10,2020-12-25T00:00:00,Open,0.23809523809523808,1,BUREAU-LIBERTY VILLAGE OF PRINCETON,No Match
2020-12-25,Bureau,Aperion Care Spring Valley,95,14,2020-12-25T00:00:00,Open,0.14736842105263157,1,BUREAU-APERION CARE SPRING VALLEY,No Match
