reporting_date,County,FacilityName,confirmed_cases,deaths,ReportDate,status,CFR,outbreaks,county-facName,CMS_ProvNum
2020-11-27,Adams,Chaddock,3,0,2020-11-27T00:00:00,Closed,0.0,1,ADAMS-CHADDOCK,No Match
2020-11-27,Adams,Illinois Veterans Home Quincy,87,2,2020-11-27T00:00:00,Open,0.022988505747126436,1,ADAMS-ILLINOIS VETERANS HOME QUINCY,No Match
2020-11-27,Adams,Good Samaritan Home,28,1,2020-11-27T00:00:00,Open,0.03571428571428571,1,ADAMS-GOOD SAMARITAN HOME,145773
2020-11-27,Adams,Adams Pointe Senior Living,4,0,2020-11-27T00:00:00,Closed,0.0,1,ADAMS-ADAMS POINTE SENIOR LIVING,No Match
2020-11-27,Adams,Bradford Villa,8,1,2020-11-27T00:00:00,Closed,0.125,1,ADAMS-BRADFORD VILLA,No Match
2020-11-27,Adams,Golden Good Shepperd Home,52,8,2020-11-27T00:00:00,Open,0.15384615384615385,1,ADAMS-GOLDEN GOOD SHEPPERD HOME,No Match
2020-11-27,Adams,Sunset Home,11,0,2020-11-27T00:00:00,Open,0.0,1,ADAMS-SUNSET HOME,145800
2020-11-27,Adams,St Vincents Nursing Home,96,9,2020-11-27T00:00:00,Open,0.09375,1,ADAMS-ST VINCENTS NURSING HOME,145457
2020-11-27,Adams,Cedarhurst,24,1,2020-11-27T00:00:00,Open,0.041666666666666664,1,ADAMS-CEDARHURST,No Match
2020-11-27,Adams,Timberpoint Health Care Center,21,1,2020-11-27T00:00:00,Open,0.047619047619047616,1,ADAMS-TIMBERPOINT HEALTH CARE CENTER,No Match
2020-11-27,Adams,Quincy Terrace,4,0,2020-11-27T00:00:00,Open,0.0,1,ADAMS-QUINCY TERRACE,No Match
2020-11-27,Bond,Greenville Nursing & Rehab,21,1,2020-11-27T00:00:00,Open,0.047619047619047616,1,BOND-GREENVILLE NURSING & REHAB,145909
2020-11-27,Bond,Cedarhurst of Greenville,20,3,2020-11-27T00:00:00,Open,0.15,1,BOND-CEDARHURST OF GREENVILLE,No Match
2020-11-27,Boone,Symphony Northwoods,89,16,2020-11-27T00:00:00,Closed,0.1797752808988764,1,BOONE-SYMPHONY NORTHWOODS,No Match
2020-11-27,Boone,Park Place of Belvidere,6,0,2020-11-27T00:00:00,Closed,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071
2020-11-27,Boone,Heritage of Woods,5,1,2020-11-27T00:00:00,Closed,0.2,1,BOONE-HERITAGE OF WOODS,No Match
2020-11-27,Boone,Maple Crest Care Center,48,0,2020-11-27T00:00:00,Open,0.0,1,BOONE-MAPLE CREST CARE CENTER,145990
