County,FacilityName,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,Ludeman Developmental Center,No Match,2020-09-04,263,9,0.034220532319391636,1,1,0,1
Cook,City View Multi Care Center,145850,2020-09-04,256,15,0.05859375,1,0,1,1
Lake,Captain James A Lovell FHCC CLC,No Match,2020-09-04,234,6,0.02564102564102564,1,0,1,1
Kankakee,Samuel H. Shapiro Developmental Center,No Match,2020-09-04,226,1,0.004424778761061947,1,0,1,1
Lake,Avantara Long Grove,145868,2020-09-04,221,35,0.1583710407239819,1,0,1,1
Cook,Woodbridge Nursing Pavilion,145792,2020-09-04,219,40,0.182648401826484,1,1,0,1
Cook,Symphony at Midway,145995,2020-09-04,218,27,0.12385321100917432,1,1,0,1
Cook,Peterson Park Health Care,145838,2020-09-04,213,35,0.1643192488262911,1,1,0,1
Cook,Niles Nursing and Rehab Center,145696,2020-09-04,211,49,0.23222748815165878,1,0,1,1
Cook,Symphony of Morgan Park,145764,2020-09-04,202,26,0.12871287128712872,1,0,1,1
Cook,Glenview Terrace,145268,2020-09-04,196,35,0.17857142857142858,1,0,1,1
Will,Meadowbrook Manor of Bolingbrook,No Match,2020-09-04,188,41,0.21808510638297873,1,1,0,1
Cook,Symphony of South Shore,145977,2020-09-04,185,28,0.15135135135135136,1,0,1,1
Cook,Symphony of Lincoln Park,145510,2020-09-04,185,30,0.16216216216216217,1,1,0,1
Cook,Elevate Care Chicago North,145484,2020-09-04,179,34,0.18994413407821228,2,1,1,1
Cook,Symphony at 87th,145983,2020-09-04,172,34,0.19767441860465115,1,0,1,1
Kane,Tower Hill Healthcare Center,145795,2020-09-04,170,30,0.17647058823529413,1,0,1,1
DuPage,Manorcare Hinsdale,145246,2020-09-04,168,33,0.19642857142857142,1,0,1,1
Cook,Norridge Gardens,145329,2020-09-04,166,45,0.2710843373493976,1,0,1,1
Cook,Villa at Windsor Park,145970,2020-09-04,165,48,0.2909090909090909,1,1,0,1
