County,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
Cook,Ludeman Developmental Center,2020-06-19,331,10,0.030211480362537766,1,1
Cook,City View Multi Care Center,2020-06-19,245,14,0.05714285714285714,1,1
Cook,Woodbridge Nursing Pavilion,2020-06-19,224,37,0.16517857142857142,1,1
Cook,Peterson Park Health Care,2020-06-19,220,35,0.1590909090909091,1,1
Cook,Symphony at Midway,2020-06-19,219,22,0.1004566210045662,1,1
Lake,Avantara Long Grove,2020-06-19,213,30,0.14084507042253522,1,1
Cook,Symphony of Morgan Park,2020-06-19,196,24,0.12244897959183673,1,1
Cook,Symphony of South Shore,2020-06-19,191,25,0.13089005235602094,1,1
Will,Meadowbrook Manor of Bolingbrook,2020-06-19,188,40,0.2127659574468085,1,1
Cook,Niles Nursing and Rehab Center,2020-06-19,188,45,0.2393617021276596,1,1
Cook,Elevate Care Chicago North,2020-06-19,183,32,0.17486338797814208,1,1
Cook,Symphony of Lincoln Park,2020-06-19,181,25,0.13812154696132597,1,1
Cook,Glenview Terrace,2020-06-19,180,34,0.18888888888888888,1,1
Kane,Tower Hill Healthcare Center,2020-06-19,169,22,0.1301775147928994,1,1
DuPage,Manorcare Hinsdale,2020-06-19,168,31,0.18452380952380953,1,1
Cook,Symphony at 87th,2020-06-19,165,30,0.18181818181818182,1,1
Cook,Villa at Windsor Park,2020-06-19,163,45,0.27607361963190186,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,2020-06-19,158,5,0.03164556962025317,1,1
Cook,Mayfield Care Center,2020-06-19,156,23,0.14743589743589744,1,1
Cook,Fairmont Care,2020-06-19,149,28,0.18791946308724833,1,1
Kankakee,Samuel H. Shapiro Developmental Center,2020-06-19,141,1,0.0070921985815602835,1,1
Cook,Bria Forest Edge,2020-06-19,139,2,0.014388489208633094,1,1
Cook,Harmony Healthcare and Rehab,2020-06-19,135,26,0.1925925925925926,1,1
DuPage,Bria of Westmont,2020-06-19,133,23,0.17293233082706766,1,1
Will,symphony of joliet,2020-06-19,130,25,0.19230769230769232,1,1
Cook,Mosaic of Lakeshore,2020-06-19,130,27,0.2076923076923077,1,1
Kane,Bria of Geneva,2020-06-19,124,29,0.23387096774193547,1,1
Cook,Uptown Health Center,2020-06-19,123,17,0.13821138211382114,1,1
Cook,Carlton at the Lake,2020-06-19,123,17,0.13821138211382114,1,1
Sangamon,Villa East,2020-06-19,121,26,0.21487603305785125,1,1
Cook,Aperion Care International of Chicago,2020-06-19,119,20,0.16806722689075632,1,1
Cook,Midway Neuro and Rehab,2020-06-19,118,10,0.0847457627118644,1,1
DuPage,Forestview Rehabilitation & Nursing Center,2020-06-19,116,14,0.1206896551724138,1,1
Kane,Symphony of Orchard Valley,2020-06-19,115,24,0.20869565217391303,1,1
Cook,Generations at Regency,2020-06-19,113,28,0.24778761061946902,1,1
Cook,Ambassador Nursing,2020-06-19,108,11,0.10185185185185185,1,1
Cook,Golfview Developmental Center,2020-06-19,107,11,0.102803738317757,1,1
Cook,ManorCare ElkGrove Village,2020-06-19,107,23,0.21495327102803738,1,1
Cook,Astoria Place of Chicago,2020-06-19,106,21,0.19811320754716982,1,1
Cook,Clark Manor,2020-06-19,106,13,0.12264150943396226,1,1
Cook,Central Nursing Home,2020-06-19,104,17,0.16346153846153846,1,1
Cook,Austin Oasis,2020-06-19,104,12,0.11538461538461539,1,1
St. Clair,Four Fountains,2020-06-19,104,27,0.25961538461538464,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,2020-06-19,101,8,0.07920792079207921,1,1
DuPage,Alden Estates of Naperville,2020-06-19,101,21,0.2079207920792079,1,1
DuPage,Oakbrook Care,2020-06-19,100,21,0.21,1,1
Cook,Atrium Health Care Center,2020-06-19,99,10,0.10101010101010101,1,1
DuPage,Windsor Park Manor,2020-06-19,99,21,0.21212121212121213,1,1
Madison,Edwardsville Care Center,2020-06-19,97,22,0.2268041237113402,1,1
Cook,Bria River Oaks,2020-06-19,95,2,0.021052631578947368,1,1
Cook,Addolorata Villa,2020-06-19,95,16,0.16842105263157894,1,1
Cook,Bria of Palos Hills,2020-06-19,94,16,0.1702127659574468,1,1
Macon,Fairhavens Senior Living,2020-06-19,93,21,0.22580645161290322,1,1
Lake,Aperion Care Highwood,2020-06-19,92,11,0.11956521739130435,1,1
Cook,Chalet Living And Rehab Center,2020-06-19,91,13,0.14285714285714285,1,1
