reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks
2020-09-04,Adams,Adams Pointe Senior Living,4,0,Closed,0.0,1
2020-09-04,Adams,Bradford Villa,8,1,Open,0.125,1
2020-09-04,Adams,Good Samaritan Home,4,0,Open,0.0,1
2020-09-04,Adams,Illinois Veterans Home,40,1,Open,0.025,1
2020-09-04,Adams,Senior Center,4,2,Open,0.5,1
2020-09-04,Bond,Greenville Nursing & Rehab,5,0,Open,0.0,1
2020-09-04,Boone,Park Place of Belvidere,6,0,Closed,0.0,1
2020-09-04,Boone,Symphony Northwoods,89,16,Closed,0.1797752808988764,1
2020-09-04,Bureau,Aperion Care- Princeton,15,0,Open,0.0,1
2020-09-04,Bureau,St. Margarets Living Center,3,0,Open,0.0,1
2020-09-04,Carroll,Big Meadows Nursing Home,25,2,Open,0.08,1
2020-09-04,Cass,Heritage Health,6,0,Open,0.0,1
2020-09-04,Cass,Walker Nursing Home,57,11,Closed,0.19298245614035087,1
2020-09-04,Champaign,Champaign-Urbana Nursing and Rehab,4,1,Closed,0.25,1
2020-09-04,Champaign,Country Health and Rehab,7,0,Open,0.0,1
2020-09-04,Champaign,Green House Homes at Clark-Lindsey,2,0,Closed,0.0,1
2020-09-04,Champaign,Illini Heritage Rehab and Health,2,0,Open,0.0,1
2020-09-04,Champaign,Reflections Memory Care,28,4,Closed,0.14285714285714285,1
2020-09-04,Champaign,University Rehab Center,5,0,Closed,0.0,1
2020-09-04,Champaign,Villas of Hollybrook-Rantoul,5,0,Open,0.0,1
2020-09-04,Christian,Heritage Health of Pana,2,0,Open,0.0,1
2020-09-04,Christian,Lifes Journey,6,1,Open,0.16666666666666666,1
2020-09-04,Christian,Meadow Manor,32,1,Open,0.03125,1
2020-09-04,Christian,Prairie Rose,2,0,Open,0.0,1
2020-09-04,Christian,taylorville care center,3,0,Open,0.0,1
2020-09-04,Christian,Taylorville Hickory Estates,2,0,Open,0.0,1
2020-09-04,Christian,Villas of Holly Brook,2,0,Closed,0.0,1
2020-09-04,Clark,Villas of Holly Brook Marshall,8,0,Open,0.0,1
2020-09-04,Clinton,Carlyle Healthcare Center,6,0,Open,0.0,1
2020-09-04,Clinton,Carlyle HealthCare Center,85,15,Closed,0.17647058823529413,1
2020-09-04,Clinton,Clinton Manor Living Facility,10,0,Open,0.0,1
2020-09-04,Clinton,Clinton Manor Living Facility,31,1,Closed,0.03225806451612903,1
2020-09-04,Clinton,Villa Catherine,7,0,Closed,0.0,1
2020-09-04,Clinton,Warrren G Murray Develpmental Center,62,0,Closed,0.0,1
2020-09-04,Coles,Charleston Rehab and Healthcare,95,17,Open,0.17894736842105263,1
2020-09-04,Coles,Hilltop Skilled Nursing,10,0,Open,0.0,1
2020-09-04,Coles,Mattoon Healthcare,2,0,Closed,0.0,1
2020-09-04,Coles,Mattoon Healthcare,3,0,Open,0.0,1
2020-09-04,Coles,Odd Fellow Rebekah,23,3,Open,0.13043478260869565,1
2020-09-04,Coles,Villas of Holly,6,0,Open,0.0,1
2020-09-04,Cook,Abington of Glenview,11,1,Closed,0.09090909090909091,1
2020-09-04,Cook,Addolorata Villa,109,19,Open,0.1743119266055046,1
2020-09-04,Cook,Albany Care,3,0,Open,0.0,1
2020-09-04,Cook,Alden Estates Des Plaines,13,2,Open,0.15384615384615385,1
2020-09-04,Cook,Alden Estates of Barrington,14,0,Open,0.0,1
2020-09-04,Cook,Alden Estates of Evanston,18,2,Open,0.1111111111111111,1
2020-09-04,Cook,Alden Estates of Northmoor,90,18,Open,0.2,1
2020-09-04,Cook,Alden Estates of Orland Park,41,13,Open,0.3170731707317073,1
2020-09-04,Cook,Alden Estates of Skokie,6,0,Closed,0.0,1
2020-09-04,Cook,Alden Estates of Skokie ,3,0,Open,0.0,1
2020-09-04,Cook,Alden Lakeland,14,2,Closed,0.14285714285714285,1
2020-09-04,Cook,Alden Lakeland,15,0,Open,0.0,1
2020-09-04,Cook,Alden Lincoln Park Rehab,74,12,Closed,0.16216216216216217,1
2020-09-04,Cook,Alden North Shore,2,0,Closed,0.0,1
2020-09-04,Cook,Alden North Shore ,4,0,Open,0.0,1
2020-09-04,Cook,Alden PoplarCreek,83,25,Open,0.30120481927710846,1
2020-09-04,Cook,Alden Princeton Rehab & Health,56,12,Open,0.21428571428571427,1
2020-09-04,Cook,Alden Town Manor Care,7,0,Open,0.0,1
2020-09-04,Cook,Alden Village North,6,0,Closed,0.0,1
2020-09-04,Cook,Alden Village North,7,0,Open,0.0,1
2020-09-04,Cook,Alden Wentworth  Rehab & Healthcare Center,73,15,Open,0.2054794520547945,1
2020-09-04,Cook,All American Nursing Home,50,4,Open,0.08,1
2020-09-04,Cook,All Saints,2,0,Open,0.0,1
2020-09-04,Cook,Ambassador Nursing,116,10,Open,0.08620689655172414,1
2020-09-04,Cook,AMITA Health Holy Family Medical Center ,29,1,Open,0.034482758620689655,1
2020-09-04,Cook,Aperion Care Burbank,5,1,Closed,0.2,1
2020-09-04,Cook,Aperion Care Chicago Heights,20,1,Open,0.05,1
2020-09-04,Cook,Aperion Care Dolton,34,5,Open,0.14705882352941177,1
2020-09-04,Cook,Aperion Care Evanston,25,2,Closed,0.08,1
2020-09-04,Cook,Aperion Care Forest Park,49,4,Open,0.08163265306122448,1
2020-09-04,Cook,Aperion Care International of Chicago,147,25,Open,0.17006802721088435,1
2020-09-04,Cook,Aperion Care Midlothian,5,0,Open,0.0,1
2020-09-04,Cook,Aperion Care Oak Lawn,102,21,Open,0.20588235294117646,1
