reporting_date,County,FacilityName,confirmed_cases,deaths,ReportDate,status,CFR,outbreaks,county-facName,CMS_ProvNum
2020-11-13,Adams,Chaddock,3,0,2020-11-13T00:00:00,Closed,0.0,1,ADAMS-CHADDOCK,No Match
2020-11-13,Adams,Illinois Veterans Home,87,1,2020-11-13T00:00:00,Open,0.011494252873563218,1,ADAMS-ILLINOIS VETERANS HOME,No Match
2020-11-13,Adams,Senior Center,4,2,2020-11-13T00:00:00,Closed,0.5,1,ADAMS-SENIOR CENTER,No Match
2020-11-13,Adams,Good Samaritan Home,13,1,2020-11-13T00:00:00,Open,0.07692307692307693,1,ADAMS-GOOD SAMARITAN HOME,145773
2020-11-13,Adams,Adams Pointe Senior Living,4,0,2020-11-13T00:00:00,Closed,0.0,1,ADAMS-ADAMS POINTE SENIOR LIVING,No Match
2020-11-13,Adams,Bradford Villa,8,1,2020-11-13T00:00:00,Closed,0.125,1,ADAMS-BRADFORD VILLA,No Match
2020-11-13,Adams,Golden Good Shepperd Home,52,8,2020-11-13T00:00:00,Open,0.15384615384615385,1,ADAMS-GOLDEN GOOD SHEPPERD HOME,No Match
2020-11-13,Adams,Sunset Home,10,0,2020-11-13T00:00:00,Open,0.0,1,ADAMS-SUNSET HOME,145800
2020-11-13,Adams,St Vincents Nursing Home,38,6,2020-11-13T00:00:00,Open,0.15789473684210525,1,ADAMS-ST VINCENTS NURSING HOME,145457
2020-11-13,Adams,Cedarhurst,14,0,2020-11-13T00:00:00,Open,0.0,1,ADAMS-CEDARHURST,No Match
2020-11-13,Adams,Transitions,7,0,2020-11-13T00:00:00,Open,0.0,1,ADAMS-TRANSITIONS,No Match
2020-11-13,Bond,Greenville Nursing & Rehab,21,1,2020-11-13T00:00:00,Open,0.047619047619047616,1,BOND-GREENVILLE NURSING & REHAB,145909
2020-11-13,Bond,Cedarhurst of Greenville,20,3,2020-11-13T00:00:00,Open,0.15,1,BOND-CEDARHURST OF GREENVILLE,No Match
2020-11-13,Boone,Symphony Northwoods,89,16,2020-11-13T00:00:00,Closed,0.1797752808988764,1,BOONE-SYMPHONY NORTHWOODS,No Match
2020-11-13,Boone,Park Place of Belvidere,6,0,2020-11-13T00:00:00,Closed,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071
2020-11-13,Boone,Heritage of Woods,5,1,2020-11-13T00:00:00,Closed,0.2,1,BOONE-HERITAGE OF WOODS,No Match
2020-11-13,Boone,Maple Crest Care Center,10,0,2020-11-13T00:00:00,Open,0.0,1,BOONE-MAPLE CREST CARE CENTER,145990
2020-11-13,Boone,Park Place,48,0,2020-11-13T00:00:00,Open,0.0,1,BOONE-PARK PLACE,No Match
2020-11-13,Boone,Heritage Woods of Belvidere ,4,0,2020-11-13T00:00:00,Open,0.0,1,BOONE-HERITAGE WOODS OF BELVIDERE ,No Match
2020-11-13,Brown,Heritage Health,12,0,2020-11-13T00:00:00,Open,0.0,1,BROWN-HERITAGE HEALTH,No Match
2020-11-13,Bureau,St. Margarets Living Center,3,0,2020-11-13T00:00:00,Closed,0.0,1,BUREAU-ST. MARGARETS LIVING CENTER,No Match
