County,FacilityName,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Cook,Ludeman Developmental Center,No Match,2020-06-19,331,10,0.030211480362537766,1,0,1,1
Cook,City View Multi Care Center,145850,2020-06-19,245,14,0.05714285714285714,1,0,1,1
Cook,Woodbridge Nursing Pavilion,145792,2020-06-19,224,37,0.16517857142857142,1,0,1,1
Cook,Peterson Park Health Care,145838,2020-06-19,220,35,0.1590909090909091,1,0,1,1
Cook,Symphony at Midway,145995,2020-06-19,219,22,0.1004566210045662,1,0,1,1
Lake,Avantara Long Grove,145868,2020-06-19,213,30,0.14084507042253522,1,0,1,1
Cook,Symphony of Morgan Park,145764,2020-06-19,196,24,0.12244897959183673,1,0,1,1
Cook,Symphony of South Shore,145977,2020-06-19,191,25,0.13089005235602094,1,0,1,1
Will,Meadowbrook Manor of Bolingbrook,No Match,2020-06-19,188,40,0.2127659574468085,1,0,1,1
Cook,Niles Nursing and Rehab Center,145696,2020-06-19,188,45,0.2393617021276596,1,0,1,1
Cook,Elevate Care Chicago North,145484,2020-06-19,183,32,0.17486338797814208,1,0,1,1
Cook,Symphony of Lincoln Park,145510,2020-06-19,181,25,0.13812154696132597,1,0,1,1
Cook,Glenview Terrace,145268,2020-06-19,180,34,0.18888888888888888,1,0,1,1
Kane,Tower Hill Healthcare Center,145795,2020-06-19,169,22,0.1301775147928994,1,0,1,1
DuPage,Manorcare Hinsdale,145246,2020-06-19,168,31,0.18452380952380953,1,0,1,1
Cook,Symphony at 87th,145983,2020-06-19,165,30,0.18181818181818182,1,0,1,1
Cook,Villa at Windsor Park,145970,2020-06-19,163,45,0.27607361963190186,1,0,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2020-06-19,158,5,0.03164556962025317,1,0,1,1
Cook,Mayfield Care Center,145885,2020-06-19,156,23,0.14743589743589744,1,0,1,1
Cook,Fairmont Care,145867,2020-06-19,149,28,0.18791946308724833,1,0,1,1
Kankakee,Samuel H. Shapiro Developmental Center,No Match,2020-06-19,141,1,0.0070921985815602835,1,0,1,1
Cook,Bria Forest Edge,145864,2020-06-19,139,2,0.014388489208633094,1,0,1,1
Cook,Harmony Healthcare and Rehab,145775,2020-06-19,135,26,0.1925925925925926,1,0,1,1
DuPage,Bria of Westmont,145405,2020-06-19,133,23,0.17293233082706766,1,0,1,1
Will,symphony of joliet,145372,2020-06-19,130,25,0.19230769230769232,1,0,1,1
Cook,Mosaic of Lakeshore,145244,2020-06-19,130,27,0.2076923076923077,1,0,1,1
Kane,Bria of Geneva,146067,2020-06-19,124,29,0.23387096774193547,1,0,1,1
Cook,Uptown Health Center,145881,2020-06-19,123,17,0.13821138211382114,1,0,1,1
Cook,Carlton at the Lake,145679,2020-06-19,123,17,0.13821138211382114,1,0,1,1
Sangamon,Villa East,145721,2020-06-19,121,26,0.21487603305785125,1,0,1,1
Cook,Aperion Care International of Chicago,146001,2020-06-19,119,20,0.16806722689075632,1,0,1,1
Cook,Midway Neuro and Rehab,145778,2020-06-19,118,10,0.0847457627118644,1,0,1,1
DuPage,Forestview Rehabilitation & Nursing Center,145752,2020-06-19,116,14,0.1206896551724138,1,0,1,1
Kane,Symphony of Orchard Valley,145473,2020-06-19,115,24,0.20869565217391303,1,0,1,1
Cook,Generations at Regency,145237,2020-06-19,113,28,0.24778761061946902,1,0,1,1
Cook,Ambassador Nursing,145343,2020-06-19,108,11,0.10185185185185185,1,0,1,1
Cook,Golfview Developmental Center,No Match,2020-06-19,107,11,0.102803738317757,1,0,1,1
Cook,ManorCare ElkGrove Village,145689,2020-06-19,107,23,0.21495327102803738,1,0,1,1
Cook,Astoria Place of Chicago,145634,2020-06-19,106,21,0.19811320754716982,1,0,1,1
Cook,Clark Manor,145507,2020-06-19,106,13,0.12264150943396226,1,0,1,1
Cook,Central Nursing Home,145648,2020-06-19,104,17,0.16346153846153846,1,0,1,1
Cook,Austin Oasis,145834,2020-06-19,104,12,0.11538461538461539,1,0,1,1
St. Clair,Four Fountains,No Match,2020-06-19,104,27,0.25961538461538464,1,0,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2020-06-19,101,8,0.07920792079207921,1,0,1,1
DuPage,Alden Estates of Naperville,145582,2020-06-19,101,21,0.2079207920792079,1,0,1,1
DuPage,Oakbrook Care,145458,2020-06-19,100,21,0.21,1,0,1,1
Cook,Atrium Health Care Center,145479,2020-06-19,99,10,0.10101010101010101,1,0,1,1
DuPage,Windsor Park Manor,No Match,2020-06-19,99,21,0.21212121212121213,1,0,1,1
Madison,Edwardsville Care Center,145555,2020-06-19,97,22,0.2268041237113402,1,0,1,1
Cook,Bria River Oaks,145735,2020-06-19,95,2,0.021052631578947368,1,0,1,1
Cook,Addolorata Villa,145724,2020-06-19,95,16,0.16842105263157894,1,0,1,1
Cook,Bria of Palos Hills,145650,2020-06-19,94,16,0.1702127659574468,1,0,1,1
Macon,Fairhavens Senior Living,145422,2020-06-19,93,21,0.22580645161290322,1,0,1,1
Lake,Aperion Care Highwood,145936,2020-06-19,92,11,0.11956521739130435,1,0,1,1
Cook,Chalet Living And Rehab Center,145670,2020-06-19,91,13,0.14285714285714285,1,0,1,1
Cook,Avanti Wellness & Rehabilitation ,No Match,2020-06-19,91,17,0.18681318681318682,1,0,1,1
Cook,Landmark of Des Plaines,145334,2020-06-19,89,21,0.23595505617977527,1,0,1,1
Cook,Center Home for Hispanic Elderly,146062,2020-06-19,89,30,0.33707865168539325,1,0,1,1
Cook,Generations at Elmwood Park,145419,2020-06-19,88,17,0.19318181818181818,1,0,1,1
Cook,Aperion Care Oak Lawn,145197,2020-06-19,88,20,0.22727272727272727,1,0,1,1
Cook,Community Care Nursing Home,146164,2020-06-19,87,9,0.10344827586206896,1,0,1,1
Cook,Bellhaven Nursing and Rehabilitation,145549,2020-06-19,87,9,0.10344827586206896,1,0,1,1
Cook,Lee Manor Rehab and Nursing,145382,2020-06-19,87,18,0.20689655172413793,1,0,1,1
Boone,Symphony Northwoods,No Match,2020-06-19,87,16,0.1839080459770115,1,0,1,1
Clinton,Carlyle HealthCare Center,145729,2020-06-19,85,16,0.18823529411764706,1,0,1,1
Cook,Beacon Care Center,145776,2020-06-19,85,14,0.16470588235294117,1,0,1,1
Coles,Charleston Rehab and Healthcare,145636,2020-06-19,85,16,0.18823529411764706,1,0,1,1
Cook,Glenwood Health Care & Rehab,No Match,2020-06-19,84,5,0.05952380952380952,1,0,1,1
Cook,Alden Estates of Northmoor,145888,2020-06-19,82,19,0.23170731707317074,1,0,1,1
Union,Integrity of Anna,146006,2020-06-19,81,11,0.13580246913580246,1,0,1,1
Cook,Lakeview Nursing and Rehab,145654,2020-06-19,80,21,0.2625,1,0,1,1
Cook,Grosse Pointe Manor,145999,2020-06-19,80,17,0.2125,1,0,1,1
Kankakee,Riverside Miller Rehabilitation,No Match,2020-06-19,80,21,0.2625,1,0,1,1
McHenry,Alden Terrace of McHenry,145453,2020-06-19,79,11,0.13924050632911392,1,0,1,1
