County,FacilityName,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,facilities
Cook,Ludeman Developmental Center,2020-07-10,331,10,0.030211480362537766,1,1
Cook,City View Multi Care Center,2020-07-10,252,14,0.05555555555555555,1,1
Cook,Woodbridge Nursing Pavilion,2020-07-10,228,37,0.16228070175438597,1,1
Cook,Symphony at Midway,2020-07-10,222,26,0.11711711711711711,1,1
Cook,Peterson Park Health Care,2020-07-10,220,35,0.1590909090909091,1,1
Lake,Avantara Long Grove,2020-07-10,219,32,0.1461187214611872,1,1
Cook,Niles Nursing and Rehab Center,2020-07-10,206,47,0.22815533980582525,1,1
Cook,Symphony of Morgan Park,2020-07-10,199,24,0.12060301507537688,1,1
Cook,Glenview Terrace,2020-07-10,193,35,0.18134715025906736,1,1
Cook,Symphony of South Shore,2020-07-10,192,26,0.13541666666666666,1,1
Will,Meadowbrook Manor of Bolingbrook,2020-07-10,188,40,0.2127659574468085,1,1
Cook,Elevate Care Chicago North,2020-07-10,185,33,0.1783783783783784,1,1
Cook,Symphony of Lincoln Park,2020-07-10,181,29,0.16022099447513813,1,1
Cook,Symphony at 87th,2020-07-10,169,34,0.20118343195266272,1,1
DuPage,Manorcare Hinsdale,2020-07-10,168,32,0.19047619047619047,1,1
Cook,Villa at Windsor Park,2020-07-10,165,45,0.2727272727272727,1,1
Kane,Tower Hill Healthcare Center,2020-07-10,164,30,0.18292682926829268,1,1
Cook,Norridge Gardens,2020-07-10,161,44,0.2732919254658385,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,2020-07-10,158,5,0.03164556962025317,1,1
Cook,Mayfield Care Center,2020-07-10,156,23,0.14743589743589744,1,1
Cook,Fairmont Care,2020-07-10,152,31,0.20394736842105263,1,1
Kankakee,Samuel H. Shapiro Developmental Center,2020-07-10,141,1,0.0070921985815602835,1,1
Cook,Bria Forest Edge,2020-07-10,140,2,0.014285714285714285,1,1
Cook,Harmony Healthcare and Rehab,2020-07-10,138,29,0.21014492753623187,1,1
