reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks,county-facName,CMS_ProvNum
2020-07-24,Adams,Illinois Veterans Home,17,0,Open,0.0,1,ADAMS-ILLINOIS VETERANS HOME,No Match
2020-07-24,Adams,Senior Center,2,0,Open,0.0,1,ADAMS-SENIOR CENTER,No Match
2020-07-24,Boone,Park Place of Belvidere,6,0,Open,0.0,1,BOONE-PARK PLACE OF BELVIDERE,146071
2020-07-24,Boone,Symphony Northwoods,87,15,Open,0.1724137931034483,1,BOONE-SYMPHONY NORTHWOODS,No Match
2020-07-24,Carroll,Big Meadows Nursing Home,3,0,Open,0.0,1,CARROLL-BIG MEADOWS NURSING HOME,14E701
2020-07-24,Cass,Walker Nursing Home,58,11,Open,0.1896551724137931,1,CASS-WALKER NURSING HOME,146100
2020-07-24,Champaign,Champaign-Urbana Nursing and Rehab,4,0,Open,0.0,1,CHAMPAIGN-CHAMPAIGN-URBANA NURSING AND REHAB,145439
2020-07-24,Champaign,Country Health and Rehab,4,0,Open,0.0,1,CHAMPAIGN-COUNTRY HEALTH AND REHAB,145708
2020-07-24,Champaign,Reflections Memory Care,30,4,Open,0.13333333333333333,1,CHAMPAIGN-REFLECTIONS MEMORY CARE,No Match
2020-07-24,Champaign,University Rehab Center,5,0,Closed,0.0,1,CHAMPAIGN-UNIVERSITY REHAB CENTER,145364
2020-07-24,Champaign,Villas of Hollybrook ,2,0,Open,0.0,1,CHAMPAIGN-VILLAS OF HOLLYBROOK ,No Match
2020-07-24,Christian,Taylorville Hickory Estates,2,0,Open,0.0,1,CHRISTIAN-TAYLORVILLE HICKORY ESTATES,No Match
2020-07-24,Christian,Villas of Holly Brook,2,0,Closed,0.0,1,CHRISTIAN-VILLAS OF HOLLY BROOK,No Match
2020-07-24,Clark,Villas of Holly Brook Marshall,4,0,Open,0.0,1,CLARK-VILLAS OF HOLLY BROOK MARSHALL,No Match
2020-07-24,Clinton,Carlyle HealthCare Center,85,16,Open,0.18823529411764706,1,CLINTON-CARLYLE HEALTHCARE CENTER,145729
2020-07-24,Clinton,Clinton Manor Living Facility,31,1,Open,0.03225806451612903,1,CLINTON-CLINTON MANOR LIVING FACILITY,146025
2020-07-24,Clinton,Villa Catherine,7,0,Closed,0.0,1,CLINTON-VILLA CATHERINE,No Match
2020-07-24,Clinton,Warrren G Murray Develpmental Center,61,0,Open,0.0,1,CLINTON-WARRREN G MURRAY DEVELPMENTAL CENTER,No Match
2020-07-24,Coles,Charleston Rehab and Healthcare,92,16,Open,0.17391304347826086,1,COLES-CHARLESTON REHAB AND HEALTHCARE,145636
2020-07-24,Coles,CTF Illinois,3,0,Open,0.0,1,COLES-CTF ILLINOIS,No Match
2020-07-24,Coles,Mattoon Healthcare,2,0,Closed,0.0,1,COLES-MATTOON HEALTHCARE,145480
2020-07-24,Coles,Odd Fellow Rebekah,2,0,Open,0.0,1,COLES-ODD FELLOW REBEKAH,145772
2020-07-24,Cook,Abington of Glenview,12,1,Open,0.08333333333333333,1,COOK-ABINGTON OF GLENVIEW,145683
2020-07-24,Cook,Addolorata Villa,105,18,Open,0.17142857142857143,1,COOK-ADDOLORATA VILLA,145724
2020-07-24,Cook,Albany Care,15,0,Open,0.0,1,COOK-ALBANY CARE,No Match
2020-07-24,Cook,Alden Estates Des Plaines,13,2,Open,0.15384615384615385,1,COOK-ALDEN ESTATES DES PLAINES,145998
2020-07-24,Cook,Alden Estates of Barrington,12,0,Open,0.0,1,COOK-ALDEN ESTATES OF BARRINGTON,145557
2020-07-24,Cook,Alden Estates of Evanston,15,2,Open,0.13333333333333333,1,COOK-ALDEN ESTATES OF EVANSTON,145907
2020-07-24,Cook,Alden Estates of Northmoor,83,19,Open,0.2289156626506024,1,COOK-ALDEN ESTATES OF NORTHMOOR,145888
2020-07-24,Cook,Alden Estates of Orland Park,37,13,Open,0.35135135135135137,1,COOK-ALDEN ESTATES OF ORLAND PARK,145963
2020-07-24,Cook,Alden Estates of Skokie,9,0,Open,0.0,1,COOK-ALDEN ESTATES OF SKOKIE,145869
2020-07-24,Cook,Alden Lakeland,17,2,Open,0.11764705882352941,1,COOK-ALDEN LAKELAND,145450
2020-07-24,Cook,Alden Lincoln Park Rehab,74,11,Open,0.14864864864864866,1,COOK-ALDEN LINCOLN PARK REHAB,145126
2020-07-24,Cook,Alden North Shore,2,0,Closed,0.0,1,COOK-ALDEN NORTH SHORE,145984
2020-07-24,Cook,Alden North Shore ,3,0,Open,0.0,1,COOK-ALDEN NORTH SHORE ,No Match
2020-07-24,Cook,Alden PoplarCreek,75,23,Open,0.30666666666666664,1,COOK-ALDEN POPLARCREEK,145403
2020-07-24,Cook,Alden Princeton Rehab & Health,54,12,Open,0.2222222222222222,1,COOK-ALDEN PRINCETON REHAB & HEALTH,145688
2020-07-24,Cook,Alden Town Manor Care,7,0,Open,0.0,1,COOK-ALDEN TOWN MANOR CARE,No Match
2020-07-24,Cook,Alden Village North,6,0,Open,0.0,1,COOK-ALDEN VILLAGE NORTH,No Match
2020-07-24,Cook,Alden Wentworth  Rehab & Healthcare Center,70,15,Open,0.21428571428571427,1,COOK-ALDEN WENTWORTH  REHAB & HEALTHCARE CENTER,No Match
2020-07-24,Cook,All American Nursing Home,44,4,Open,0.09090909090909091,1,COOK-ALL AMERICAN NURSING HOME,14A057
2020-07-24,Cook,All Saints,2,0,Open,0.0,1,COOK-ALL SAINTS,No Match
2020-07-24,Cook,Ambassador Nursing,114,11,Open,0.09649122807017543,1,COOK-AMBASSADOR NURSING,145343
2020-07-24,Cook,AMITA Health Holy Family Medical Center ,24,1,Open,0.041666666666666664,1,COOK-AMITA HEALTH HOLY FAMILY MEDICAL CENTER ,No Match
2020-07-24,Cook,Aperion Care Burbank,5,1,Closed,0.2,1,COOK-APERION CARE BURBANK,145913
2020-07-24,Cook,Aperion Care Chicago Heights,16,1,Open,0.0625,1,COOK-APERION CARE CHICAGO HEIGHTS,145180
2020-07-24,Cook,Aperion Care Dolton,30,5,Open,0.16666666666666666,1,COOK-APERION CARE DOLTON,145877
2020-07-24,Cook,Aperion Care Evanston,25,2,Open,0.08,1,COOK-APERION CARE EVANSTON,146058
2020-07-24,Cook,Aperion Care Forest Park,30,4,Open,0.13333333333333333,1,COOK-APERION CARE FOREST PARK,145969
2020-07-24,Cook,Aperion Care International of Chicago,124,23,Open,0.18548387096774194,1,COOK-APERION CARE INTERNATIONAL OF CHICAGO,146001
2020-07-24,Cook,Aperion Care Midlothian,5,0,Open,0.0,1,COOK-APERION CARE MIDLOTHIAN,145947
2020-07-24,Cook,Aperion Care Oak Lawn,96,21,Open,0.21875,1,COOK-APERION CARE OAK LAWN,145197
2020-07-24,Cook,Aperion Care Plum Grove,58,19,Open,0.3275862068965517,1,COOK-APERION CARE PLUM GROVE,145658
2020-07-24,Cook,Aperion Care West Ridge,34,13,Open,0.38235294117647056,1,COOK-APERION CARE WEST RIDGE,145832
2020-07-24,Cook,Arbour Health Care Center,62,3,Open,0.04838709677419355,1,COOK-ARBOUR HEALTH CARE CENTER,146169
2020-07-24,Cook,Arden Courts/Manor Care of South Holland ,68,8,Open,0.11764705882352941,1,COOK-ARDEN COURTS/MANOR CARE OF SOUTH HOLLAND ,No Match
2020-07-24,Cook,Arden Courts of Elk Grove,31,8,Open,0.25806451612903225,1,COOK-ARDEN COURTS OF ELK GROVE,No Match
2020-07-24,Cook,Arden Courts of Palos Heights,55,10,Open,0.18181818181818182,1,COOK-ARDEN COURTS OF PALOS HEIGHTS,No Match
2020-07-24,Cook,Artis Senior Living of Lakeview,34,8,Open,0.23529411764705882,1,COOK-ARTIS SENIOR LIVING OF LAKEVIEW,No Match
2020-07-24,Cook,Asbury Court Senior Living,6,1,Open,0.16666666666666666,1,COOK-ASBURY COURT SENIOR LIVING,146187
2020-07-24,Cook,Aspire Living Prospect Heights,13,0,Open,0.0,1,COOK-ASPIRE LIVING PROSPECT HEIGHTS,No Match
2020-07-24,Cook,Astoria Place of Chicago,104,21,Open,0.20192307692307693,1,COOK-ASTORIA PLACE OF CHICAGO,145634
2020-07-24,Cook,Atria Glenview,4,0,Open,0.0,1,COOK-ATRIA GLENVIEW,No Match
2020-07-24,Cook,Atrium Health Care Center,102,10,Open,0.09803921568627451,1,COOK-ATRIUM HEALTH CARE CENTER,145479
2020-07-24,Cook,Austin Oasis,110,15,Open,0.13636363636363635,1,COOK-AUSTIN OASIS,145834
2020-07-24,Cook,Autumn Green at Wright Campus,2,0,Open,0.0,1,COOK-AUTUMN GREEN AT WRIGHT CAMPUS,No Match
2020-07-24,Cook,Avantara Evergreen Park,79,21,Open,0.26582278481012656,1,COOK-AVANTARA EVERGREEN PARK,145734
2020-07-24,Cook,Avantara Park Ridge,4,2,Open,0.5,1,COOK-AVANTARA PARK RIDGE,145667
2020-07-24,Cook,Avanti Wellness & Rehabilitation ,105,17,Open,0.1619047619047619,1,COOK-AVANTI WELLNESS & REHABILITATION ,No Match
2020-07-24,Cook,Avenues to Independence,14,0,Open,0.0,1,COOK-AVENUES TO INDEPENDENCE,No Match
2020-07-24,Cook,Balmoral Home,21,0,Open,0.0,1,COOK-BALMORAL HOME,145796
2020-07-24,Cook,Barton Senior Living,2,0,Open,0.0,1,COOK-BARTON SENIOR LIVING,No Match
2020-07-24,Cook,Beacon Care Center,87,14,Open,0.16091954022988506,1,COOK-BEACON CARE CENTER,145776
2020-07-24,Cook,Beechwood Manor,3,0,Open,0.0,1,COOK-BEECHWOOD MANOR,No Match
2020-07-24,Cook,Bella Terra Morton Grove,68,11,Open,0.16176470588235295,1,COOK-BELLA TERRA MORTON GROVE,145198
2020-07-24,Cook,Bella Terra Streamwood,16,3,Open,0.1875,1,COOK-BELLA TERRA STREAMWOOD,145701
2020-07-24,Cook,Bella Terra Wheeling,52,12,Open,0.23076923076923078,1,COOK-BELLA TERRA WHEELING,145835
2020-07-24,Cook,Bellhaven Nursing and Rehabilitation,90,9,Open,0.1,1,COOK-BELLHAVEN NURSING AND REHABILITATION,145549
2020-07-24,Cook,Bellwood Development Center,2,0,Closed,0.0,1,COOK-BELLWOOD DEVELOPMENT CENTER,No Match
2020-07-24,Cook,Belmont Oak Park,6,2,Closed,0.3333333333333333,1,COOK-BELMONT OAK PARK,No Match
2020-07-24,Cook,Belmont Village Senior Living of Glenview,25,5,Open,0.2,1,COOK-BELMONT VILLAGE SENIOR LIVING OF GLENVIEW,No Match
2020-07-24,Cook,Berkeley Nursing and Rehabilitation Center,4,3,Closed,0.75,1,COOK-BERKELEY NURSING AND REHABILITATION CENTER,146013
2020-07-24,Cook,Bethesda Rehab and Senior Care,43,6,Open,0.13953488372093023,1,COOK-BETHESDA REHAB AND SENIOR CARE,145844
2020-07-24,Cook,Bickford of Tinley Park,2,0,Open,0.0,1,COOK-BICKFORD OF TINLEY PARK,No Match
2020-07-24,Cook,Birchwood Plaza Nursing-Rehab,84,15,Open,0.17857142857142858,1,COOK-BIRCHWOOD PLAZA NURSING-REHAB,145532
2020-07-24,Cook,Brandel Care Center,10,0,Open,0.0,1,COOK-BRANDEL CARE CENTER,145527
2020-07-24,Cook,Bria Forest Edge,148,2,Open,0.013513513513513514,1,COOK-BRIA FOREST EDGE,145864
2020-07-24,Cook,BRIA of Chicago Heights,60,1,Open,0.016666666666666666,1,COOK-BRIA OF CHICAGO HEIGHTS,145898
2020-07-24,Cook,Bria of Palos Hills,98,18,Open,0.1836734693877551,1,COOK-BRIA OF PALOS HILLS,145650
2020-07-24,Cook,Bria Place of Indian Head Park,31,7,Open,0.22580645161290322,1,COOK-BRIA PLACE OF INDIAN HEAD PARK,145784
2020-07-24,Cook,Bria River Oaks,102,2,Open,0.0196078431372549,1,COOK-BRIA RIVER OAKS,145735
2020-07-24,Cook,Bridgeview HC,63,15,Open,0.23809523809523808,1,COOK-BRIDGEVIEW HC,145208
2020-07-24,Cook,Brookdale Assisted living,5,1,Closed,0.2,1,COOK-BROOKDALE ASSISTED LIVING,No Match
2020-07-24,Cook,Brookdale Des Plaines,21,6,Open,0.2857142857142857,1,COOK-BROOKDALE DES PLAINES,No Match
2020-07-24,Cook,Brookdale Hoffman Estates,11,0,Open,0.0,1,COOK-BROOKDALE HOFFMAN ESTATES,No Match
2020-07-24,Cook,Brookdale - Lake Shore,8,0,Open,0.0,1,COOK-BROOKDALE - LAKE SHORE,No Match
2020-07-24,Cook,Brookdale Northbrook ,5,3,Open,0.6,1,COOK-BROOKDALE NORTHBROOK ,No Match
2020-07-24,Cook,Brookdale Orland Park,14,6,Open,0.42857142857142855,1,COOK-BROOKDALE ORLAND PARK,No Match
2020-07-24,Cook,Brookdale Prospect Heights,6,0,Open,0.0,1,COOK-BROOKDALE PROSPECT HEIGHTS,145852
2020-07-24,Cook,Brookdale Senior Living of Chicago,4,0,Open,0.0,1,COOK-BROOKDALE SENIOR LIVING OF CHICAGO,No Match
2020-07-24,Cook,Bryn Mawr Care,13,0,Open,0.0,1,COOK-BRYN MAWR CARE,No Match
2020-07-24,Cook,Buckingham Pavilion,69,13,Open,0.18840579710144928,1,COOK-BUCKINGHAM PAVILION,145285
2020-07-24,Cook,Burbank Rehab - Vera Care Stickney,38,10,Open,0.2631578947368421,1,COOK-BURBANK REHAB - VERA CARE STICKNEY,145211
2020-07-24,Cook,California Gardens Nursing and Rehabilitation Cent,158,5,Open,0.03164556962025317,1,COOK-CALIFORNIA GARDENS NURSING AND REHABILITATION CENT,145625
2020-07-24,Cook,Calumet City Terrace,3,0,Open,0.0,1,COOK-CALUMET CITY TERRACE,No Match
2020-07-24,Cook,Carlton at the Lake,125,19,Open,0.152,1,COOK-CARLTON AT THE LAKE,145679
2020-07-24,Cook,Center Home for Hispanic Elderly,91,30,Open,0.32967032967032966,1,COOK-CENTER HOME FOR HISPANIC ELDERLY,146062
2020-07-24,Cook,Central Baptist Village,12,1,Open,0.08333333333333333,1,COOK-CENTRAL BAPTIST VILLAGE,145853
2020-07-24,Cook,Central Nursing Home,111,17,Open,0.15315315315315314,1,COOK-CENTRAL NURSING HOME,145648
2020-07-24,Cook,Chalet Living And Rehab Center,96,14,Open,0.14583333333333334,1,COOK-CHALET LIVING AND REHAB CENTER,145670
2020-07-24,Cook,Chicago Ridge Nursing and Rehab,54,16,Open,0.2962962962962963,1,COOK-CHICAGO RIDGE NURSING AND REHAB,145639
2020-07-24,Cook,Citadel of Northbrook,31,2,Open,0.06451612903225806,1,COOK-CITADEL OF NORTHBROOK,145982
2020-07-24,Cook,Citadel of Skokie,4,2,Open,0.5,1,COOK-CITADEL OF SKOKIE,145468
