County,FacilityName,CMS_ProvNum,ReportingDate,confirmed_cases,deaths,CFR,outbreaks,Closed_Outbreaks,Open_Outbreaks,facilities
Kankakee,Samuel H. Shapiro Developmental Center,No Match,2020-12-25,419,1,0.002386634844868735,2,1,1,1
Cook,Ludeman Developmental Center,No Match,2020-12-25,263,9,0.034220532319391636,1,1,0,1
Cook,City View Multi Care Center,145850,2020-12-25,249,15,0.060240963855421686,1,1,0,1
Will,Meadowbrook Manor of Bolingbrook,No Match,2020-12-25,241,41,0.17012448132780084,2,1,1,1
Cook,Niles Nursing and Rehab Center,145696,2020-12-25,240,54,0.225,2,1,1,1
Adams,Illinois Veterans Home Quincy,No Match,2020-12-25,239,6,0.02510460251046025,1,0,1,1
Cook,Bria River Oaks,145735,2020-12-25,234,3,0.01282051282051282,1,0,1,1
Lake,Avantara Long Grove,145868,2020-12-25,228,32,0.14035087719298245,1,1,0,1
Cook,Peterson Park Health Care,145838,2020-12-25,226,36,0.1592920353982301,2,1,1,1
Cook,Woodbridge Nursing Pavilion,145792,2020-12-25,225,40,0.17777777777777778,2,1,1,1
Cook,Symphony of South Shore,145977,2020-12-25,223,32,0.14349775784753363,2,0,2,1
Cook,Symphony at Midway,145995,2020-12-25,223,27,0.1210762331838565,3,2,1,1
Rock Island,Hope Creek,145269,2020-12-25,220,24,0.10909090909090909,1,0,1,1
Cook,Symphony of Lincoln Park,145510,2020-12-25,220,32,0.14545454545454545,2,1,1,1
Will,Sunny Hill Nursing Home,145892,2020-12-25,212,31,0.14622641509433962,2,1,1,1
LaSalle,Illinois Veterans Home - LaSalle,No Match,2020-12-25,211,34,0.16113744075829384,2,1,1,1
Cook,Symphony of Morgan Park,145764,2020-12-25,209,26,0.12440191387559808,2,0,2,1
Cook,Norridge Gardens,145329,2020-12-25,208,57,0.27403846153846156,1,0,1,1
Cook,Aperion Care International of Chicago,146001,2020-12-25,208,31,0.14903846153846154,1,0,1,1
DuPage,Manorcare Hinsdale,145246,2020-12-25,208,41,0.1971153846153846,2,1,1,1
Cook,Parkshore Estates,145938,2020-12-25,206,2,0.009708737864077669,2,1,1,1
Cook,Elevate Care Chicago North,145484,2020-12-25,205,34,0.16585365853658537,2,1,1,1
Cook,Presence Villa Scalabrini Nursing&Rehab Center,145956,2020-12-25,199,17,0.08542713567839195,1,0,1,1
Cook,Glenview Terrace,145268,2020-12-25,194,34,0.17525773195876287,2,1,1,1
Kane,Tower Hill Healthcare Center,145795,2020-12-25,187,31,0.1657754010695187,2,1,1,1
Cook,Symphony at 87th,145983,2020-12-25,186,34,0.1827956989247312,1,0,1,1
Cook,Bria Forest Edge,145864,2020-12-25,184,4,0.021739130434782608,1,0,1,1
Cook,Bella Terra Streamwood,145701,2020-12-25,184,13,0.07065217391304347,1,0,1,1
Kane,River View Rehab ,No Match,2020-12-25,180,15,0.08333333333333333,1,0,1,1
Will,Presence Villa Franciscan,145029,2020-12-25,179,21,0.11731843575418995,2,1,1,1
Lake,Hillcrest Retirement Village,146130,2020-12-25,178,20,0.11235955056179775,1,0,1,1
Cook,Lee Manor Rehab and Nursing,145382,2020-12-25,178,22,0.12359550561797752,1,0,1,1
Cook,Avantara Park Ridge,145667,2020-12-25,178,12,0.06741573033707865,2,1,1,1
Cook,Albany Care,No Match,2020-12-25,175,0,0.0,1,0,1,1
DuPage,St. Patricks Residence Nursing and Rehabilitation,145878,2020-12-25,174,7,0.040229885057471264,1,0,1,1
DuPage,DuPage Care Center,145050,2020-12-25,172,8,0.046511627906976744,1,0,1,1
Kane,The Grove Fox Valley,145006,2020-12-25,168,21,0.125,2,1,1,1
Cook,Villa at Windsor Park,145970,2020-12-25,167,44,0.2634730538922156,3,2,1,1
Kankakee,Riverside Miller Rehabilitation,No Match,2020-12-25,166,22,0.13253012048192772,2,1,1,1
Cook,Clark Manor,145507,2020-12-25,164,16,0.0975609756097561,2,1,1,1
Will,Aperion Wilmington,145316,2020-12-25,163,0,0.0,3,2,1,1
Cook,Mayfield Care Center,145885,2020-12-25,163,23,0.1411042944785276,2,1,1,1
DuPage,Meadowbrook Manor Naperville,145874,2020-12-25,162,10,0.06172839506172839,2,1,1,1
LaSalle,Liberty Village of Peru - Manor Court,No Match,2020-12-25,161,31,0.19254658385093168,1,0,1,1
Cook,Generations at Regency,145237,2020-12-25,158,33,0.2088607594936709,2,1,1,1
Cook,California Gardens Nursing and Rehabilitation Cent,145625,2020-12-25,157,6,0.03821656050955414,1,1,0,1
Cook,Citadel of Northbrook,145982,2020-12-25,155,15,0.0967741935483871,1,0,1,1
Marion,Bryan Manor,No Match,2020-12-25,155,8,0.05161290322580645,1,0,1,1
DuPage,Bria of Westmont,145405,2020-12-25,152,29,0.19078947368421054,1,0,1,1
Cook,Fairmont Care,145867,2020-12-25,151,32,0.2119205298013245,1,1,0,1
Clinton,Warren G. Murray Developmental Center,No Match,2020-12-25,150,0,0.0,1,0,1,1
DuPage,Winfield Woods Healthcare Center,146168,2020-12-25,149,6,0.040268456375838924,4,3,1,1
Kankakee,Illinois Veterans Home Manteno,No Match,2020-12-25,148,19,0.12837837837837837,2,1,1,1
Kane,Bria of Geneva,146067,2020-12-25,148,30,0.20270270270270271,2,1,1,1
Cook,Warren Barr Gold Coast,145336,2020-12-25,146,12,0.0821917808219178,1,0,1,1
Cook,Bella Terra Wheeling,145835,2020-12-25,144,27,0.1875,1,0,1,1
Cook,Avantara Evergreen Park,145734,2020-12-25,143,25,0.17482517482517482,2,1,1,1
Cook,Midway Neuro and Rehab,145778,2020-12-25,142,12,0.08450704225352113,1,1,0,1
Coles,Mattoon Rehabilitation and Health Care Center,No Match,2020-12-25,142,19,0.13380281690140844,1,0,1,1
Rock Island,Centennial Care Center,145680,2020-12-25,141,18,0.1276595744680851,1,0,1,1
Macon,Imboden Creek,No Match,2020-12-25,139,8,0.05755395683453238,1,0,1,1
LaSalle,Heritage Health Mendota,145151,2020-12-25,139,24,0.17266187050359713,2,1,1,1
Cook,Harmony Healthcare and Rehab,145775,2020-12-25,138,29,0.21014492753623187,2,1,1,1
DuPage,Bridgeway Senior Living,No Match,2020-12-25,137,10,0.072992700729927,2,1,1,1
Rock Island,Heartland Healthcare Center Moline,145027,2020-12-25,136,18,0.1323529411764706,1,0,1,1
Cook,Meadowbrook Manor,145710,2020-12-25,136,17,0.125,2,1,1,1
Lake,Warren Barr Lincolnshire,146028,2020-12-25,134,7,0.05223880597014925,2,1,1,1
Cook,Lincolnwood Place,145786,2020-12-25,134,25,0.1865671641791045,2,1,1,1
Cook,Alden Lakeland,145450,2020-12-25,131,5,0.03816793893129771,3,2,1,1
Will,symphony of joliet,145372,2020-12-25,130,25,0.19230769230769232,1,1,0,1
Madison,Riverside Rehab and Healthcare,145651,2020-12-25,129,24,0.18604651162790697,3,2,1,1
Madison,Meridian Village,146142,2020-12-25,129,7,0.05426356589147287,1,0,1,1
Cook,Mosaic of Lakeshore,145244,2020-12-25,128,29,0.2265625,2,1,1,1
St. Clair,Caseyville Care Center2,145585,2020-12-25,128,5,0.0390625,1,0,1,1
Cook,Uptown Health Center,145881,2020-12-25,128,19,0.1484375,2,1,1,1
Cook,Bellwood Developmental Center,No Match,2020-12-25,128,2,0.015625,1,0,1,1
Cook,Alden Town Manor Rehabilitation & Health Care Cent,145736,2020-12-25,127,26,0.2047244094488189,1,0,1,1
Randolph,Red Bud Regional Care Center,145309,2020-12-25,126,12,0.09523809523809523,1,0,1,1
Kane,Symphony of Orchard Valley,145473,2020-12-25,126,24,0.19047619047619047,2,2,0,1
Cook,Center Home for Hispanic Elderly,146062,2020-12-25,125,30,0.24,1,0,1,1
Cook,The Grove of Northbrook,145809,2020-12-25,125,7,0.056,2,1,1,1
Lee,Jack Mabley Developmental Center,No Match,2020-12-25,125,1,0.008,2,2,0,1
Sangamon,Heritage Health Springfield,145229,2020-12-25,125,9,0.072,2,1,1,1
Greene,White Hall Nursing and Rehab,145519,2020-12-25,125,25,0.2,1,0,1,1
Cook,Carlton at the Lake,145679,2020-12-25,124,20,0.16129032258064516,2,1,1,1
Cook,Pearl of Rolling Meadows,145350,2020-12-25,124,11,0.08870967741935484,2,1,1,1
Williamson,Shawnee Senior Living,146036,2020-12-25,124,19,0.1532258064516129,2,1,1,1
Madison,Care Center at Center Grove,145846,2020-12-25,123,8,0.06504065040650407,2,1,1,1
Madison,University Care Center,145985,2020-12-25,123,18,0.14634146341463414,3,2,1,1
Cook,Golfview Developmental Center,No Match,2020-12-25,123,11,0.08943089430894309,1,1,0,1
Sangamon,Lewis Memorial Christian Village,146026,2020-12-25,123,14,0.11382113821138211,1,0,1,1
Sangamon,Villa East,145721,2020-12-25,122,26,0.21311475409836064,1,1,0,1
Lake,Rolling Hills Manor,145443,2020-12-25,122,18,0.14754098360655737,3,1,2,1
Cook,Ambassador Nursing,145343,2020-12-25,122,9,0.07377049180327869,2,1,1,1
Will,Salem Village NH,145618,2020-12-25,121,8,0.06611570247933884,1,0,1,1
DuPage,Alden Estates of Naperville,145582,2020-12-25,120,23,0.19166666666666668,3,2,1,1
Marion,Odin Care Center,145649,2020-12-25,120,17,0.14166666666666666,1,0,1,1
Cook,Norwood crossing Skilled Nursing,145974,2020-12-25,120,18,0.15,1,0,1,1
Macon,Villa Clara Post Acute,145965,2020-12-25,120,14,0.11666666666666667,1,0,1,1
Peoria,Lutheran Hillside Village,No Match,2020-12-25,119,3,0.025210084033613446,3,2,1,1
Will,Spring Creek Nursing Home,146172,2020-12-25,119,10,0.08403361344537816,2,1,1,1
DuPage,West Suburban Nursing & Rehabilitation Center,145333,2020-12-25,118,17,0.1440677966101695,1,0,1,1
DuPage,Forestview Rehabilitation & Nursing Center,145752,2020-12-25,118,18,0.15254237288135594,1,1,0,1
Monroe,Oak Hill,145445,2020-12-25,117,18,0.15384615384615385,1,0,1,1
Cook,Grosse Pointe Manor,145999,2020-12-25,117,25,0.21367521367521367,1,1,0,1
Sangamon,Brother James Court,No Match,2020-12-25,117,4,0.03418803418803419,1,1,0,1
Cook,ManorCare ElkGrove Village,145689,2020-12-25,116,25,0.21551724137931033,1,1,0,1
Cook,Addolorata Villa,145724,2020-12-25,116,21,0.1810344827586207,2,1,1,1
Cook,Presence Resurrection Life Center,145960,2020-12-25,116,21,0.1810344827586207,1,0,1,1
Ogle,Generations at Neighbors,145440,2020-12-25,115,22,0.19130434782608696,1,0,1,1
Cook,Aperion Care Forest Park,145969,2020-12-25,115,17,0.14782608695652175,2,1,1,1
Cook,Manor Care Oak Lawn EAST. Cook,No Match,2020-12-25,114,32,0.2807017543859649,1,0,1,1
Cook,Lieberman Geriatric Center,145931,2020-12-25,113,16,0.1415929203539823,1,0,1,1
Will,Beecher Manor ,No Match,2020-12-25,113,18,0.1592920353982301,1,0,1,1
Knox,Knox County Nursing Home,145697,2020-12-25,112,18,0.16071428571428573,2,1,1,1
Marion,Fireside House of Centralia,145791,2020-12-25,111,12,0.10810810810810811,1,0,1,1
Whiteside,Exceptional Care and Training Center,No Match,2020-12-25,111,4,0.036036036036036036,1,0,1,1
Lawrence,Aperion HealthCare,No Match,2020-12-25,111,5,0.04504504504504504,1,0,1,1
Madison,Edwardsville Care Center,145555,2020-12-25,111,22,0.1981981981981982,2,1,1,1
Winnebago,Alden Park Strathmoor,145259,2020-12-25,111,8,0.07207207207207207,1,0,1,1
Madison,Stearns Nursing and Rehabilitation Center,145847,2020-12-25,111,20,0.18018018018018017,1,1,0,1
Rock Island,Friendship Manor,146099,2020-12-25,110,15,0.13636363636363635,2,1,1,1
Knox,Seminary Manor,145598,2020-12-25,110,21,0.19090909090909092,1,0,1,1
Cook,Avanti Wellness & Rehabilitation ,No Match,2020-12-25,110,16,0.14545454545454545,1,1,0,1
Cook,Austin Oasis,145834,2020-12-25,109,16,0.14678899082568808,2,0,2,1
Cook,Windsor Estates,145967,2020-12-25,109,23,0.21100917431192662,1,1,0,1
DuPage,Windsor Park Manor,No Match,2020-12-25,109,21,0.1926605504587156,1,0,1,1
DuPage,Burgess Square Healthcare & Rehab Center,145219,2020-12-25,109,7,0.06422018348623854,2,1,1,1
Richland,Richland Nursing and Rehab,145135,2020-12-25,109,16,0.14678899082568808,1,0,1,1
Madison,Granite Nursing and Rehabilitation Center,146075,2020-12-25,108,26,0.24074074074074073,2,1,1,1
Williamson,Parkway Manor,145841,2020-12-25,108,22,0.2037037037037037,1,0,1,1
Cook,Elevate Care Niles,145662,2020-12-25,107,10,0.09345794392523364,2,1,1,1
Morgan,Aperion Care Jacksonville,145928,2020-12-25,105,7,0.06666666666666667,2,1,1,1
Peoria,Heritage Health,No Match,2020-12-25,105,19,0.18095238095238095,1,0,1,1
Will,Frankfort Terrace,140E213,2020-12-25,104,2,0.019230769230769232,1,0,1,1
Whiteside,Resthave Care and Rehabilitation ,No Match,2020-12-25,104,15,0.14423076923076922,1,0,1,1
Cook,Astoria Place of Chicago,145634,2020-12-25,104,20,0.19230769230769232,1,1,0,1
St. Clair,Four Fountains,No Match,2020-12-25,104,31,0.2980769230769231,1,1,0,1
Madison,Eden Village Care Center,145384,2020-12-25,104,27,0.25961538461538464,3,2,1,1
Massac,Southgate Nursing and Rehab,No Match,2020-12-25,103,17,0.1650485436893204,1,0,1,1
Cook,Bria of Palos Hills,145650,2020-12-25,103,18,0.17475728155339806,1,0,1,1
Cook,Central Nursing Home,145648,2020-12-25,103,17,0.1650485436893204,2,1,1,1
DuPage,Oakbrook Care,145458,2020-12-25,103,24,0.23300970873786409,1,1,0,1
Lake,Aperion Care Highwood,145936,2020-12-25,103,14,0.13592233009708737,2,1,1,1
Cook,Smith Village,145904,2020-12-25,103,14,0.13592233009708737,2,1,1,1
Shelby,Shelbyville Manor,145441,2020-12-25,103,11,0.10679611650485436,2,1,1,1
Will,Lakewood Nursing Home,145761,2020-12-25,103,8,0.07766990291262135,3,2,1,1
McHenry,The Fountains at Crystal Lake (#3),No Match,2020-12-25,103,1,0.009708737864077669,1,0,1,1
DuPage,The Pearl Naperville,No Match,2020-12-25,102,3,0.029411764705882353,2,1,1,1
Lake,Whitehall of Deerfield,145706,2020-12-25,102,3,0.029411764705882353,2,1,1,1
Lake,Kiley Development Center,No Match,2020-12-25,101,4,0.039603960396039604,2,1,1,1
Adams,St Vincents Nursing Home,145457,2020-12-25,101,17,0.16831683168316833,1,0,1,1
Cook,Aperion Care Oak Lawn,145197,2020-12-25,101,22,0.21782178217821782,1,1,0,1
Cook,Bella Terra Morton Grove,145198,2020-12-25,100,15,0.15,2,1,1,1
Boone,Maple Crest Care Center,145990,2020-12-25,100,20,0.2,1,0,1,1
