reporting_date,County,FacilityName,confirmed_cases,deaths,status,CFR,outbreaks
2020-09-18,Adams,Adams Pointe Senior Living,4,0,Closed,0.0,1
2020-09-18,Adams,Bradford Villa,8,1,Open,0.125,1
2020-09-18,Adams,Golden Good Shepperd Home,5,0,Open,0.0,1
2020-09-18,Adams,Good Samaritan Home,5,1,Open,0.2,1
2020-09-18,Adams,Illinois Veterans Home,40,2,Open,0.05,1
2020-09-18,Adams,Senior Center,4,2,Open,0.5,1
2020-09-18,Bond,Cedarhurst of Greenville,11,0,Open,0.0,1
2020-09-18,Bond,Greenville Nursing & Rehab,6,0,Open,0.0,1
2020-09-18,Boone,Park Place of Belvidere,6,0,Closed,0.0,1
2020-09-18,Boone,Symphony Northwoods,89,16,Closed,0.1797752808988764,1
2020-09-18,Bureau,Aperion Care- Princeton,15,1,Open,0.06666666666666667,1
2020-09-18,Bureau,St. Margarets Living Center,3,0,Open,0.0,1
2020-09-18,Carroll,Big Meadows Nursing Home,27,2,Open,0.07407407407407407,1
2020-09-18,Cass,Heritage Health,7,0,Open,0.0,1
2020-09-18,Cass,Walker Nursing Home,57,11,Closed,0.19298245614035087,1
2020-09-18,Champaign,Champaign Urbana Nursing and Rehab,5,0,Open,0.0,1
2020-09-18,Champaign,Champaign-Urbana Nursing and Rehab,4,1,Closed,0.25,1
2020-09-18,Champaign,Country Health and Rehab,7,0,Open,0.0,1
2020-09-18,Champaign,Green House Homes at Clark-Lindsey,2,0,Closed,0.0,1
2020-09-18,Champaign,Illini Heritage Rehab and Health,2,0,Open,0.0,1
2020-09-18,Champaign,Meadowbrook at Clark-Lindsey,2,0,Open,0.0,1
2020-09-18,Champaign,Reflections Memory Care,28,4,Closed,0.14285714285714285,1
2020-09-18,Champaign,University Rehab Center,5,0,Closed,0.0,1
2020-09-18,Champaign,Villas of Hollybrook-Rantoul,5,0,Open,0.0,1
2020-09-18,Christian,Heritage Health of Pana,2,0,Open,0.0,1
2020-09-18,Christian,Lifes Journey,8,2,Open,0.25,1
2020-09-18,Christian,Prairie Rose,2,0,Open,0.0,1
2020-09-18,Christian,taylorville care center,3,0,Open,0.0,1
2020-09-18,Christian,Taylorville Hickory Estates,2,0,Open,0.0,1
2020-09-18,Christian,Taylorville Skilled Nursing (fka Meadow Manor),52,3,Open,0.057692307692307696,1
2020-09-18,Christian,Villas of Holly Brook,2,0,Closed,0.0,1
2020-09-18,Clark,Villas of Holly Brook Marshall,8,0,Open,0.0,1
2020-09-18,Clinton,Carlyle Healthcare Center,6,0,Open,0.0,1
2020-09-18,Clinton,Carlyle HealthCare Center,85,15,Closed,0.17647058823529413,1
2020-09-18,Clinton,Clinton Manor Living Facility,10,0,Open,0.0,1
2020-09-18,Clinton,Clinton Manor Living Facility,31,1,Closed,0.03225806451612903,1
2020-09-18,Clinton,Villa Catherine,7,0,Closed,0.0,1
2020-09-18,Clinton,Warren G Murray Developmental Center,22,0,Open,0.0,1
2020-09-18,Clinton,Warren G. Murray Developmental Center,4,0,Open,0.0,1
2020-09-18,Clinton,Warrren G Murray Develpmental Center,62,0,Open,0.0,1
2020-09-18,Coles,Charleston Rehab and Healthcare,95,16,Closed,0.16842105263157894,1
2020-09-18,Coles,Hilltop Skilled Nursing,51,2,Open,0.0392156862745098,1
2020-09-18,Coles,Mattoon Healthcare,2,0,Closed,0.0,1
2020-09-18,Coles,Mattoon Healthcare,3,0,Closed,0.0,1
2020-09-18,Coles,Odd Fellow Rebekah,28,5,Open,0.17857142857142858,1
2020-09-18,Coles,Villas of Holly,6,0,Open,0.0,1
2020-09-18,Cook,Abington of Glenview,11,1,Closed,0.09090909090909091,1
2020-09-18,Cook,Addolorata Villa,109,19,Open,0.1743119266055046,1
2020-09-18,Cook,Albany Care,13,0,Open,0.0,1
2020-09-18,Cook,Alden Estates Des Plaines,13,2,Open,0.15384615384615385,1
2020-09-18,Cook,Alden Estates of Barrington,15,0,Open,0.0,1
2020-09-18,Cook,Alden Estates of Evanston,18,2,Closed,0.1111111111111111,1
2020-09-18,Cook,Alden Estates of Northmoor,91,18,Open,0.1978021978021978,1
2020-09-18,Cook,Alden Estates of Orland Park,41,13,Open,0.3170731707317073,1
2020-09-18,Cook,Alden Estates of Skokie,6,0,Closed,0.0,1
2020-09-18,Cook,Alden Estates of Skokie ,3,0,Open,0.0,1
2020-09-18,Cook,Alden Lakeland,14,2,Closed,0.14285714285714285,1
2020-09-18,Cook,Alden Lakeland,16,0,Open,0.0,1
2020-09-18,Cook,Alden Lincoln Park Rehab,74,12,Closed,0.16216216216216217,1
2020-09-18,Cook,Alden North Shore,2,0,Closed,0.0,1
2020-09-18,Cook,Alden North Shore ,4,0,Open,0.0,1
2020-09-18,Cook,Alden PoplarCreek,85,25,Open,0.29411764705882354,1
2020-09-18,Cook,Alden Princeton Rehab & Health,56,12,Open,0.21428571428571427,1
2020-09-18,Cook,Alden Town Manor Care,7,0,Open,0.0,1
2020-09-18,Cook,Alden Village North,6,0,Closed,0.0,1
2020-09-18,Cook,Alden Village North,8,0,Open,0.0,1
2020-09-18,Cook,Alden Wentworth  Rehab & Healthcare Center,73,15,Closed,0.2054794520547945,1
2020-09-18,Cook,All American Nursing Home,50,4,Closed,0.08,1
2020-09-18,Cook,All Saints,2,0,Open,0.0,1
2020-09-18,Cook,Ambassador Nursing,116,10,Closed,0.08620689655172414,1
2020-09-18,Cook,AMITA Health Holy Family Medical Center ,29,1,Open,0.034482758620689655,1
2020-09-18,Cook,Aperion Care Burbank,5,1,Closed,0.2,1
2020-09-18,Cook,Aperion Care Chicago Heights,20,1,Open,0.05,1
2020-09-18,Cook,Aperion Care Dolton,34,6,Open,0.17647058823529413,1
2020-09-18,Cook,Aperion Care Evanston,25,2,Closed,0.08,1
2020-09-18,Cook,Aperion Care Forest Park,52,5,Open,0.09615384615384616,1
2020-09-18,Cook,Aperion Care International of Chicago,148,25,Open,0.16891891891891891,1
2020-09-18,Cook,Aperion Care Midlothian,5,0,Open,0.0,1
2020-09-18,Cook,Aperion Care Oak Lawn,102,21,Open,0.20588235294117646,1
2020-09-18,Cook,Aperion Care Plum Grove,58,19,Open,0.3275862068965517,1
2020-09-18,Cook,Aperion Care West Ridge,35,14,Closed,0.4,1
2020-09-18,Cook,Arbour Health Care Center,58,3,Closed,0.05172413793103448,1
2020-09-18,Cook,Arden Courts/Manor Care of South Holland ,68,8,Open,0.11764705882352941,1
2020-09-18,Cook,Arden Courts of Elk Grove,31,8,Open,0.25806451612903225,1
2020-09-18,Cook,Arden Courts of Palos Heights,55,10,Open,0.18181818181818182,1
2020-09-18,Cook,Artis Senior Living of Lakeview,34,8,Open,0.23529411764705882,1
2020-09-18,Cook,Asbury Court Senior Living,8,1,Open,0.125,1
2020-09-18,Cook,Aspire Living Prospect Heights,13,1,Open,0.07692307692307693,1
2020-09-18,Cook,Astoria Place of Chicago,104,20,Closed,0.19230769230769232,1
2020-09-18,Cook,Atria Glenview,6,0,Open,0.0,1
